Team,Competition,Year,Goals,xG,Expected Goals in open-play,Shots For,Shots On Target ( inc goals ),Shot accuracy (%),Goal Conversion (%),Counters npxG %,Set piece npxG %,Goals Conceded,xG Against,Expected Goals conceded in open-play,Total Shots Conceded,On-Target Shots Conceded,Saves Made,Save ratio (%),Interceptions,Tackles Won,Aerial Duels won,% Possession,Field Tilt,Total Passes,Pass accuracy (%),Successful Dribbles,Successful Crosses open play,One-Twos,Passes/Dribbles,ppda,BDP,GPI,GPE,Def event height,Total Fouls Won,Total Fouls Conceded,Yellow cards,Total Red Cards,Points,Expected Points,Matches Played,GK long ball %,% Forward passes,xThreat,xThreat from carries,xThreat from passes
Atlanta United,US Major League Soccer,2017,70,0,0,438,179,40.8676,15.29680365,0,0,40,0,0,401,138,98,71.0145,469,439,358,58,55.7735759,16289,80.6741,231,96,0,0,0,6.8906103,0,0,0,392,429,63,4,55,0,34,52,35,0,0,0
