Team,Competition,Year,Goals,xG,Expected Goals in open-play,Shots For,Shots On Target ( inc goals ),Shot accuracy (%),Goal Conversion (%),Counters npxG %,Set piece npxG %,Goals Conceded,xG Against,Expected Goals conceded in open-play,Total Shots Conceded,On-Target Shots Conceded,Saves Made,Save ratio (%),Interceptions,Tackles Won,Aerial Duels won,% Possession,Field Tilt,Total Passes,Pass accuracy (%),Successful Dribbles,Successful Crosses open play,One-Twos,Passes/Dribbles,ppda,BDP,GPI,GPE,Def event height,Total Fouls Won,Total Fouls Conceded,Yellow cards,Total Red Cards,Points,Expected Points,Matches Played,GK long ball %,% Forward passes,xThreat,xThreat from carries,xThreat from passes
Atlanta United,US Major League Soccer,2019,58,0,0,509,179,35.1670,11.00196464,0,0,43,0,0,384,135,91,67.9104,319,303,435,56,55.6069364,16774,82.3656,419,62,0,0,0,3.4688852,0,0,0,402,350,56,2,58,0,34,56,33,0,0,0
