Team,Competition,Year,Goals,xG,Expected Goals in open-play,Shots For,Shots On Target ( inc goals ),Shot accuracy (%),Goal Conversion (%),Counters npxG %,Set piece npxG %,Goals Conceded,xG Against,Expected Goals conceded in open-play,Total Shots Conceded,On-Target Shots Conceded,Saves Made,Save ratio (%),Interceptions,Tackles Won,Aerial Duels won,% Possession,Field Tilt,Total Passes,Pass accuracy (%),Successful Dribbles,Successful Crosses open play,One-Twos,Passes/Dribbles,ppda,BDP,GPI,GPE,Def event height,Total Fouls Won,Total Fouls Conceded,Yellow cards,Total Red Cards,Points,Expected Points,Matches Played,GK long ball %,% Forward passes,xThreat,xThreat from carries,xThreat from passes
Atlanta United,US Major League Soccer,2018,70,0,0,510,203,39.8039,13.7254902,0,0,44,0,0,377,132,89,66.9173,426,431,360,54,53.1631396,16335,83.3670,299,97,0,0,0,0.4068388,0,0,0,374,346,61,3,69,0,34,60,32,0,0,0
