Team,Competition,Year,Goals,xG,Expected Goals in open-play,Shots For,Shots On Target ( inc goals ),Shot accuracy (%),Goal Conversion (%),Counters npxG %,Set piece npxG %,Goals Conceded,xG Against,Expected Goals conceded in open-play,Total Shots Conceded,On-Target Shots Conceded,Saves Made,Save ratio (%),Interceptions,Tackles Won,Aerial Duels won,% Possession,Field Tilt,Total Passes,Pass accuracy (%),Successful Dribbles,Successful Crosses open play,One-Twos,Passes/Dribbles,ppda,BDP,GPI,GPE,Def event height,Total Fouls Won,Total Fouls Conceded,Yellow cards,Total Red Cards,Points,Expected Points,Matches Played,GK long ball %,% Forward passes,xThreat,xThreat from carries,xThreat from passes
Atlanta United,US Major League Soccer,2020,23,20.98551687,13.9340461,219,81,36.9863,10.50228311,0.07757309,0.243311247,30,27.81720787,20.3581876,265,91,59,66.2921,216,204,270,55,50.8883739,11449,84.8284,246,68,49,0,12.5925,-0.6531315,0.4598,0.2887,32.34,332,307,46,3,22,26.1632,23,48,30,12.7793416,4.5150173,8.2639578
