,date,time,comp,round,day,venue,result,gf,ga,opponent,xg,xga,poss,attendance,captain,formation,referee,match report,notes,sh,sot,dist,fk,pk,pkatt,season,team
0,2021-07-25,19:06,Liga MX,Apertura 2021 Regular Season,Sun,Away,W,2,1,Tijuana,0.7,1.2,47,4333.0,Guido Pizarro,4-3-3,Óscar Macias,Match Report,,5,2,18.4,1.0,0,0,2022,UANL
1,2021-08-01,12:00,Liga MX,Apertura 2021 Regular Season,Sun,Away,L,1,3,Toluca,0.9,1.8,43,8540.0,Guido Pizarro,4-3-3,Victor Caceres,Match Report,,19,5,21.0,0.0,0,0,2022,UANL
2,2021-08-07,21:00,Liga MX,Apertura 2021 Regular Season,Sat,Home,D,1,1,Santos,1.0,1.8,50,14350.0,Nahuel Guzmán,4-4-2,Marco Ortíz,Match Report,,12,3,20.6,0.0,0,0,2022,UANL
3,2021-08-13,19:00,Liga MX,Apertura 2021 Regular Season,Fri,Away,D,1,1,Puebla,2.2,2.0,55,7654.0,Nahuel Guzmán,4-1-4-1,Jorge Rojas,Match Report,,13,4,14.3,0.0,0,0,2022,UANL
4,2021-08-17,19:00,Liga MX,Apertura 2021 Regular Season,Tue,Home,W,3,0,Querétaro,1.1,0.2,57,9264.0,Nahuel Guzmán,3-5-2,Diego Montaño,Match Report,,12,4,20.2,1.0,0,0,2022,UANL
5,2021-08-20,20:00,Liga MX,Apertura 2021 Regular Season,Fri,Away,W,3,0,Mazatlán,1.8,0.6,59,7733.0,Nahuel Guzmán,3-5-2,Eduardo Basulto,Match Report,,15,4,22.0,0.0,1,1,2022,UANL
6,2021-08-28,19:00,Liga MX,Apertura 2021 Regular Season,Sat,Home,D,1,1,Atlas,1.9,1.0,55,11225.0,Nahuel Guzmán,5-3-2,Luis Santander,Match Report,,13,3,19.7,1.0,1,1,2022,UANL
7,2021-09-11,19:00,Liga MX,Apertura 2021 Regular Season,Sat,Home,D,2,2,León,0.5,2.6,54,12962.0,Nahuel Guzmán,3-5-2,Jorge Pérez,Match Report,,9,4,20.1,0.0,0,0,2022,UANL
8,2021-09-19,19:06,Liga MX,Apertura 2021 Regular Season,Sun,Away,L,0,2,Monterrey,1.2,1.7,63,26755.0,Guido Pizarro,3-5-2,Fernando Hernández,Match Report,,20,6,20.2,1.0,0,0,2022,UANL
9,2021-09-25,19:00,Liga MX,Apertura 2021 Regular Season,Sat,Home,D,0,0,UNAM,1.0,1.9,63,15581.0,Guido Pizarro,4-4-2,Óscar Macias,Match Report,,17,3,14.9,0.0,0,0,2022,UANL
10,2021-09-29,17:00,Liga MX,Apertura 2021 Regular Season,Wed,Away,W,3,0,Atlético,1.7,1.1,55,9545.0,Guido Pizarro,3-5-2,Jorge Rojas,Match Report,,13,6,23.8,1.0,0,0,2022,UANL
11,2021-10-03,19:00,Liga MX,Apertura 2021 Regular Season,Sun,Home,D,0,0,Necaxa,0.9,0.8,52,15797.0,Guido Pizarro,5-3-2,Marco Ortíz,Match Report,,19,8,22.0,1.0,0,0,2022,UANL
12,2021-10-16,21:00,Liga MX,Apertura 2021 Regular Season,Sat,Away,D,1,1,Cruz Azul,1.1,0.5,42,20894.0,Guido Pizarro,5-3-2,Jorge Pérez,Match Report,,10,5,19.5,1.0,0,0,2022,UANL
13,2021-10-20,21:00,Liga MX,Apertura 2021 Regular Season,Wed,Home,W,3,0,Pachuca,2.3,1.4,49,24153.0,Guido Pizarro,5-3-2,Luis Santander,Match Report,,12,5,16.9,0.0,0,0,2022,UANL
14,2021-10-23,19:00,Liga MX,Apertura 2021 Regular Season,Sat,Away,L,0,1,América,0.8,1.0,59,32675.0,Guido Pizarro,5-3-2,Fernando Guerrero,Match Report,,13,5,21.5,1.0,0,0,2022,UANL
15,2021-10-30,21:10,Liga MX,Apertura 2021 Regular Season,Sat,Home,W,2,1,Guadalajara,0.9,1.1,46,25523.0,Guido Pizarro,5-3-2,Diego Montaño,Match Report,,9,3,18.9,1.0,0,0,2022,UANL
16,2021-11-06,21:00,Liga MX,Apertura 2021 Regular Season,Sat,Home,W,3,0,FC Juárez,2.0,0.4,60,26243.0,Guido Pizarro,5-3-2,Óscar Macias,Match Report,,14,4,21.2,0.0,0,0,2022,UANL
17,2021-11-25,21:05,Liga MX,Quarter-finals,Thu,Away,L,1,2,Santos,1.0,1.0,63,15310.0,André-Pierre Gignac,5-3-2,Óscar Macias,Match Report,Leg 1 of 2,18,5,21.0,0.0,0,0,2022,UANL
18,2021-11-28,18:00,Liga MX,Quarter-finals,Sun,Home,W,1,0,Santos,1.1,0.3,61,37438.0,Guido Pizarro,5-3-2,Luis Santander,Match Report,Leg 2 of 2; UANL won,13,2,19.1,1.0,0,0,2022,UANL
19,2021-12-01,21:00,Liga MX,Semi-finals,Wed,Home,W,2,1,León,2.7,0.3,63,37785.0,André-Pierre Gignac,5-3-2,Marco Ortíz,Match Report,Leg 1 of 2,30,9,20.8,0.0,0,0,2022,UANL
20,2021-12-04,21:00,Liga MX,Semi-finals,Sat,Away,L,1,2,León,1.2,2.2,37,23570.0,André-Pierre Gignac,3-4-3,César Arturo Ramos,Match Report,Leg 2 of 2; León won,8,2,21.2,0.0,0,0,2022,UANL
21,2022-01-12,20:06,Liga MX,Clausura 2022 Regular Season,Wed,Away,D,1,1,Santos,0.7,0.3,56,9377.0,Guido Pizarro,4-1-4-1,Adonai Escobedo,Match Report,,20,4,19.5,0.0,0,0,2022,UANL
22,2022-01-15,19:00,Liga MX,Clausura 2022 Regular Season,Sat,Home,L,0,2,Puebla,2.2,1.4,69,14829.0,Guido Pizarro,4-4-2,Luis Santander,Match Report,,20,9,16.7,1.0,0,1,2022,UANL
23,2022-01-23,12:00,Liga MX,Clausura 2022 Regular Season,Sun,Away,W,2,1,UNAM,1.6,1.0,61,18805.0,Guido Pizarro,3-5-2,Oscar Mejia,Match Report,,15,4,23.9,1.0,1,1,2022,UANL
24,2022-02-06,20:00,Liga MX,Clausura 2022 Regular Season,Sun,Home,W,4,3,Mazatlán,4.1,2.4,62,10497.0,Guido Pizarro,5-4-1,Fernando Hernández,Match Report,,19,8,17.1,0.0,1,1,2022,UANL
25,2022-02-12,17:00,Liga MX,Clausura 2022 Regular Season,Sat,Away,W,3,1,Guadalajara,2.1,0.9,43,22564.0,Guido Pizarro,5-4-1,Jorge Pérez,Match Report,,17,6,14.8,2.0,0,0,2022,UANL
26,2022-02-19,19:00,Liga MX,Clausura 2022 Regular Season,Sat,Home,W,2,1,Atlético,1.3,0.3,62,20850.0,Guido Pizarro,4-5-1,Marco Ortíz,Match Report,,18,4,13.7,1.0,0,0,2022,UANL
27,2022-02-25,20:00,Liga MX,Clausura 2022 Regular Season,Fri,Away,W,3,2,FC Juárez,2.9,1.0,57,10113.0,Guido Pizarro,5-4-1,Daniel Quintero,Match Report,,12,6,15.2,0.0,0,0,2022,UANL
28,2022-03-02,19:00,Liga MX,Clausura 2022 Regular Season,Wed,Home,D,2,2,Cruz Azul,2.8,1.0,49,36978.0,Guido Pizarro,5-4-1,Victor Caceres,Match Report,,19,8,14.7,1.0,0,0,2022,UANL
29,2022-03-12,17:00,Liga MX,Clausura 2022 Regular Season,Sat,Away,W,3,0,León,1.4,1.5,47,16242.0,Guido Pizarro,4-2-3-1,Fernando Guerrero,Match Report,,12,7,20.5,0.0,0,0,2022,UANL
