,date,time,comp,round,day,venue,result,gf,ga,opponent,xg,xga,poss,attendance,captain,formation,referee,match report,notes,sh,sot,dist,fk,pk,pkatt,season,team
10,2020-09-18,20:30,Liga MX,Guardianes 2020 Regular Season,Fri,Away,W,3,2,Mazatlán,3.1,1.3,42.0,,José Corona,4-4-2,Óscar Macias,Match Report,,9,3,22.8,0.0,2,2,2021,Cruz Azul
11,2020-09-27,20:45,Liga MX,Guardianes 2020 Regular Season,Sun,Home,D,0,0,América,1.5,0.4,51.0,,José Corona,4-4-2,Jorge Pérez,Match Report,,18,7,20.4,2.0,0,0,2021,Cruz Azul
12,2020-10-04,12:00,Liga MX,Guardianes 2020 Regular Season,Sun,Away,L,0,2,Toluca,2.4,1.1,66.0,,José Corona,4-1-3-2,César Arturo Ramos,Match Report,,31,6,20.0,3.0,0,0,2021,Cruz Azul
13,2020-10-17,21:00,Liga MX,Guardianes 2020 Regular Season,Sat,Home,L,0,2,UANL,1.9,1.2,46.0,,José Corona,4-1-4-1,Eduardo Basulto,Match Report,,15,5,18.0,0.0,0,1,2021,Cruz Azul
14,2020-10-25,17:30,Liga MX,Guardianes 2020 Regular Season,Sun,Away,W,2,0,Guadalajara,2.3,0.4,39.0,,José Corona,4-5-1,Erick Yair Miranda,Match Report,,17,3,23.6,2.0,1,1,2021,Cruz Azul
15,2020-10-31,21:06,Liga MX,Guardianes 2020 Regular Season,Sat,Away,L,0,1,Monterrey,0.6,2.4,52.0,,José Corona,4-1-3-2,Luis Santander,Match Report,,14,4,19.6,0.0,0,0,2021,Cruz Azul
16,2020-11-07,21:00,Liga MX,Guardianes 2020 Regular Season,Sat,Home,L,1,2,UNAM,2.0,1.4,54.0,,José Corona,4-4-2,Fernando Guerrero,Match Report,,12,6,17.5,0.0,0,1,2021,Cruz Azul
17,2020-11-26,19:00,Liga MX,Quarter-finals,Thu,Away,W,3,1,UANL,1.1,2.6,29.0,,José Corona,4-1-4-1,Diego Montaño,Match Report,Leg 1 of 2,8,3,18.7,1.0,0,0,2021,Cruz Azul
18,2020-11-29,18:30,Liga MX,Quarter-finals,Sun,Home,L,0,1,UANL,0.6,1.3,29.0,,José Corona,4-3-3,Marco Antonio Nava,Match Report,Leg 2 of 2; Cruz Azul won,10,3,23.6,0.0,0,0,2021,Cruz Azul
19,2020-12-03,21:00,Liga MX,Semi-finals,Thu,Home,W,4,0,UNAM,1.6,0.6,42.0,,José Corona,3-4-3,Jorge Rojas,Match Report,Leg 1 of 2,12,5,17.6,0.0,0,0,2021,Cruz Azul
20,2020-12-06,18:30,Liga MX,Semi-finals,Sun,Away,L,0,4,UNAM,0.3,1.9,43.0,,Julio Domínguez,3-4-3,César Arturo Ramos,Match Report,Leg 2 of 2; UNAM won,6,1,19.4,1.0,0,0,2021,Cruz Azul
21,2021-01-10,19:06,Liga MX,Guardianes 2021 Regular Season,Sun,Away,L,0,1,Santos,0.6,0.4,51.0,,José Corona,4-3-3,Mario Vargas,Match Report,,12,2,18.2,0.0,0,0,2021,Cruz Azul
22,2021-01-16,19:00,Liga MX,Guardianes 2021 Regular Season,Sat,Home,L,0,1,Puebla,0.9,0.6,64.0,,José Corona,4-3-3,Juan Esquivel,Match Report,,10,2,18.9,1.0,0,0,2021,Cruz Azul
23,2021-01-25,21:00,Liga MX,Guardianes 2021 Regular Season,Mon,Away,W,1,0,Pachuca,0.4,1.9,42.0,,José Corona,5-4-1,Edgar Morales,Match Report,,6,2,14.5,0.0,0,0,2021,Cruz Azul
24,2021-01-30,21:00,Liga MX,Guardianes 2021 Regular Season,Sat,Home,W,4,1,Querétaro,2.5,0.4,54.0,,José Corona,4-4-2,Luis Santander,Match Report,,18,7,17.1,0.0,0,0,2021,Cruz Azul
25,2021-02-05,21:30,Liga MX,Guardianes 2021 Regular Season,Fri,Away,W,2,0,Necaxa,1.8,1.1,45.0,,José Corona,4-4-2,Victor Caceres,Match Report,,16,4,16.5,0.0,0,0,2021,Cruz Azul
26,2021-02-17,21:00,Liga MX,Guardianes 2021 Regular Season,Wed,Away,W,2,0,UANL,0.8,2.5,35.0,,José Corona,4-4-2,Erick Yair Miranda,Match Report,,8,4,19.2,0.0,0,0,2021,Cruz Azul
27,2021-02-20,19:00,Liga MX,Guardianes 2021 Regular Season,Sat,Home,W,3,2,Toluca,2.0,1.6,42.0,,José Corona,4-4-2,Óscar Macias,Match Report,,13,3,15.4,2.0,0,0,2021,Cruz Azul
28,2021-02-27,21:00,Liga MX,Guardianes 2021 Regular Season,Sat,Away,W,1,0,León,0.8,1.1,37.0,,José Corona,4-4-2,Oscar Mejia,Match Report,,5,2,15.0,0.0,0,0,2021,Cruz Azul
29,2021-03-03,21:00,Liga MX,Guardianes 2021 Regular Season,Wed,Home,W,1,0,Mazatlán,1.4,0.4,74.0,,Julio Domínguez,4-1-2-1-2◆,Luis Santander,Match Report,,14,6,24.6,1.0,0,0,2021,Cruz Azul
30,2021-03-07,21:00,Liga MX,Guardianes 2021 Regular Season,Sun,Away,W,1,0,UNAM,1.2,0.3,53.0,,José Corona,4-3-3,César Arturo Ramos,Match Report,,8,3,19.6,0.0,1,1,2021,Cruz Azul
31,2021-03-13,21:00,Liga MX,Guardianes 2021 Regular Season,Sat,Home,W,1,0,Monterrey,1.3,0.3,49.0,,José Corona,4-2-3-1,Adonai Escobedo,Match Report,,11,2,15.4,0.0,0,0,2021,Cruz Azul
32,2021-03-20,19:00,Liga MX,Guardianes 2021 Regular Season,Sat,Home,W,3,2,Atlas,1.3,2.4,48.0,,José Corona,4-3-3,Jorge Rojas,Match Report,,10,6,18.9,0.0,0,0,2021,Cruz Azul
33,2021-04-02,21:30,Liga MX,Guardianes 2021 Regular Season,Fri,Away,W,1,0,FC Juárez,1.0,0.5,60.0,5911.0,José Corona,4-4-1-1,César Arturo Ramos,Match Report,,19,3,20.4,0.0,0,0,2021,Cruz Azul
34,2021-04-10,19:00,Liga MX,Guardianes 2021 Regular Season,Sat,Home,W,1,0,Guadalajara,1.6,0.3,42.0,,José Corona,4-2-3-1,Marco Ortíz,Match Report,,18,7,18.7,0.0,0,0,2021,Cruz Azul
35,2021-04-17,21:05,Liga MX,Guardianes 2021 Regular Season,Sat,Away,D,1,1,América,1.1,1.7,57.0,,José Corona,4-1-4-1,Fernando Guerrero,Match Report,,7,1,21.1,0.0,1,1,2021,Cruz Azul
36,2021-04-24,17:00,Liga MX,Guardianes 2021 Regular Season,Sat,Home,W,3,2,Atlético,1.7,2.0,47.0,,Julio Domínguez,4-4-2,Luis Santander,Match Report,,15,6,21.3,0.0,1,1,2021,Cruz Azul
37,2021-05-01,19:00,Liga MX,Guardianes 2021 Regular Season,Sat,Home,D,1,1,Tijuana,2.5,0.7,47.0,,José Corona,4-4-2,Adonai Escobedo,Match Report,,16,7,16.6,0.0,0,0,2021,Cruz Azul
38,2021-05-12,19:00,Liga MX,Quarter-finals,Wed,Away,L,1,2,Toluca,0.8,1.8,48.0,,José Corona,3-4-1-2,Marco Ortíz,Match Report,Leg 1 of 2,14,5,23.5,1.0,0,0,2021,Cruz Azul
39,2021-05-15,20:05,Liga MX,Quarter-finals,Sat,Home,W,3,1,Toluca,2.7,0.9,57.0,,José Corona,4-4-2,Fernando Hernández,Match Report,Leg 2 of 2; Cruz Azul won,17,6,18.0,0.0,1,1,2021,Cruz Azul
40,2021-05-19,20:30,Liga MX,Semi-finals,Wed,Away,D,0,0,Pachuca,0.5,1.1,44.0,12221.0,José Corona,4-1-4-1,Luis Santander,Match Report,Leg 1 of 2,10,3,18.6,0.0,0,0,2021,Cruz Azul
41,2021-05-22,20:00,Liga MX,Semi-finals,Sat,Home,W,1,0,Pachuca,1.3,0.5,47.0,19807.0,José Corona,4-1-4-1,César Arturo Ramos,Match Report,Leg 2 of 2; Cruz Azul won,18,8,18.6,0.0,0,0,2021,Cruz Azul
42,2021-05-27,21:00,Liga MX,Finals,Thu,Away,W,1,0,Santos,0.7,0.7,35.0,,José Corona,4-1-4-1,Fernando Guerrero,Match Report,Leg 1 of 2,7,4,19.0,0.0,0,0,2021,Cruz Azul
43,2021-05-30,20:15,Liga MX,Finals,Sun,Home,D,1,1,Santos,1.3,0.8,37.0,,José Corona,4-1-4-1,Fernando Hernández,Match Report,Leg 2 of 2; Cruz Azul won,10,3,20.8,1.0,0,0,2021,Cruz Azul
0,2020-07-27,20:00,Liga MX,Guardianes 2020 Regular Season,Mon,Away,W,2,1,Pachuca,1.7,1.5,47.0,,Bruno Valdez,4-4-2,Mario Vargas,Match Report,,12,6,21.1,1.0,1,1,2021,America
1,2020-08-01,21:00,Liga MX,Guardianes 2020 Regular Season,Sat,Home,W,4,0,Tijuana,1.7,0.4,49.0,,Bruno Valdez,4-4-2,Adonai Escobedo,Match Report,,22,9,20.7,2.0,0,0,2021,America
2,2020-08-07,19:30,Liga MX,Guardianes 2020 Regular Season,Fri,Away,D,1,1,Necaxa,1.0,2.4,44.0,,Bruno Valdez,4-4-2,Jorge Rojas,Match Report,,8,2,11.6,0.0,0,0,2021,America
3,2020-08-13,21:00,Liga MX,Guardianes 2020 Regular Season,Thu,Home,W,3,1,Santos,1.7,1.8,55.0,,Paul Aguilar,4-4-2,Fernando Hernández,Match Report,,15,7,16.7,0.0,0,0,2021,America
4,2020-08-16,21:00,Liga MX,Guardianes 2020 Regular Season,Sun,Away,L,1,4,Querétaro,0.6,2.3,61.0,,Paul Aguilar,4-1-4-1,Diego Montaño,Match Report,,12,7,21.7,1.0,0,0,2021,America
5,2020-08-22,21:00,Liga MX,Guardianes 2020 Regular Season,Sat,Home,L,1,3,Monterrey,1.8,2.1,56.0,,Paul Aguilar,4-4-2,Fernando Guerrero,Match Report,,10,2,19.9,0.0,1,1,2021,America
6,2020-08-29,19:00,Liga MX,Guardianes 2020 Regular Season,Sat,Away,W,2,1,Atlético,2.8,1.9,44.0,,Guillermo Ochoa,5-3-2,Jorge Pérez,Match Report,,17,6,15.8,1.0,1,1,2021,America
7,2020-09-02,20:00,Liga MX,Guardianes 2020 Regular Season,Wed,Home,W,3,1,Mazatlán,0.3,2.1,35.0,,Guillermo Ochoa,3-5-2,Eduardo Basulto,Match Report,,5,2,17.6,1.0,0,0,2021,America
8,2020-09-08,21:00,Liga MX,Guardianes 2020 Regular Season,Tue,Away,W,3,2,Puebla,2.5,1.9,56.0,,Guillermo Ochoa,5-3-2,Marco Antonio Nava,Match Report,,22,6,18.2,1.0,1,1,2021,America
9,2020-09-12,21:00,Liga MX,Guardianes 2020 Regular Season,Sat,Home,D,1,1,Toluca,0.9,0.8,68.0,,Guillermo Ochoa,4-1-2-1-2◆,Fernando Guerrero,Match Report,,13,6,26.6,3.0,0,0,2021,America
10,2020-09-19,21:00,Liga MX,Guardianes 2020 Regular Season,Sat,Home,W,1,0,Guadalajara,0.6,1.1,45.0,,Guillermo Ochoa,4-1-3-2,Fernando Hernández,Match Report,,12,3,19.5,1.0,0,0,2021,America
11,2020-09-27,20:45,Liga MX,Guardianes 2020 Regular Season,Sun,Away,D,0,0,Cruz Azul,0.4,1.5,49.0,,Paul Aguilar,3-5-2,Jorge Pérez,Match Report,,3,1,21.2,0.0,0,0,2021,America
12,2020-10-03,21:00,Liga MX,Guardianes 2020 Regular Season,Sat,Home,D,2,2,UNAM,2.8,0.9,60.0,,Henry Martín,4-3-1-2,Jorge Rojas,Match Report,,24,10,15.1,2.0,1,1,2021,America
13,2020-10-19,21:00,Liga MX,Guardianes 2020 Regular Season,Mon,Away,L,2,3,León,1.7,2.0,49.0,,Henry Martín,4-1-2-1-2◆,César Arturo Ramos,Match Report,,19,6,18.4,0.0,0,0,2021,America
14,2020-10-24,21:00,Liga MX,Guardianes 2020 Regular Season,Sat,Home,W,1,0,Atlas,2.1,0.9,64.0,,Emanuel Aguilera,4-4-2,Diego Montaño,Match Report,,22,9,17.9,2.0,0,0,2021,America
15,2020-11-01,17:30,Liga MX,Guardianes 2020 Regular Season,Sun,Home,W,3,1,UANL,0.8,0.9,44.0,,Guillermo Ochoa,4-4-2,Marco Antonio Nava,Match Report,,9,5,21.8,0.0,0,0,2021,America
16,2020-11-06,20:30,Liga MX,Guardianes 2020 Regular Season,Fri,Away,D,1,1,FC Juárez,1.2,1.5,54.0,,Guillermo Ochoa,4-4-2,Oscar Mejia,Match Report,,11,5,15.6,0.0,0,0,2021,America
17,2020-11-25,21:06,Liga MX,Quarter-finals,Wed,Away,L,0,1,Guadalajara,1.1,0.8,50.0,,Guillermo Ochoa,3-4-3,Jorge Rojas,Match Report,Leg 1 of 2,15,7,21.3,0.0,0,0,2021,America
18,2020-11-28,21:06,Liga MX,Quarter-finals,Sat,Home,L,1,2,Guadalajara,2.2,1.0,67.0,,Guillermo Ochoa,4-4-2,Jorge Pérez,Match Report,Leg 2 of 2; Guadalajara won,24,5,16.6,2.0,0,0,2021,America
19,2021-01-09,21:00,Liga MX,Guardianes 2021 Regular Season,Sat,Home,W,2,1,Atlético,1.5,1.1,54.0,,Guillermo Ochoa,4-2-3-1,Alejandro Funk,Match Report,,17,5,15.8,1.0,0,0,2021,America
20,2021-01-16,21:06,Liga MX,Guardianes 2021 Regular Season,Sat,Away,L,0,1,Monterrey,0.1,1.3,53.0,,Guillermo Ochoa,4-4-2,Jorge Pérez,Match Report,,4,1,32.1,0.0,0,0,2021,America
21,2021-01-26,20:30,Liga MX,Guardianes 2021 Regular Season,Tue,Home,W,2,0,FC Juárez,0.5,0.4,44.0,,Emanuel Aguilera,4-4-2,Marco Antonio Nava,Match Report,,10,4,19.3,0.0,0,0,2021,America
22,2021-01-31,19:06,Liga MX,Guardianes 2021 Regular Season,Sun,Away,D,1,1,Santos,1.1,1.0,53.0,,Emanuel Aguilera,4-2-3-1,Diego Montaño,Match Report,,13,4,22.7,2.0,0,0,2021,America
23,2021-02-06,19:00,Liga MX,Guardianes 2021 Regular Season,Sat,Home,W,1,0,Puebla,0.8,0.8,53.0,,Guillermo Ochoa,4-2-3-1,César Arturo Ramos,Match Report,,6,3,16.2,1.0,0,0,2021,America
24,2021-02-13,21:00,Liga MX,Guardianes 2021 Regular Season,Sat,Home,W,2,1,Querétaro,2.4,0.6,72.0,,Guillermo Ochoa,4-4-2,Adonai Escobedo,Match Report,,25,10,15.9,1.0,0,0,2021,America
25,2021-02-20,21:00,Liga MX,Guardianes 2021 Regular Season,Sat,Away,L,0,3,Atlas,,,59.0,,Guillermo Ochoa,4-2-3-1,Fernando Guerrero,Match Report,Match awarded to Atlas,8,3,,,1,1,2021,America
26,2021-02-27,19:00,Liga MX,Guardianes 2021 Regular Season,Sat,Home,W,2,0,Pachuca,2.0,0.2,57.0,,Guillermo Ochoa,4-2-3-1,Jorge Rojas,Match Report,,18,7,19.7,1.0,0,0,2021,America
27,2021-03-03,19:06,Liga MX,Guardianes 2021 Regular Season,Wed,Away,W,2,0,Tijuana,2.6,0.7,46.0,,Guillermo Ochoa,4-2-3-1,Oscar Mejia,Match Report,,15,7,13.2,0.0,0,0,2021,America
28,2021-03-06,19:00,Liga MX,Guardianes 2021 Regular Season,Sat,Home,W,2,1,León,1.7,1.2,40.0,,Guillermo Ochoa,4-2-3-1,Eduardo Basulto,Match Report,,11,2,20.4,0.0,0,1,2021,America
29,2021-03-14,20:00,Liga MX,Guardianes 2021 Regular Season,Sun,Away,W,3,0,Guadalajara,2.1,0.3,52.0,,Guillermo Ochoa,4-2-3-1,Marco Antonio Nava,Match Report,,16,8,15.6,1.0,0,0,2021,America
30,2021-03-19,20:00,Liga MX,Guardianes 2021 Regular Season,Fri,Away,W,1,0,Mazatlán,0.8,0.7,49.0,10159.0,Guillermo Ochoa,4-2-3-1,Diego Montaño,Match Report,,16,2,18.5,0.0,0,0,2021,America
31,2021-04-03,19:00,Liga MX,Guardianes 2021 Regular Season,Sat,Home,W,2,1,Necaxa,0.7,1.3,65.0,,Guillermo Ochoa,4-2-3-1,Erick Yair Miranda,Match Report,,11,7,18.0,1.0,0,0,2021,America
32,2021-04-10,21:05,Liga MX,Guardianes 2021 Regular Season,Sat,Away,W,3,1,UANL,1.4,1.1,51.0,,Guillermo Ochoa,4-3-3,César Arturo Ramos,Match Report,,13,5,18.8,0.0,0,0,2021,America
33,2021-04-17,21:05,Liga MX,Guardianes 2021 Regular Season,Sat,Home,D,1,1,Cruz Azul,1.7,1.1,43.0,,Guillermo Ochoa,4-1-4-1,Fernando Guerrero,Match Report,,10,2,21.2,1.0,1,1,2021,America
34,2021-04-25,17:30,Liga MX,Guardianes 2021 Regular Season,Sun,Away,L,1,3,Toluca,1.9,1.5,61.0,,Guillermo Ochoa,4-1-4-1,Óscar Macias,Match Report,,11,2,18.2,0.0,1,1,2021,America
35,2021-05-02,21:05,Liga MX,Guardianes 2021 Regular Season,Sun,Away,W,1,0,UNAM,1.4,2.0,47.0,,Guillermo Ochoa,4-2-3-1,César Arturo Ramos,Match Report,,14,3,15.3,1.0,0,0,2021,America
36,2021-05-13,19:00,Liga MX,Quarter-finals,Thu,Away,L,1,3,Pachuca,0.5,1.9,57.0,9053.0,Guillermo Ochoa,4-1-4-1,Eduardo Basulto,Match Report,Leg 1 of 2,11,5,21.0,1.0,0,0,2021,America
37,2021-05-16,20:05,Liga MX,Quarter-finals,Sun,Home,W,4,2,Pachuca,1.8,1.6,62.0,16564.0,Guillermo Ochoa,4-2-3-1,Fernando Guerrero,Match Report,Leg 2 of 2; Pachuca won,20,8,17.8,2.0,1,1,2021,America
0,2020-07-25,19:00,Liga MX,Guardianes 2020 Regular Season,Sat,Away,D,0,0,Guadalajara,1.1,0.6,58.0,,Luis Montes,4-1-3-2,Jorge Rojas,Match Report,,12,4,19.4,1.0,0,0,2021,Leon
1,2020-08-03,21:00,Liga MX,Guardianes 2020 Regular Season,Mon,Home,W,1,0,Monterrey,0.5,0.9,66.0,,Luis Montes,4-4-2,Fernando Guerrero,Match Report,,13,2,24.3,1.0,0,0,2021,Leon
2,2020-08-08,19:00,Liga MX,Guardianes 2020 Regular Season,Sat,Away,L,0,2,Cruz Azul,1.0,1.5,66.0,,Luis Montes,4-2-3-1,César Arturo Ramos,Match Report,,13,3,19.0,1.0,0,0,2021,Leon
3,2020-08-11,19:00,Liga MX,Guardianes 2020 Regular Season,Tue,Away,W,1,0,Pachuca,1.7,0.6,55.0,,Luis Montes,4-2-3-1,Eduardo Basulto,Match Report,,16,6,23.2,1.0,0,0,2021,Leon
4,2020-08-17,21:00,Liga MX,Guardianes 2020 Regular Season,Mon,Home,W,2,1,Tijuana,0.9,1.4,61.0,,Luis Montes,4-2-3-1,Erick Yair Miranda,Match Report,,10,4,19.9,1.0,0,0,2021,Leon
5,2020-08-21,20:30,Liga MX,Guardianes 2020 Regular Season,Fri,Away,D,0,0,FC Juárez,1.0,0.8,54.0,,Luis Montes,4-2-3-1,Fernando Hernández,Match Report,,13,2,20.9,0.0,0,0,2021,Leon
6,2020-08-31,21:05,Liga MX,Guardianes 2020 Regular Season,Mon,Home,W,2,1,Atlas,2.2,0.6,72.0,,Luis Montes,4-2-3-1,Adonai Escobedo,Match Report,,18,3,17.5,1.0,0,0,2021,Leon
7,2020-09-04,19:30,Liga MX,Guardianes 2020 Regular Season,Fri,Away,W,2,0,Necaxa,3.0,1.1,67.0,,Luis Montes,4-4-2,Luis Santander,Match Report,,14,3,22.5,0.0,2,2,2021,Leon
8,2020-09-09,17:00,Liga MX,Guardianes 2020 Regular Season,Wed,Home,D,1,1,UANL,1.0,2.2,58.0,,Luis Montes,4-4-2,Fernando Hernández,Match Report,,10,7,14.5,0.0,0,0,2021,Leon
9,2020-09-13,19:00,Liga MX,Guardianes 2020 Regular Season,Sun,Away,W,3,2,Querétaro,1.6,1.6,68.0,,Luis Montes,4-4-2,Marco Antonio Nava,Match Report,,12,6,15.0,0.0,0,0,2021,Leon
10,2020-09-21,21:00,Liga MX,Guardianes 2020 Regular Season,Mon,Home,W,2,0,UNAM,3.7,0.3,74.0,,Luis Montes,4-4-2,César Arturo Ramos,Match Report,,19,12,14.7,0.0,1,1,2021,Leon
11,2020-09-27,17:00,Liga MX,Guardianes 2020 Regular Season,Sun,Away,W,2,0,Atlético,0.7,0.9,64.0,,Luis Montes,4-2-3-1,Óscar Macias,Match Report,,13,4,18.8,4.0,0,0,2021,Leon
12,2020-10-02,21:30,Liga MX,Guardianes 2020 Regular Season,Fri,Home,W,2,1,Mazatlán,2.1,0.8,72.0,,Luis Montes,4-4-2,Erick Yair Miranda,Match Report,,13,5,14.3,1.0,1,1,2021,Leon
13,2020-10-19,21:00,Liga MX,Guardianes 2020 Regular Season,Mon,Home,W,3,2,América,2.0,1.7,51.0,,Luis Montes,4-2-3-1,César Arturo Ramos,Match Report,,17,8,18.3,1.0,0,0,2021,Leon
14,2020-10-23,19:30,Liga MX,Guardianes 2020 Regular Season,Fri,Away,W,2,1,Puebla,1.5,1.6,60.0,,Luis Montes,4-2-3-1,Fernando Hernández,Match Report,,10,2,19.7,0.0,0,0,2021,Leon
15,2020-11-02,21:00,Liga MX,Guardianes 2020 Regular Season,Mon,Home,W,2,1,Santos,0.8,1.2,60.0,,Luis Montes,4-2-3-1,Oscar Mejia,Match Report,,15,6,17.6,0.0,0,0,2021,Leon
16,2020-11-08,12:00,Liga MX,Guardianes 2020 Regular Season,Sun,Away,D,2,2,Toluca,1.5,1.3,47.0,,Luis Montes,4-2-3-1,Diego Montaño,Match Report,,9,2,18.5,1.0,0,0,2021,Leon
17,2020-11-25,19:00,Liga MX,Quarter-finals,Wed,Away,L,1,2,Puebla,1.8,0.3,70.0,,Luis Montes,4-2-3-1,Erick Yair Miranda,Match Report,Leg 1 of 2,13,6,21.9,0.0,1,1,2021,Leon
18,2020-11-28,19:00,Liga MX,Quarter-finals,Sat,Home,W,2,0,Puebla,1.5,0.4,70.0,,Luis Montes,4-2-3-1,César Arturo Ramos,Match Report,Leg 2 of 2; León won,14,7,15.3,0.0,0,0,2021,Leon
19,2020-12-02,21:05,Liga MX,Semi-finals,Wed,Away,D,1,1,Guadalajara,1.6,1.2,62.0,,Luis Montes,4-2-3-1,Marco Antonio Nava,Match Report,Leg 1 of 2,20,3,17.0,1.0,0,0,2021,Leon
20,2020-12-05,21:00,Liga MX,Semi-finals,Sat,Home,W,1,0,Guadalajara,1.1,0.5,43.0,,Luis Montes,4-2-3-1,Diego Montaño,Match Report,Leg 2 of 2; León won,10,4,19.4,2.0,0,0,2021,Leon
21,2020-12-10,21:00,Liga MX,Finals,Thu,Away,D,1,1,UNAM,1.1,1.2,53.0,,Luis Montes,4-2-3-1,Fernando Hernández,Match Report,Leg 1 of 2,9,2,18.0,0.0,0,0,2021,Leon
22,2020-12-13,20:30,Liga MX,Finals,Sun,Home,W,2,0,UNAM,1.7,0.6,41.0,,Juan Ignacio González,4-2-3-1,Jorge Pérez,Match Report,Leg 2 of 2; León won,9,4,14.9,0.0,0,0,2021,Leon
23,2021-01-09,19:00,Liga MX,Guardianes 2021 Regular Season,Sat,Away,L,0,2,UANL,0.6,2.5,61.0,,Rodolfo Cota,4-4-2,Juan Esquivel,Match Report,,10,4,16.5,0.0,0,0,2021,Leon
24,2021-01-18,21:00,Liga MX,Guardianes 2021 Regular Season,Mon,Home,D,0,0,Pachuca,0.8,0.4,56.0,,Luis Montes,4-4-2,Jorge Rojas,Match Report,,6,1,19.4,1.0,0,0,2021,Leon
25,2021-02-01,21:00,Liga MX,Guardianes 2021 Regular Season,Mon,Home,W,3,1,Atlético,2.0,0.9,70.0,,Luis Montes,4-4-2,Adonai Escobedo,Match Report,,15,9,18.6,0.0,0,0,2021,Leon
26,2021-02-08,21:00,Liga MX,Guardianes 2021 Regular Season,Mon,Home,L,1,3,Guadalajara,1.8,1.7,61.0,,Luis Montes,4-4-2,Fernando Guerrero,Match Report,,17,5,19.3,1.0,0,0,2021,Leon
27,2021-02-12,19:06,Liga MX,Guardianes 2021 Regular Season,Fri,Away,L,0,2,Tijuana,1.4,1.6,59.0,,Luis Montes,4-4-2,Jorge Pérez,Match Report,,13,4,18.9,0.0,0,0,2021,Leon
28,2021-02-21,12:00,Liga MX,Guardianes 2021 Regular Season,Sun,Away,W,1,0,UNAM,1.3,1.0,59.0,,Luis Montes,4-4-2,Marco Ortíz,Match Report,,11,4,17.0,0.0,0,0,2021,Leon
29,2021-02-27,21:00,Liga MX,Guardianes 2021 Regular Season,Sat,Home,L,0,1,Cruz Azul,1.1,0.8,63.0,,Fernando Navarro Morán,4-2-3-1,Oscar Mejia,Match Report,,9,1,17.3,1.0,0,0,2021,Leon
30,2021-03-02,21:00,Liga MX,Guardianes 2021 Regular Season,Tue,Home,L,1,2,Puebla,1.3,1.7,63.0,,Fernando Navarro Morán,4-2-3-1,Óscar Macias,Match Report,,9,5,18.6,0.0,1,1,2021,Leon
31,2021-03-06,19:00,Liga MX,Guardianes 2021 Regular Season,Sat,Away,L,1,2,América,1.2,1.7,60.0,,Fernando Navarro Morán,4-4-2,Eduardo Basulto,Match Report,,6,1,17.4,0.0,0,0,2021,Leon
32,2021-03-10,21:00,Liga MX,Guardianes 2021 Regular Season,Wed,Away,D,1,1,Monterrey,1.2,1.8,54.0,,Fernando Navarro Morán,4-3-3,Luis Santander,Match Report,,8,3,16.1,0.0,0,0,2021,Leon
