,date,time,comp,round,day,venue,result,gf,ga,opponent,xg,xga,poss,attendance,captain,formation,referee,match report,notes,sh,sot,dist,fk,pk,pkatt,season,team
13,2021-08-14,18:00,Primera Div,Matchweek 6,Sat,Away,L,0,2,River Plate,,,54,,Lucas Hoyos,4-2-3-1,Pablo Echavarría,Match Report,,11,4,,,0,0,2022,Velez Sarsf
14,2021-08-21,15:45,Primera Div,Matchweek 7,Sat,Home,W,5,1,Lanús,,,53,,Lucas Hoyos,4-2-3-1,Darío Herrera,Match Report,,16,9,,,0,0,2022,Velez Sarsf
15,2021-08-25,18:45,Primera Div,Matchweek 8,Wed,Away,D,1,1,CA Huracán,,,66,,Lucas Hoyos,4-2-3-1,Silvio Trucco,Match Report,,10,2,,,0,0,2022,Velez Sarsf
16,2021-08-29,18:00,Primera Div,Matchweek 9,Sun,Home,W,3,0,Godoy Cruz,,,59,,Lautaro Gianetti,4-2-3-1,Mauro Vigliano,Match Report,,16,9,,,0,0,2022,Velez Sarsf
17,2021-09-06,20:15,Primera Div,Matchweek 10,Mon,Home,W,4,0,CA Unión,,,63,,Lautaro Gianetti,4-2-3-1,Fernando Rapallini,Match Report,,19,7,,,0,1,2022,Velez Sarsf
18,2021-09-13,21:00,Primera Div,Matchweek 11,Mon,Away,D,0,0,Gimnasia ELP,,,65,,Lautaro Gianetti,4-1-4-1,Nazareno Arasa,Match Report,,17,5,,,0,0,2022,Velez Sarsf
19,2021-09-18,15:45,Primera Div,Matchweek 12,Sat,Home,W,3,2,Aldosivi,,,56,,Lautaro Gianetti,4-2-3-1,Andrés Merlos,Match Report,,18,7,,,1,1,2022,Velez Sarsf
20,2021-09-24,19:00,Primera Div,Matchweek 13,Fri,Away,W,1,0,Sarmiento,,,62,,Lautaro Gianetti,4-2-3-1,Fernando Rapallini,Match Report,,13,5,,,0,0,2022,Velez Sarsf
21,2021-10-02,20:15,Primera Div,Matchweek 14,Sat,Home,D,3,3,Independiente,,,60,,Lautaro Gianetti,4-2-3-1,Pablo Echavarría,Match Report,,16,4,,,0,0,2022,Velez Sarsf
22,2021-10-08,21:15,Primera Div,Matchweek 15,Fri,Away,W,2,1,Newell's OB,,,48,,Lautaro Gianetti,4-2-3-1,Hernán Mastrángelo,Match Report,,10,6,,,0,0,2022,Velez Sarsf
23,2021-10-15,21:15,Primera Div,Matchweek 16,Fri,Home,D,0,0,Arsenal,,,68,,Lautaro Gianetti,4-2-3-1,Andrés Merlos,Match Report,,14,2,,,0,0,2022,Velez Sarsf
24,2021-10-19,21:15,Primera Div,Matchweek 17,Tue,Away,W,2,1,CC Córdoba,,,62,,Lautaro Gianetti,4-2-3-1,Fernando Espinoza,Match Report,,17,6,,,0,0,2022,Velez Sarsf
25,2021-10-24,20:15,Primera Div,Matchweek 18,Sun,Home,W,2,0,Boca Juniors,,,48,,Lautaro Gianetti,4-2-3-1,Diego Abal,Match Report,,10,3,,,0,0,2022,Velez Sarsf
26,2021-10-30,18:00,Primera Div,Matchweek 19,Sat,Away,L,1,2,Banfield,,,48,,Lautaro Gianetti,4-4-1-1,Mauro Vigliano,Match Report,,7,4,,,0,0,2022,Velez Sarsf
27,2021-11-07,18:00,Primera Div,Matchweek 20,Sun,Home,W,2,1,San Lorenzo,,,45,,Lautaro Gianetti,4-2-3-1,Fernando Espinoza,Match Report,,5,4,,,0,0,2022,Velez Sarsf
28,2021-11-19,21:30,Primera Div,Matchweek 21,Fri,Away,D,1,1,Talleres,,,58,,Lautaro Gianetti,4-2-3-1,Facundo Tello,Match Report,,15,3,,,0,0,2022,Velez Sarsf
29,2021-11-23,21:30,Primera Div,Matchweek 22,Tue,Home,W,2,0,Argentinos Jun,,,46,,Lautaro Gianetti,4-2-3-1,Hernán Mastrángelo,Match Report,,9,5,,,0,0,2022,Velez Sarsf
30,2021-11-27,21:30,Primera Div,Matchweek 23,Sat,Away,L,0,1,Estudiantes,,,74,,Lautaro Gianetti,4-2-3-1,Nicolás Lamolina,Match Report,,5,3,,,0,0,2022,Velez Sarsf
31,2021-12-03,21:30,Primera Div,Matchweek 24,Fri,Home,D,0,0,Patronato,,,73,,Thiago Almada,4-2-3-1,Diego Abal,Match Report,,16,3,,,0,0,2022,Velez Sarsf
32,2021-12-10,19:15,Primera Div,Matchweek 25,Fri,Away,L,2,3,Platense,,,61,,Lautaro Gianetti,4-2-3-1,Yael Falcón,Match Report,,7,3,,,0,0,2022,Velez Sarsf
0,2021-07-16,21:15,Primera Div,Matchweek 1,Fri,Away,W,3,0,Sarmiento,,,51,,Mariano Andújar,4-4-2,Jorge Baliño,Match Report,,14,5,,,0,0,2022,Estudiantes
1,2021-07-25,20:15,Primera Div,Matchweek 2,Sun,Home,L,0,1,Independiente,,,51,,,4-4-2,Pablo Dóvalo,Match Report,,18,4,,,0,0,2022,Estudiantes
2,2021-07-29,21:00,Primera Div,Matchweek 3,Thu,Away,L,2,4,Newell's OB,,,45,,Mariano Andújar,4-4-2,Andrés Merlos,Match Report,,14,7,,,0,0,2022,Estudiantes
3,2021-08-02,19:00,Primera Div,Matchweek 4,Mon,Home,W,4,0,Arsenal,,,52,,Mariano Andújar,4-1-4-1,Néstor Pitana,Match Report,,17,8,,,0,0,2022,Estudiantes
4,2021-08-09,20:15,Primera Div,Matchweek 5,Mon,Away,W,2,1,CC Córdoba,,,49,,Mariano Andújar,4-4-2,Silvio Trucco,Match Report,,15,6,,,0,0,2022,Estudiantes
5,2021-08-15,18:00,Primera Div,Matchweek 6,Sun,Home,W,1,0,Boca Juniors,,,36,,Mariano Andújar,4-4-2,Facundo Tello,Match Report,,8,3,,,0,0,2022,Estudiantes
6,2021-08-20,19:00,Primera Div,Matchweek 7,Fri,Away,D,1,1,Banfield,,,35,,Mariano Andújar,4-4-1-1,Nicolás Lamolina,Match Report,,7,3,,,0,0,2022,Estudiantes
7,2021-08-26,18:45,Primera Div,Matchweek 8,Thu,Home,W,2,0,San Lorenzo,,,46,,Mariano Andújar,4-4-2,Yael Falcón,Match Report,,17,6,,,0,0,2022,Estudiantes
8,2021-08-30,21:15,Primera Div,Matchweek 9,Mon,Away,L,0,2,Talleres,,,52,,Mariano Andújar,4-4-2,Fernando Echenique,Match Report,,11,3,,,0,0,2022,Estudiantes
9,2021-09-06,18:00,Primera Div,Matchweek 10,Mon,Home,D,1,1,Argentinos Jun,,,40,,Mariano Andújar,4-4-2,Leandro Rey Hilfer,Match Report,,10,5,,,1,1,2022,Estudiantes
10,2021-09-15,14:15,Primera Div,Matchweek 11,Wed,Away,W,2,0,CA Unión,,,45,,Mariano Andújar,4-4-2,Jorge Baliño,Match Report,,12,3,,,0,0,2022,Estudiantes
11,2021-09-19,13:30,Primera Div,Matchweek 12,Sun,Away,W,2,1,Patronato,,,45,,Mariano Andújar,4-2-3-1,Néstor Pitana,Match Report,,9,5,,,0,1,2022,Estudiantes
12,2021-09-24,21:15,Primera Div,Matchweek 13,Fri,Home,D,1,1,Platense,,,54,,Mariano Andújar,4-2-3-1,Diego Abal,Match Report,,12,3,,,0,0,2022,Estudiantes
13,2021-10-03,20:15,Primera Div,Matchweek 14,Sun,Away,D,1,1,Racing Club,,,50,,Mariano Andújar,4-3-3,Fernando Echenique,Match Report,,18,7,,,0,0,2022,Estudiantes
14,2021-10-08,19:00,Primera Div,Matchweek 15,Fri,Home,D,2,2,Rosario Cent,,,54,,Mariano Andújar,4-3-3,Jorge Baliño,Match Report,,25,10,,,0,0,2022,Estudiantes
15,2021-10-15,21:15,Primera Div,Matchweek 16,Fri,Away,L,1,2,Defensa y Just,,,52,,Mariano Andújar,4-4-2,Silvio Trucco,Match Report,,8,1,,,0,0,2022,Estudiantes
16,2021-10-20,19:00,Primera Div,Matchweek 17,Wed,Home,D,1,1,Tucumán,,,53,,Mariano Andújar,4-3-3,Hernán Mastrángelo,Match Report,,11,6,,,0,0,2022,Estudiantes
17,2021-10-24,15:45,Primera Div,Matchweek 18,Sun,Away,L,1,2,Colón,,,53,,Mariano Andújar,3-4-1-2,Leandro Rey Hilfer,Match Report,,10,1,,,0,0,2022,Estudiantes
18,2021-10-31,20:15,Primera Div,Matchweek 19,Sun,Home,D,1,1,River Plate,,,23,,Mariano Andújar,3-4-3,Néstor Pitana,Match Report,,16,8,,,0,0,2022,Estudiantes
19,2021-11-05,21:15,Primera Div,Matchweek 20,Fri,Away,D,1,1,Lanús,,,34,,Mariano Andújar,3-4-3,Patricio Loustau,Match Report,,10,2,,,0,0,2022,Estudiantes
20,2021-11-19,17:00,Primera Div,Matchweek 21,Fri,Home,W,4,1,CA Huracán,,,39,,Mariano Andújar,4-4-2,Germán Delfino,Match Report,,11,7,,,1,1,2022,Estudiantes
21,2021-11-23,21:30,Primera Div,Matchweek 22,Tue,Away,W,3,1,Godoy Cruz,,,39,,Mariano Andújar,4-4-2,Nazareno Arasa,Match Report,,18,5,,,1,1,2022,Estudiantes
22,2021-11-27,21:30,Primera Div,Matchweek 23,Sat,Home,W,1,0,Vélez Sarsf,,,26,,Mariano Andújar,4-4-2,Nicolás Lamolina,Match Report,,10,4,,,1,1,2022,Estudiantes
23,2021-12-05,17:00,Primera Div,Matchweek 24,Sun,Away,D,4,4,Gimnasia ELP,,,46,,Mariano Andújar,4-4-2,Darío Herrera,Match Report,,15,8,,,0,0,2022,Estudiantes
24,2021-12-10,21:30,Primera Div,Matchweek 25,Fri,Home,L,2,3,Aldosivi,,,55,,Mariano Andújar,5-3-2,Néstor Pitana,Match Report,,19,9,,,0,0,2022,Estudiantes
0,2021-07-18,18:00,Primera Div,Matchweek 1,Sun,Away,W,2,1,River Plate,,,26,,Christian Bernardi,4-3-3,Darío Herrera,Match Report,,5,2,,,0,0,2022,Colon
1,2021-07-24,13:30,Primera Div,Matchweek 2,Sat,Home,L,1,4,Lanús,,,61,,Christian Bernardi,4-3-3,Fernando Echenique,Match Report,,11,3,,,1,1,2022,Colon
2,2021-07-27,16:30,Primera Div,Matchweek 3,Tue,Away,D,1,1,CA Huracán,,,47,,Christian Bernardi,4-2-3-1,Hernán Mastrángelo,Match Report,,7,3,,,0,0,2022,Colon
3,2021-07-31,13:30,Primera Div,Matchweek 4,Sat,Home,W,1,0,Godoy Cruz,,,55,,Christian Bernardi,4-2-3-1,Yael Falcón,Match Report,,10,2,,,0,0,2022,Colon
4,2021-08-08,15:45,Primera Div,Matchweek 5,Sun,Away,W,1,0,Vélez Sarsf,,,46,,Christian Bernardi,4-1-4-1,Fernando Rapallini,Match Report,,18,6,,,1,1,2022,Colon
5,2021-08-13,19:00,Primera Div,Matchweek 6,Fri,Home,W,1,0,Gimnasia ELP,,,63,,Christian Bernardi,4-1-4-1,Fernando Espinoza,Match Report,,19,4,,,0,0,2022,Colon
6,2021-08-20,16:45,Primera Div,Matchweek 7,Fri,Away,L,0,3,Aldosivi,,,61,,Christian Bernardi,4-1-4-1,Diego Abal,Match Report,,11,3,,,0,0,2022,Colon
7,2021-08-24,16:30,Primera Div,Matchweek 8,Tue,Home,D,1,1,Sarmiento,,,65,,Christian Bernardi,4-3-3,Ariel Penel,Match Report,,12,3,,,0,0,2022,Colon
8,2021-08-28,20:15,Primera Div,Matchweek 9,Sat,Away,L,0,3,Independiente,,,46,,Christian Bernardi,4-4-2,Hernán Mastrángelo,Match Report,,9,1,,,0,0,2022,Colon
9,2021-09-04,15:45,Primera Div,Matchweek 10,Sat,Home,D,1,1,Newell's OB,,,57,,Christian Bernardi,3-5-1-1,Jorge Baliño,Match Report,,10,1,,,1,1,2022,Colon
10,2021-09-14,16:30,Primera Div,Matchweek 11,Tue,Away,D,0,0,Arsenal,,,57,,Christian Bernardi,4-2-3-1,Yael Falcón,Match Report,,13,5,,,0,0,2022,Colon
11,2021-09-19,15:45,Primera Div,Matchweek 12,Sun,Home,W,1,0,CC Córdoba,,,58,,Christian Bernardi,4-1-4-1,Darío Herrera,Match Report,,12,4,,,0,0,2022,Colon
12,2021-09-26,20:15,Primera Div,Matchweek 13,Sun,Away,L,0,1,Boca Juniors,,,41,,Christian Bernardi,3-5-2,Nicolás Lamolina,Match Report,,7,2,,,0,0,2022,Colon
13,2021-10-04,20:15,Primera Div,Matchweek 14,Mon,Home,D,0,0,Banfield,,,57,,Leonardo Burián,4-4-2,Facundo Tello,Match Report,,14,3,,,0,0,2022,Colon
14,2021-10-11,16:45,Primera Div,Matchweek 15,Mon,Away,W,2,1,San Lorenzo,,,40,,Christian Bernardi,4-1-4-1,Andrés Merlos,Match Report,,11,6,,,0,0,2022,Colon
15,2021-10-17,15:45,Primera Div,Matchweek 16,Sun,Home,W,1,0,Talleres,,,38,,Christian Bernardi,4-1-4-1,Néstor Pitana,Match Report,,9,3,,,0,0,2022,Colon
16,2021-10-21,14:30,Primera Div,Matchweek 17,Thu,Away,L,1,3,Argentinos Jun,,,31,,Christian Bernardi,4-2-3-1,Silvio Trucco,Match Report,,9,2,,,0,0,2022,Colon
17,2021-10-24,15:45,Primera Div,Matchweek 18,Sun,Home,W,2,1,Estudiantes,,,47,,Christian Bernardi,3-4-3,Leandro Rey Hilfer,Match Report,,9,4,,,0,0,2022,Colon
18,2021-11-01,19:00,Primera Div,Matchweek 19,Mon,Away,L,0,2,Patronato,,,56,,Leonardo Burián,4-3-1-2,Nazareno Arasa,Match Report,,10,1,,,0,0,2022,Colon
19,2021-11-06,15:45,Primera Div,Matchweek 20,Sat,Home,W,3,0,Platense,,,60,,Christian Bernardi,3-5-1-1,Néstor Pitana,Match Report,,16,7,,,0,0,2022,Colon
20,2021-11-21,19:15,Primera Div,Matchweek 21,Sun,Away,W,2,1,Racing Club,,,33,,Christian Bernardi,4-4-2,Diego Abal,Match Report,,10,4,,,0,0,2022,Colon
21,2021-11-25,19:15,Primera Div,Matchweek 22,Thu,Home,L,1,4,Rosario Cent,,,47,,Christian Bernardi,3-5-1-1,Mauro Vigliano,Match Report,,14,5,,,0,0,2022,Colon
22,2021-11-28,19:15,Primera Div,Matchweek 23,Sun,Away,D,1,1,Defensa y Just,,,47,,Christian Bernardi,4-2-3-1,Fernando Espinoza,Match Report,,17,2,,,0,0,2022,Colon
23,2021-12-03,19:15,Primera Div,Matchweek 24,Fri,Home,W,3,0,Tucumán,,,59,,Christian Bernardi,3-5-1-1,Yael Falcón,Match Report,,13,7,,,0,0,2022,Colon
24,2021-12-11,17:00,Primera Div,Matchweek 25,Sat,Away,L,0,3,CA Unión,,,66,,Christian Bernardi,3-1-4-2,Fernando Rapallini,Match Report,,10,3,,,0,0,2022,Colon
0,2021-07-18,13:30,Primera Div,Matchweek 1,Sun,Home,W,2,1,Defensa y Just,,,33,,Marcos Guillermo Díaz,4-3-3,Ariel Penel,Match Report,,8,3,,,0,0,2022,CA Huracan
1,2021-07-23,19:00,Primera Div,Matchweek 2,Fri,Away,L,0,1,Tucumán,,,57,,Marcos Guillermo Díaz,4-3-3,Diego Abal,Match Report,,10,3,,,0,0,2022,CA Huracan
2,2021-07-27,16:30,Primera Div,Matchweek 3,Tue,Home,D,1,1,Colón,,,53,,Marcos Guillermo Díaz,4-3-3,Hernán Mastrángelo,Match Report,,13,4,,,1,1,2022,CA Huracan
3,2021-08-01,18:00,Primera Div,Matchweek 4,Sun,Away,D,1,1,River Plate,,,26,,Marcos Guillermo Díaz,4-3-3,Facundo Tello,Match Report,,4,1,,,0,0,2022,CA Huracan
4,2021-08-07,18:00,Primera Div,Matchweek 5,Sat,Home,L,0,1,Lanús,,,59,,Marcos Guillermo Díaz,4-3-3,Andrés Merlos,Match Report,,18,7,,,0,0,2022,CA Huracan
5,2021-08-13,21:15,Primera Div,Matchweek 6,Fri,Home,D,0,0,CA Unión,,,54,,Marcos Guillermo Díaz,5-3-2,Nicolás Lamolina,Match Report,,13,4,,,0,0,2022,CA Huracan
6,2021-08-21,13:30,Primera Div,Matchweek 7,Sat,Away,D,1,1,Godoy Cruz,,,47,,Marcos Guillermo Díaz,5-3-2,Néstor Pitana,Match Report,,8,1,,,0,1,2022,CA Huracan
7,2021-08-25,18:45,Primera Div,Matchweek 8,Wed,Home,D,1,1,Vélez Sarsf,,,34,,Marcos Guillermo Díaz,4-3-3,Silvio Trucco,Match Report,,12,3,,,0,0,2022,CA Huracan
8,2021-08-28,15:45,Primera Div,Matchweek 9,Sat,Away,D,0,0,Gimnasia ELP,,,53,,Marcos Guillermo Díaz,4-3-3,Andrés Merlos,Match Report,,2,0,,,0,0,2022,CA Huracan
9,2021-09-03,21:15,Primera Div,Matchweek 10,Fri,Home,W,2,0,Aldosivi,,,42,,Marcos Guillermo Díaz,4-3-3,Ariel Penel,Match Report,,13,7,,,0,0,2022,CA Huracan
10,2021-09-13,14:15,Primera Div,Matchweek 11,Mon,Away,D,0,0,Sarmiento,,,57,,Marcos Guillermo Díaz,4-3-3,Pablo Dóvalo,Match Report,,13,3,,,0,0,2022,CA Huracan
11,2021-09-19,18:00,Primera Div,Matchweek 12,Sun,Home,L,0,1,Independiente,,,56,,Marcos Guillermo Díaz,4-1-4-1,Facundo Tello,Match Report,,20,4,,,0,0,2022,CA Huracan
12,2021-09-27,20:15,Primera Div,Matchweek 13,Mon,Away,W,1,0,Newell's OB,,,35,,Marcos Guillermo Díaz,4-1-4-1,Fernando Echenique,Match Report,,4,2,,,0,0,2022,CA Huracan
13,2021-10-02,15:45,Primera Div,Matchweek 14,Sat,Home,W,1,0,Arsenal,,,50,,Marcos Guillermo Díaz,4-3-3,Patricio Loustau,Match Report,,22,8,,,0,0,2022,CA Huracan
14,2021-10-08,16:45,Primera Div,Matchweek 15,Fri,Away,W,2,1,CC Córdoba,,,45,,Marcos Guillermo Díaz,4-3-3,Nazareno Arasa,Match Report,,10,5,,,0,0,2022,CA Huracan
15,2021-10-16,20:15,Primera Div,Matchweek 16,Sat,Home,L,0,3,Boca Juniors,,,40,,Marcos Guillermo Díaz,4-3-3,Nicolás Lamolina,Match Report,,16,5,,,0,0,2022,CA Huracan
16,2021-10-20,19:00,Primera Div,Matchweek 17,Wed,Away,W,4,1,Banfield,,,41,,Marcos Guillermo Díaz,4-3-3,Fernando Rapallini,Match Report,,14,6,,,0,0,2022,CA Huracan
17,2021-10-24,18:00,Primera Div,Matchweek 18,Sun,Home,W,2,1,San Lorenzo,,,59,,Marcos Guillermo Díaz,4-3-3,Fernando Echenique,Match Report,,12,6,,,0,0,2022,CA Huracan
18,2021-10-30,18:00,Primera Div,Matchweek 19,Sat,Away,L,0,1,Talleres,,,54,,Marcos Guillermo Díaz,4-1-4-1,Patricio Loustau,Match Report,,10,3,,,0,0,2022,CA Huracan
19,2021-11-08,19:00,Primera Div,Matchweek 20,Mon,Home,D,1,1,Argentinos Jun,,,47,,Marcos Guillermo Díaz,4-1-4-1,Nicolás Lamolina,Match Report,,17,6,,,0,0,2022,CA Huracan
20,2021-11-19,17:00,Primera Div,Matchweek 21,Fri,Away,L,1,4,Estudiantes,,,61,,Marcos Guillermo Díaz,4-1-4-1,Germán Delfino,Match Report,,12,6,,,0,0,2022,CA Huracan
21,2021-11-23,17:00,Primera Div,Matchweek 22,Tue,Home,W,1,0,Patronato,,,58,,Marcos Guillermo Díaz,4-3-3,Darío Herrera,Match Report,,16,5,,,0,0,2022,CA Huracan
22,2021-11-29,21:30,Primera Div,Matchweek 23,Mon,Away,L,2,4,Platense,,,65,,Marcos Guillermo Díaz,4-1-4-1,Fernando Echenique,Match Report,,25,3,,,0,0,2022,CA Huracan
23,2021-12-04,21:30,Primera Div,Matchweek 24,Sat,Home,W,1,0,Racing Club,,,30,,Marcos Guillermo Díaz,4-3-3,Hernán Mastrángelo,Match Report,,6,3,,,0,0,2022,CA Huracan
24,2021-12-11,17:00,Primera Div,Matchweek 25,Sat,Away,W,4,1,Rosario Cent,,,33,,Marcos Guillermo Díaz,4-3-3,Darío Herrera,Match Report,,16,7,,,0,0,2022,CA Huracan
7,2021-07-18,20:15,Primera Div,Matchweek 1,Sun,Home,D,0,0,Argentinos Jun,,,49,,Silvio Romero,4-2-3-1,Andrés Merlos,Match Report,,12,6,,,0,0,2022,Independiente
9,2021-07-25,20:15,Primera Div,Matchweek 2,Sun,Away,W,1,0,Estudiantes,,,49,,Silvio Romero,4-2-3-1,Pablo Dóvalo,Match Report,,7,4,,,0,0,2022,Independiente
10,2021-07-28,18:45,Primera Div,Matchweek 3,Wed,Home,W,2,0,Patronato,,,62,,Silvio Romero,4-2-3-1,Yael Falcón,Match Report,,17,5,,,0,0,2022,Independiente
11,2021-07-31,20:15,Primera Div,Matchweek 4,Sat,Away,D,1,1,Platense,,,73,,Silvio Romero,4-2-3-1,Diego Abal,Match Report,,11,4,,,0,0,2022,Independiente
12,2021-08-08,20:15,Primera Div,Matchweek 5,Sun,Home,W,1,0,Racing Club,,,39,,Silvio Romero,4-2-3-1,Facundo Tello,Match Report,,12,3,,,0,0,2022,Independiente
13,2021-08-14,20:15,Primera Div,Matchweek 6,Sat,Away,W,2,1,Rosario Cent,,,59,,Silvio Romero,4-2-3-1,Patricio Loustau,Match Report,,11,4,,,0,0,2022,Independiente
14,2021-08-20,21:15,Primera Div,Matchweek 7,Fri,Home,D,0,0,Defensa y Just,,,53,,Silvio Romero,4-2-3-1,Fernando Rapallini,Match Report,,11,4,,,0,0,2022,Independiente
15,2021-08-24,18:45,Primera Div,Matchweek 8,Tue,Away,L,0,2,Tucumán,,,53,,Silvio Romero,4-2-3-1,Pablo Echavarría,Match Report,,7,3,,,0,0,2022,Independiente
16,2021-08-28,20:15,Primera Div,Matchweek 9,Sat,Home,W,3,0,Colón,,,54,,Silvio Romero,4-2-3-1,Hernán Mastrángelo,Match Report,,18,5,,,0,0,2022,Independiente
17,2021-09-05,21:15,Primera Div,Matchweek 10,Sun,Away,D,1,1,River Plate,,,45,,Silvio Romero,4-3-3,Andrés Merlos,Match Report,,8,2,,,0,0,2022,Independiente
18,2021-09-13,16:30,Primera Div,Matchweek 11,Mon,Home,L,0,1,Lanús,,,72,,Silvio Romero,4-3-3,Silvio Trucco,Match Report,,22,2,,,0,0,2022,Independiente
19,2021-09-19,18:00,Primera Div,Matchweek 12,Sun,Away,W,1,0,CA Huracán,,,44,,Silvio Romero,4-2-3-1,Facundo Tello,Match Report,,7,5,,,0,0,2022,Independiente
20,2021-09-26,18:00,Primera Div,Matchweek 13,Sun,Home,L,1,4,Godoy Cruz,,,57,,Silvio Romero,4-2-3-1,Darío Herrera,Match Report,,7,4,,,0,0,2022,Independiente
21,2021-10-02,20:15,Primera Div,Matchweek 14,Sat,Away,D,3,3,Vélez Sarsf,,,40,,Silvio Romero,4-2-3-1,Pablo Echavarría,Match Report,,15,7,,,0,0,2022,Independiente
22,2021-10-11,19:00,Primera Div,Matchweek 15,Mon,Home,D,1,1,Gimnasia ELP,,,66,,Silvio Romero,4-2-3-1,Germán Delfino,Match Report,,12,4,,,0,0,2022,Independiente
23,2021-10-17,18:00,Primera Div,Matchweek 16,Sun,Away,L,0,1,Aldosivi,,,69,,Silvio Romero,4-2-3-1,Fernando Espinoza,Match Report,,10,3,,,0,0,2022,Independiente
24,2021-10-21,19:00,Primera Div,Matchweek 17,Thu,Home,D,1,1,Sarmiento,,,67,,Silvio Romero,4-2-3-1,Andrés Merlos,Match Report,,12,3,,,0,0,2022,Independiente
25,2021-10-25,21:15,Primera Div,Matchweek 18,Mon,Home,W,1,0,CA Unión,,,50,,Silvio Romero,4-2-3-1,Fernando Rapallini,Match Report,,7,5,,,0,0,2022,Independiente
26,2021-10-31,18:00,Primera Div,Matchweek 19,Sun,Away,L,0,1,Newell's OB,,,57,,Silvio Romero,4-2-3-1,Fernando Espinoza,Match Report,,13,3,,,0,0,2022,Independiente
27,2021-11-06,18:00,Primera Div,Matchweek 20,Sat,Home,W,3,0,Arsenal,,,52,,Silvio Romero,4-2-3-1,Pablo Dóvalo,Match Report,,15,5,,,0,0,2022,Independiente
28,2021-11-20,21:30,Primera Div,Matchweek 21,Sat,Away,L,0,1,CC Córdoba,,,60,,Silvio Romero,4-2-3-1,Fernando Echenique,Match Report,,9,3,,,0,0,2022,Independiente
29,2021-11-24,21:30,Primera Div,Matchweek 22,Wed,Home,W,1,0,Boca Juniors,,,34,,Silvio Romero,4-5-1,Pablo Echavarría,Match Report,,11,4,,,0,0,2022,Independiente
30,2021-11-30,21:30,Primera Div,Matchweek 23,Tue,Away,L,1,4,Banfield,,,52,,Silvio Romero,4-1-4-1,Hernán Mastrángelo,Match Report,,9,1,,,0,0,2022,Independiente
31,2021-12-05,19:15,Primera Div,Matchweek 24,Sun,Home,D,1,1,San Lorenzo,,,46,,Silvio Romero,4-2-3-1,Silvio Trucco,Match Report,,11,3,,,0,1,2022,Independiente
32,2021-12-12,21:30,Primera Div,Matchweek 25,Sun,Away,W,2,1,Talleres,,,40,,Silvio Romero,5-4-1,Leandro Rey Hilfer,Match Report,,8,2,,,1,1,2022,Independiente
6,2021-07-17,15:45,Primera Div,Matchweek 1,Sat,Home,W,4,2,Tucumán,,,48,,Lautaro Acosta,4-4-2,Pablo Echavarría,Match Report,,10,5,,,1,1,2022,Lanus
7,2021-07-24,13:30,Primera Div,Matchweek 2,Sat,Away,W,4,1,Colón,,,39,,José Sand,4-4-2,Fernando Echenique,Match Report,,12,6,,,0,0,2022,Lanus
8,2021-07-28,21:00,Primera Div,Matchweek 3,Wed,Home,L,0,3,River Plate,,,38,,José Sand,4-4-2,Fernando Rapallini,Match Report,,12,5,,,0,0,2022,Lanus
9,2021-07-31,15:45,Primera Div,Matchweek 4,Sat,Home,D,1,1,CA Unión,,,45,,Lautaro Acosta,4-4-2,Pablo Echavarría,Match Report,,6,2,,,0,0,2022,Lanus
10,2021-08-07,18:00,Primera Div,Matchweek 5,Sat,Away,W,1,0,CA Huracán,,,41,,José Sand,4-4-2,Andrés Merlos,Match Report,,11,5,,,0,0,2022,Lanus
11,2021-08-16,21:45,Primera Div,Matchweek 6,Mon,Home,W,3,1,Godoy Cruz,,,48,,José Sand,4-4-2,Jorge Baliño,Match Report,,14,5,,,0,0,2022,Lanus
12,2021-08-21,15:45,Primera Div,Matchweek 7,Sat,Away,L,1,5,Vélez Sarsf,,,47,,Lautaro Acosta,4-2-3-1,Darío Herrera,Match Report,,18,3,,,0,0,2022,Lanus
13,2021-08-25,16:30,Primera Div,Matchweek 8,Wed,Home,W,2,0,Gimnasia ELP,,,57,,Lautaro Acosta,4-4-2,Nazareno Arasa,Match Report,,10,4,,,0,0,2022,Lanus
14,2021-08-29,15:45,Primera Div,Matchweek 9,Sun,Away,W,3,2,Aldosivi,,,31,,Lautaro Acosta,4-4-2,Pablo Dóvalo,Match Report,,12,6,,,1,2,2022,Lanus
15,2021-09-04,15:45,Primera Div,Matchweek 10,Sat,Home,D,1,1,Sarmiento,,,55,,Lautaro Acosta,4-4-2,Fernando Echenique,Match Report,,9,2,,,0,0,2022,Lanus
16,2021-09-13,16:30,Primera Div,Matchweek 11,Mon,Away,W,1,0,Independiente,,,28,,Lautaro Acosta,4-4-2,Silvio Trucco,Match Report,,7,2,,,0,0,2022,Lanus
17,2021-09-20,15:45,Primera Div,Matchweek 12,Mon,Home,L,1,2,Newell's OB,,,61,,Lautaro Acosta,4-4-2,Fernando Espinoza,Match Report,,14,6,,,0,0,2022,Lanus
18,2021-09-25,15:45,Primera Div,Matchweek 13,Sat,Away,L,0,1,Arsenal,,,59,,Lautaro Acosta,4-4-2,Leandro Rey Hilfer,Match Report,,12,3,,,0,0,2022,Lanus
19,2021-10-01,21:15,Primera Div,Matchweek 14,Fri,Home,W,2,1,CC Córdoba,,,46,,Lautaro Acosta,4-4-2,Hernán Mastrángelo,Match Report,,19,6,,,0,0,2022,Lanus
