,date,time,comp,round,day,venue,result,gf,ga,opponent,poss,attendance,captain,formation,referee,match report,notes,sh,sot,dist,pk,pkatt,season,team
0,2018-08-13,21:00,Primera Div,Matchweek 1,Mon,Away,D,2,2,Tucumán,56.0,,Lisandro López,4-1-3-2,Néstor Pitana,Match Report,,14,6,,0,0,2019,Racing Club
1,2018-08-19,20:00,Primera Div,Matchweek 2,Sun,Home,W,2,0,Vélez Sarsf,42.0,,Lisandro López,4-1-3-2,Nicolás Lamolina,Match Report,,10,4,,0,0,2019,Racing Club
2,2018-08-24,19:00,Primera Div,Matchweek 3,Fri,Away,W,3,0,Patronato,63.0,,Ricardo Centurión,4-1-3-2,Fernando Espinoza,Match Report,,13,4,,1,1,2019,Racing Club
3,2018-09-02,11:00,Primera Div,Matchweek 4,Sun,Home,W,2,0,Rosario Cent,63.0,,Lisandro López,4-1-3-2,Patricio Loustau,Match Report,,12,6,,0,0,2019,Racing Club
4,2018-09-16,17:45,Primera Div,Matchweek 5,Sun,Away,W,1,0,Lanús,58.0,,Lisandro López,4-1-3-2,Nicolás Lamolina,Match Report,,10,4,,0,0,2019,Racing Club
5,2018-09-24,20:00,Primera Div,Matchweek 6,Mon,Home,W,1,0,CA Unión,64.0,,Lisandro López,4-1-3-2,Facundo Tello,Match Report,,10,4,,0,0,2019,Racing Club
6,2018-09-29,20:00,Primera Div,Matchweek 7,Sat,Away,W,2,0,Argentinos Jun,54.0,,Lisandro López,4-1-3-2,Jorge Baliño,Match Report,,14,5,,1,1,2019,Racing Club
7,2018-10-07,19:00,Primera Div,Matchweek 8,Sun,Home,D,2,2,Boca Juniors,42.0,,Lisandro López,4-1-3-2,Darío Herrera,Match Report,,14,6,,0,0,2019,Racing Club
8,2018-10-21,20:00,Primera Div,Matchweek 9,Sun,Away,L,1,2,San Martin,68.0,,Lisandro López,4-1-3-2,Nicolás Lamolina,Match Report,,18,9,,0,0,2019,Racing Club
9,2018-10-28,11:00,Primera Div,Matchweek 10,Sun,Home,W,2,1,San Lorenzo,72.0,,Lisandro López,4-1-3-2,Fernando Rapallini,Match Report,,21,7,,0,0,2019,Racing Club
10,2018-11-04,17:45,Primera Div,Matchweek 11,Sun,Home,W,1,0,Newell's OB,48.0,,Lisandro López,4-1-2-1-2◆,Silvio Trucco,Match Report,,10,5,,0,0,2019,Racing Club
11,2018-11-11,15:30,Primera Div,Matchweek 12,Sun,Away,W,3,0,Gimnasia ELP,53.0,,Lisandro López,4-1-3-2,Pablo Echavarría,Match Report,,12,8,,1,1,2019,Racing Club
12,2018-11-25,21:30,Primera Div,Matchweek 13,Sun,Home,D,0,0,Banfield,71.0,,Lisandro López,4-1-3-2,Germán Delfino,Match Report,,17,5,,0,0,2019,Racing Club
13,2018-12-03,21:30,Primera Div,Matchweek 14,Mon,Away,W,3,1,Talleres,60.0,,Lisandro López,4-1-3-2,Patricio Loustau,Match Report,,11,6,,1,1,2019,Racing Club
14,2018-12-09,21:30,Primera Div,Matchweek 15,Sun,Home,W,1,0,San Martín SJ,65.0,,Lisandro López,4-1-3-2,Diego Abal,Match Report,,16,8,,0,0,2019,Racing Club
15,2019-01-26,21:30,Primera Div,Matchweek 16,Sat,Away,W,3,1,Aldosivi,53.0,,Lisandro López,4-1-3-2,Germán Delfino,Match Report,,10,5,,1,1,2019,Racing Club
16,2019-02-03,19:20,Primera Div,Matchweek 17,Sun,Home,W,3,1,CA Huracán,62.0,,Lisandro López,4-1-3-2,Néstor Pitana,Match Report,,19,8,,1,1,2019,Racing Club
17,2019-02-10,19:20,Primera Div,Matchweek 18,Sun,Away,L,0,2,River Plate,48.0,,Lisandro López,4-4-2,Patricio Loustau,Match Report,,6,0,,0,0,2019,Racing Club
18,2019-02-18,21:10,Primera Div,Matchweek 19,Mon,Home,W,3,0,Godoy Cruz,73.0,,Lisandro López,4-1-3-2,Nicolás Lamolina,Match Report,,14,8,,0,0,2019,Racing Club
19,2019-02-23,21:30,Primera Div,Matchweek 20,Sat,Away,W,3,1,Independiente,45.0,,Lisandro López,4-1-3-2,Néstor Pitana,Match Report,,9,5,,1,1,2019,Racing Club
20,2019-03-03,19:20,Primera Div,Matchweek 21,Sun,Home,W,1,0,Estudiantes,67.0,,Lisandro López,4-1-3-2,Facundo Tello,Match Report,,10,4,,0,0,2019,Racing Club
21,2019-03-09,19:20,Primera Div,Matchweek 22,Sat,Away,D,1,1,Colón,73.0,,Lisandro López,4-1-3-2,Jorge Baliño,Match Report,,6,3,,0,0,2019,Racing Club
22,2019-03-16,20:00,Primera Div,Matchweek 23,Sat,Home,W,1,0,Belgrano,58.0,,Lisandro López,4-1-3-2,Fernando Rapallini,Match Report,,14,4,,0,0,2019,Racing Club
23,2019-03-31,18:10,Primera Div,Matchweek 24,Sun,Away,D,1,1,Tigre,58.0,,Lisandro López,4-1-3-2,Néstor Pitana,Match Report,,17,4,,0,0,2019,Racing Club
24,2019-04-07,18:30,Primera Div,Matchweek 25,Sun,Home,D,1,1,Defensa y Just,48.0,,Lisandro López,4-1-3-2,Nicolás Lamolina,Match Report,,11,8,,0,0,2019,Racing Club
0,2018-08-12,15:30,Primera Div,Matchweek 1,Sun,Away,D,2,2,Lanús,58.0,,Alexander Barboza,5-3-2,Fernando Rapallini,Match Report,,9,2,,0,0,2019,Defensa y Just
1,2018-08-18,13:15,Primera Div,Matchweek 2,Sat,Home,D,1,1,Tucumán,66.0,,Jonás Gutiérrez,5-3-2,Fernando Espinoza,Match Report,,14,3,,1,1,2019,Defensa y Just
2,2018-08-24,21:15,Primera Div,Matchweek 3,Fri,Away,W,1,0,Independiente,30.0,,Alexander Barboza,4-4-2,Jorge Baliño,Match Report,,8,3,,0,0,2019,Defensa y Just
3,2018-09-01,13:15,Primera Div,Matchweek 4,Sat,Home,D,1,1,Belgrano,78.0,,Alexander Barboza,3-5-2,Mauro Vigliano,Match Report,,20,5,,0,0,2019,Defensa y Just
4,2018-09-17,21:00,Primera Div,Matchweek 5,Mon,Away,W,1,0,Rosario Cent,47.0,,Alexander Barboza,4-1-4-1,Silvio Trucco,Match Report,,9,3,,0,0,2019,Defensa y Just
5,2018-10-01,19:00,Primera Div,Matchweek 7,Mon,Away,W,1,0,Godoy Cruz,48.0,,Alexander Barboza,4-3-3,Patricio Loustau,Match Report,,6,3,,0,0,2019,Defensa y Just
6,2018-10-19,19:00,Primera Div,Matchweek 9,Fri,Home,W,2,0,Talleres,48.0,,Alexander Barboza,4-1-4-1,Mauro Vigliano,Match Report,,9,4,,0,0,2019,Defensa y Just
7,2018-10-29,21:00,Primera Div,Matchweek 10,Mon,Away,W,1,0,San Martín SJ,61.0,,Ezequiel Unsain,4-3-3,Pablo Echavarría,Match Report,,8,2,,0,0,2019,Defensa y Just
8,2018-11-05,19:00,Primera Div,Matchweek 11,Mon,Home,W,3,2,Vélez Sarsf,42.0,,Alexander Barboza,4-3-3,Ariel Penel,Match Report,,12,5,,0,0,2019,Defensa y Just
9,2018-11-12,19:15,Primera Div,Matchweek 12,Mon,Away,D,0,0,Newell's OB,44.0,,Alexander Barboza,4-3-3,Mauro Vigliano,Match Report,,17,5,,0,0,2019,Defensa y Just
10,2018-11-18,19:20,Primera Div,Matchweek 6,Sun,Home,D,1,1,Estudiantes,75.0,,Alexander Barboza,4-5-1,Pablo Dóvalo,Match Report,,26,6,,0,0,2019,Defensa y Just
11,2018-11-26,19:00,Primera Div,Matchweek 13,Mon,Home,W,2,1,Tigre,63.0,,Alexander Barboza,3-5-2,Fernando Espinoza,Match Report,,19,6,,0,0,2019,Defensa y Just
12,2018-12-03,21:30,Primera Div,Matchweek 14,Mon,Away,D,1,1,CA Huracán,69.0,,Alexander Barboza,4-3-3,Fernando Echenique,Match Report,,11,2,,0,0,2019,Defensa y Just
13,2018-12-08,19:20,Primera Div,Matchweek 15,Sat,Home,W,3,0,Colón,61.0,,Alexander Barboza,3-5-2,Yamil Possi,Match Report,,16,6,,0,0,2019,Defensa y Just
14,2019-01-19,20:00,Primera Div,Matchweek 8,Sat,Away,W,1,0,River Plate,33.0,,Alexander Barboza,4-3-3,Diego Abal,Match Report,,7,4,,0,0,2019,Defensa y Just
15,2019-01-25,21:10,Primera Div,Matchweek 16,Fri,Home,W,1,0,San Lorenzo,51.0,,Alexander Barboza,4-3-3,Nicolás Lamolina,Match Report,,20,7,,0,0,2019,Defensa y Just
16,2019-02-01,21:10,Primera Div,Matchweek 17,Fri,Away,W,2,1,San Martin,66.0,,Alexander Barboza,4-3-3,Pablo Echavarría,Match Report,,19,3,,0,0,2019,Defensa y Just
17,2019-02-11,19:00,Primera Div,Matchweek 18,Mon,Home,W,2,1,Argentinos Jun,64.0,,Alexander Barboza,4-3-3,Jorge Baliño,Match Report,,12,4,,0,0,2019,Defensa y Just
18,2019-02-16,19:20,Primera Div,Matchweek 19,Sat,Away,W,1,0,Gimnasia ELP,63.0,,Alexander Barboza,4-3-3,Darío Herrera,Match Report,,12,4,,0,0,2019,Defensa y Just
19,2019-02-24,21:30,Primera Div,Matchweek 20,Sun,Home,L,0,1,Boca Juniors,65.0,,Alexander Barboza,4-3-3,Fernando Echenique,Match Report,,23,8,,0,0,2019,Defensa y Just
20,2019-03-04,21:30,Primera Div,Matchweek 21,Mon,Away,W,1,0,Aldosivi,60.0,,Alexander Barboza,4-3-3,Silvio Trucco,Match Report,,11,4,,0,0,2019,Defensa y Just
21,2019-03-11,21:10,Primera Div,Matchweek 22,Mon,Home,W,3,2,Banfield,45.0,,Ezequiel Unsain,4-3-3,Fernando Rapallini,Match Report,,11,5,,0,0,2019,Defensa y Just
22,2019-03-17,11:00,Primera Div,Matchweek 23,Sun,Away,L,0,2,Patronato,59.0,,Alexander Barboza,4-4-2,Ariel Penel,Match Report,,12,1,,0,0,2019,Defensa y Just
23,2019-03-31,18:10,Primera Div,Matchweek 24,Sun,Home,D,1,1,CA Unión,66.0,,Alexander Barboza,4-3-3,Diego Abal,Match Report,,22,6,,0,0,2019,Defensa y Just
24,2019-04-07,18:30,Primera Div,Matchweek 25,Sun,Away,D,1,1,Racing Club,52.0,,Alexander Barboza,4-3-3,Nicolás Lamolina,Match Report,,9,2,,0,0,2019,Defensa y Just
0,2018-08-12,11:00,Primera Div,Matchweek 1,Sun,Home,W,1,0,Talleres,45.0,,Pablo Pérez,4-1-2-1-2◆,Facundo Tello,Match Report,,16,7,,0,1,2019,Boca Juniors
1,2018-08-20,15:30,Primera Div,Matchweek 2,Mon,Away,L,0,2,Estudiantes,49.0,,Pablo Pérez,4-3-3,Diego Abal,Match Report,,13,4,,0,0,2019,Boca Juniors
2,2018-08-26,20:00,Primera Div,Matchweek 3,Sun,Away,D,0,0,CA Huracán,55.0,,Fernando Gago,4-3-3,Germán Delfino,Match Report,,11,1,,0,0,2019,Boca Juniors
3,2018-09-02,20:00,Primera Div,Matchweek 4,Sun,Home,W,3,0,Vélez Sarsf,37.0,,Carlos Tevez,4-2-3-1,Fernando Echenique,Match Report,,9,6,,1,1,2019,Boca Juniors
4,2018-09-15,20:00,Primera Div,Matchweek 5,Sat,Away,W,1,0,Argentinos Jun,43.0,,Pablo Pérez,4-2-3-1,Andrés Merlos,Match Report,,11,4,,0,0,2019,Boca Juniors
5,2018-09-23,17:45,Primera Div,Matchweek 6,Sun,Home,L,0,2,River Plate,52.0,,Carlos Tevez,4-3-1-2,Mauro Vigliano,Match Report,,20,3,,0,0,2019,Boca Juniors
6,2018-09-30,20:00,Primera Div,Matchweek 7,Sun,Home,W,3,1,Colón,50.0,,Fernando Gago,4-3-3,Germán Delfino,Match Report,,12,5,,1,1,2019,Boca Juniors
7,2018-10-07,19:00,Primera Div,Matchweek 8,Sun,Away,D,2,2,Racing Club,58.0,,Fernando Gago,4-3-1-2,Darío Herrera,Match Report,,12,5,,0,0,2019,Boca Juniors
8,2018-10-20,17:45,Primera Div,Matchweek 9,Sat,Home,D,0,0,Rosario Cent,66.0,,Fernando Gago,4-2-3-1,Facundo Tello,Match Report,,13,3,,0,0,2019,Boca Juniors
9,2018-10-27,17:15,Primera Div,Matchweek 10,Sat,Away,L,1,2,Gimnasia ELP,61.0,,Fernando Gago,4-3-3,Jorge Baliño,Match Report,,10,4,,0,0,2019,Boca Juniors
10,2018-11-03,20:00,Primera Div,Matchweek 11,Sat,Home,W,4,1,Tigre,60.0,,Fernando Gago,4-2-3-1,Germán Delfino,Match Report,,19,8,,0,0,2019,Boca Juniors
11,2018-11-17,17:10,Primera Div,Matchweek 13,Sat,Home,W,1,0,Patronato,71.0,,Fernando Gago,4-2-3-1,Diego Abal,Match Report,,17,6,,0,0,2019,Boca Juniors
12,2018-12-02,19:20,Primera Div,Matchweek 14,Sun,Away,W,1,0,Independiente,38.0,,Fernando Gago,4-3-3,Darío Herrera,Match Report,,5,2,,0,0,2019,Boca Juniors
13,2019-01-27,21:30,Primera Div,Matchweek 16,Sun,Away,D,1,1,Newell's OB,50.0,,Carlos Tevez,4-2-3-1,Andrés Merlos,Match Report,,17,10,,0,0,2019,Boca Juniors
14,2019-01-31,21:00,Primera Div,Matchweek 12,Thu,Away,W,4,0,San Martín SJ,58.0,,Carlos Izquierdoz,4-2-3-1,Diego Abal,Match Report,,9,6,,0,0,2019,Boca Juniors
15,2019-02-03,17:10,Primera Div,Matchweek 17,Sun,Home,W,2,0,Godoy Cruz,55.0,,Carlos Tevez,4-2-3-1,Silvio Trucco,Match Report,,17,5,,1,1,2019,Boca Juniors
16,2019-02-10,21:30,Primera Div,Matchweek 18,Sun,Away,D,1,1,Belgrano,61.0,,Darío Benedetto,4-4-1-1,Ariel Penel,Match Report,,15,4,,0,0,2019,Boca Juniors
17,2019-02-17,19:20,Primera Div,Matchweek 19,Sun,Home,W,2,1,Lanús,49.0,,Darío Benedetto,4-3-3,Patricio Loustau,Match Report,,16,6,,0,0,2019,Boca Juniors
18,2019-02-20,21:00,Primera Div,Matchweek 15,Wed,Home,L,1,2,Tucumán,72.0,,Carlos Tevez,4-2-3-1,Germán Delfino,Match Report,,18,7,,0,0,2019,Boca Juniors
19,2019-02-24,21:30,Primera Div,Matchweek 20,Sun,Away,W,1,0,Defensa y Just,35.0,,Carlos Tevez,4-3-2-1,Fernando Echenique,Match Report,,4,1,,0,0,2019,Boca Juniors
20,2019-03-01,21:10,Primera Div,Matchweek 21,Fri,Away,W,3,1,CA Unión,67.0,,Carlos Izquierdoz,4-4-2,Andrés Merlos,Match Report,,16,6,,0,0,2019,Boca Juniors
21,2019-03-09,21:30,Primera Div,Matchweek 22,Sat,Home,W,3,0,San Lorenzo,43.0,,Carlos Izquierdoz,4-2-2-2,Facundo Tello,Match Report,,11,4,,0,0,2019,Boca Juniors
22,2019-03-17,20:00,Primera Div,Matchweek 23,Sun,Away,W,4,1,San Martin,53.0,,Carlos Izquierdoz,4-4-2,Mauro Vigliano,Match Report,,11,7,,0,0,2019,Boca Juniors
23,2019-03-29,21:10,Primera Div,Matchweek 24,Fri,Home,W,2,0,Banfield,46.0,,Carlos Tevez,4-2-3-1,Pablo Echavarría,Match Report,,12,7,,0,0,2019,Boca Juniors
24,2019-04-06,20:00,Primera Div,Matchweek 25,Sat,Away,D,1,1,Aldosivi,54.0,,Carlos Izquierdoz,4-4-2,Diego Abal,Match Report,,9,4,,0,0,2019,Boca Juniors
0,2018-08-12,20:00,Primera Div,Matchweek 1,Sun,Away,D,0,0,CA Huracán,62.0,,Jonatan Maidana,4-3-1-2,Patricio Loustau,Match Report,,6,2,,0,1,2019,River Plate
1,2018-08-18,20:00,Primera Div,Matchweek 2,Sat,Home,D,0,0,Belgrano,79.0,,Leonardo Ponzio,4-3-2-1,Silvio Trucco,Match Report,,27,8,,0,0,2019,River Plate
2,2018-08-25,20:00,Primera Div,Matchweek 3,Sat,Home,D,0,0,Argentinos Jun,68.0,,Leonardo Ponzio,4-3-2-1,Fernando Rapallini,Match Report,,11,4,,0,0,2019,River Plate
3,2018-09-01,20:00,Primera Div,Matchweek 4,Sat,Away,D,1,1,San Lorenzo,50.0,,Leonardo Ponzio,4-1-3-2,Jorge Baliño,Match Report,,13,3,,0,0,2019,River Plate
4,2018-09-15,15:30,Primera Div,Matchweek 5,Sat,Home,W,4,1,San Martín SJ,65.0,,Rodrigo Mora,4-3-3,Germán Delfino,Match Report,,11,4,,1,1,2019,River Plate
5,2018-09-23,17:45,Primera Div,Matchweek 6,Sun,Away,W,2,0,Boca Juniors,48.0,,Leonardo Ponzio,4-3-1-2,Mauro Vigliano,Match Report,,6,4,,0,0,2019,River Plate
6,2018-09-28,21:15,Primera Div,Matchweek 7,Fri,Away,W,5,1,Lanús,49.0,,Rodrigo Mora,4-2-2-2,Diego Abal,Match Report,,15,9,,0,0,2019,River Plate
7,2018-10-19,21:15,Primera Div,Matchweek 9,Fri,Away,L,0,1,Colón,64.0,,Rodrigo Mora,4-1-4-1,Pablo Echavarría,Match Report,,13,7,,0,0,2019,River Plate
8,2018-10-27,15:00,Primera Div,Matchweek 10,Sat,Home,W,1,0,Aldosivi,52.0,,Rodrigo Mora,4-3-2-1,Andrés Merlos,Match Report,,12,3,,0,0,2019,River Plate
9,2018-11-03,17:45,Primera Div,Matchweek 11,Sat,Away,L,0,1,Estudiantes,60.0,,Javier Pinola,4-3-3,Fernando Echenique,Match Report,,10,2,,0,0,2019,River Plate
10,2018-12-02,21:30,Primera Div,Matchweek 14,Sun,Home,W,3,1,Gimnasia ELP,63.0,,Lucas Martínez Quarta,4-2-2-2,Silvio Trucco,Match Report,,18,7,,0,0,2019,River Plate
11,2019-01-19,20:00,Primera Div,Matchweek 8,Sat,Home,L,0,1,Defensa y Just,67.0,,Javier Pinola,4-3-1-2,Diego Abal,Match Report,,15,4,,0,0,2019,River Plate
12,2019-01-23,21:00,Primera Div,Matchweek 12,Wed,Home,L,1,2,CA Unión,73.0,,Javier Pinola,4-3-1-2,Nicolás Lamolina,Match Report,,16,2,,0,0,2019,River Plate
13,2019-01-27,19:20,Primera Div,Matchweek 16,Sun,Home,L,1,3,Patronato,75.0,,Germán Lux,4-2-2-2,Mauro Vigliano,Match Report,,17,5,,0,0,2019,River Plate
14,2019-01-30,21:00,Primera Div,Matchweek 13,Wed,Away,W,4,0,Godoy Cruz,72.0,,Leonardo Ponzio,4-2-2-2,Ariel Penel,Match Report,,23,11,,1,1,2019,River Plate
15,2019-02-03,21:30,Primera Div,Matchweek 17,Sun,Away,W,2,1,Vélez Sarsf,53.0,,Leonardo Ponzio,4-1-3-2,Darío Herrera,Match Report,,8,3,,1,1,2019,River Plate
16,2019-02-10,19:20,Primera Div,Matchweek 18,Sun,Home,W,2,0,Racing Club,52.0,,Javier Pinola,4-3-1-2,Patricio Loustau,Match Report,,15,4,,0,0,2019,River Plate
17,2019-02-14,21:00,Primera Div,Matchweek 15,Thu,Away,D,1,1,Rosario Cent,59.0,,Leonardo Ponzio,3-4-1-2,Andrés Merlos,Match Report,,22,8,,0,0,2019,River Plate
18,2019-02-17,21:30,Primera Div,Matchweek 19,Sun,Away,D,1,1,Banfield,54.0,,Franco Armani,4-2-2-2,Silvio Trucco,Match Report,,11,4,,0,1,2019,River Plate
19,2019-02-24,17:10,Primera Div,Matchweek 20,Sun,Home,W,2,1,San Martin,53.0,,Leonardo Ponzio,3-4-1-2,Germán Delfino,Match Report,,27,10,,0,0,2019,River Plate
20,2019-03-02,21:30,Primera Div,Matchweek 21,Sat,Home,W,4,2,Newell's OB,55.0,,Javier Pinola,3-1-4-2,Darío Herrera,Match Report,,17,7,,1,1,2019,River Plate
21,2019-03-10,21:30,Primera Div,Matchweek 22,Sun,Away,W,1,0,Tucumán,52.0,,Javier Pinola,4-3-3,Diego Abal,Match Report,,10,1,,0,0,2019,River Plate
22,2019-03-17,17:45,Primera Div,Matchweek 23,Sun,Home,W,3,0,Independiente,48.0,,Javier Pinola,4-3-1-2,Patricio Loustau,Match Report,,11,9,,1,1,2019,River Plate
23,2019-03-30,20:00,Primera Div,Matchweek 24,Sat,Away,W,2,0,Talleres,43.0,,Leonardo Ponzio,4-3-1-2,Silvio Trucco,Match Report,,12,4,,0,0,2019,River Plate
24,2019-04-07,15:15,Primera Div,Matchweek 25,Sun,Home,L,2,3,Tigre,58.0,,Leonardo Ponzio,4-2-3-1,Andrés Merlos,Match Report,,22,6,,0,0,2019,River Plate
0,2018-08-13,21:00,Primera Div,Matchweek 1,Mon,Home,D,2,2,Racing Club,45.0,,Cristian Lucchetti,4-1-3-2,Néstor Pitana,Match Report,,16,4,,0,0,2019,Tucuman
1,2018-08-18,13:15,Primera Div,Matchweek 2,Sat,Away,D,1,1,Defensa y Just,34.0,,Cristian Lucchetti,4-2-3-1,Fernando Espinoza,Match Report,,8,5,,0,0,2019,Tucuman
2,2018-08-24,21:15,Primera Div,Matchweek 3,Fri,Home,W,2,1,Colón,49.0,,Cristian Lucchetti,4-1-4-1,Pablo Echavarría,Match Report,,20,6,,0,0,2019,Tucuman
3,2018-09-03,19:00,Primera Div,Matchweek 4,Mon,Away,W,2,1,Newell's OB,45.0,,Cristian Lucchetti,4-4-1-1,Pablo Dóvalo,Match Report,,14,6,,0,0,2019,Tucuman
4,2018-09-14,21:00,Primera Div,Matchweek 5,Fri,Home,W,3,0,Tigre,44.0,,Cristian Lucchetti,4-4-1-1,Fernando Echenique,Match Report,,12,7,,1,1,2019,Tucuman
5,2018-09-23,13:15,Primera Div,Matchweek 6,Sun,Away,W,3,1,San Martín SJ,39.0,,Cristian Lucchetti,4-4-2,Darío Herrera,Match Report,,12,7,,1,1,2019,Tucuman
6,2018-10-07,13:15,Primera Div,Matchweek 8,Sun,Home,D,0,0,Lanús,55.0,,Cristian Lucchetti,4-4-2,Diego Ceballos,Match Report,,10,3,,0,0,2019,Tucuman
7,2018-10-21,13:15,Primera Div,Matchweek 9,Sun,Away,D,1,1,Estudiantes,65.0,,Cristian Lucchetti,4-1-3-2,Germán Delfino,Match Report,,23,4,,0,0,2019,Tucuman
8,2018-10-28,20:00,Primera Div,Matchweek 10,Sun,Home,W,4,2,Independiente,56.0,,Cristian Lucchetti,4-4-2,Patricio Loustau,Match Report,,14,4,,1,1,2019,Tucuman
9,2018-11-03,15:30,Primera Div,Matchweek 11,Sat,Away,L,0,1,Godoy Cruz,59.0,,Cristian Lucchetti,4-1-3-2,Pablo Echavarría,Match Report,,16,5,,0,0,2019,Tucuman
10,2018-11-09,21:00,Primera Div,Matchweek 12,Fri,Home,W,2,1,Rosario Cent,52.0,,Cristian Lucchetti,4-4-2,Fernando Echenique,Match Report,,9,3,,0,0,2019,Tucuman
11,2018-11-18,17:10,Primera Div,Matchweek 7,Sun,Away,W,2,0,San Lorenzo,27.0,,Cristian Lucchetti,4-3-1-2,Ariel Penel,Match Report,,8,3,,0,1,2019,Tucuman
12,2018-11-23,19:00,Primera Div,Matchweek 13,Fri,Away,W,3,1,Belgrano,51.0,,Cristian Lucchetti,4-4-2,Mauro Vigliano,Match Report,,10,4,,0,0,2019,Tucuman
13,2018-12-01,19:30,Primera Div,Matchweek 14,Sat,Home,L,2,3,San Martin,46.0,,Cristian Lucchetti,4-4-2,Fernando Rapallini,Match Report,,12,3,,1,1,2019,Tucuman
14,2019-01-26,19:20,Primera Div,Matchweek 16,Sat,Home,W,4,1,Gimnasia ELP,53.0,,Cristian Lucchetti,4-4-2,Hernán Mastrángelo,Match Report,,9,6,,2,2,2019,Tucuman
15,2019-02-04,19:00,Primera Div,Matchweek 17,Mon,Away,L,0,3,Patronato,61.0,,Cristian Lucchetti,4-4-2,Fernando Espinoza,Match Report,,11,3,,0,0,2019,Tucuman
16,2019-02-09,19:20,Primera Div,Matchweek 18,Sat,Home,D,0,0,Talleres,57.0,,Cristian Lucchetti,4-1-3-2,Silvio Trucco,Match Report,,14,1,,0,0,2019,Tucuman
17,2019-02-15,19:00,Primera Div,Matchweek 19,Fri,Away,L,0,3,CA Unión,52.0,,Cristian Lucchetti,4-1-4-1,Néstor Pitana,Match Report,,15,1,,0,0,2019,Tucuman
18,2019-02-20,21:00,Primera Div,Matchweek 15,Wed,Away,W,2,1,Boca Juniors,28.0,,Cristian Lucchetti,4-4-2,Germán Delfino,Match Report,,9,3,,0,0,2019,Tucuman
19,2019-02-24,19:20,Primera Div,Matchweek 20,Sun,Home,D,0,0,Argentinos Jun,48.0,,Cristian Lucchetti,4-1-3-2,Nicolás Lamolina,Match Report,,15,2,,0,0,2019,Tucuman
20,2019-03-04,17:10,Primera Div,Matchweek 21,Mon,Away,W,2,1,Banfield,30.0,,Cristian Lucchetti,4-4-2,Hernán Mastrángelo,Match Report,,8,2,,1,1,2019,Tucuman
21,2019-03-10,21:30,Primera Div,Matchweek 22,Sun,Home,L,0,1,River Plate,48.0,,Cristian Lucchetti,4-4-2,Diego Abal,Match Report,,14,3,,0,0,2019,Tucuman
22,2019-03-16,13:15,Primera Div,Matchweek 23,Sat,Away,L,0,2,Vélez Sarsf,47.0,,Cristian Lucchetti,4-3-1-2,Néstor Pitana,Match Report,,17,4,,0,0,2019,Tucuman
23,2019-03-31,11:00,Primera Div,Matchweek 24,Sun,Home,W,1,0,Aldosivi,49.0,,Cristian Lucchetti,4-4-2,Germán Delfino,Match Report,,13,3,,0,0,2019,Tucuman
24,2019-04-07,11:00,Primera Div,Matchweek 25,Sun,Away,L,0,2,CA Huracán,57.0,,Cristian Lucchetti,4-2-2-2,Darío Herrera,Match Report,,18,5,,0,0,2019,Tucuman
0,2018-08-10,19:00,Primera Div,Matchweek 1,Fri,Home,W,2,0,Newell's OB,47.0,,Gastón Díaz,4-2-3-1,Fernando Echenique,Match Report,,9,4,,1,1,2019,Velez Sarsf
1,2018-08-19,20:00,Primera Div,Matchweek 2,Sun,Away,L,0,2,Racing Club,59.0,,Gastón Díaz,4-2-3-1,Nicolás Lamolina,Match Report,,10,1,,0,0,2019,Velez Sarsf
2,2018-08-26,11:00,Primera Div,Matchweek 3,Sun,Home,D,1,1,Banfield,67.0,,Gastón Díaz,4-2-3-1,Darío Herrera,Match Report,,11,6,,0,0,2019,Velez Sarsf
3,2018-09-02,20:00,Primera Div,Matchweek 4,Sun,Away,L,0,3,Boca Juniors,63.0,,Gastón Díaz,4-2-3-1,Fernando Echenique,Match Report,,15,2,,0,0,2019,Velez Sarsf
4,2018-09-16,13:15,Primera Div,Matchweek 5,Sun,Home,W,1,0,San Martin,57.0,,Gastón Díaz,4-3-3,Fernando Espinoza,Match Report,,18,4,,0,0,2019,Velez Sarsf
5,2018-09-22,15:30,Primera Div,Matchweek 6,Sat,Away,D,1,1,Talleres,55.0,,Gastón Díaz,4-3-3,Patricio Loustau,Match Report,,11,4,,0,1,2019,Velez Sarsf
6,2018-10-01,21:15,Primera Div,Matchweek 7,Mon,Home,W,2,0,Aldosivi,55.0,,Gastón Díaz,4-3-3,Silvio Trucco,Match Report,,12,6,,0,0,2019,Velez Sarsf
7,2018-10-06,17:45,Primera Div,Matchweek 8,Sat,Away,L,1,3,San Martín SJ,64.0,,Gastón Díaz,4-2-3-1,Jorge Baliño,Match Report,,8,2,,0,0,2019,Velez Sarsf
8,2018-10-19,19:00,Primera Div,Matchweek 9,Fri,Home,W,1,0,Gimnasia ELP,63.0,,Gastón Díaz,4-3-3,Diego Abal,Match Report,,15,5,,0,0,2019,Velez Sarsf
9,2018-10-28,15:30,Primera Div,Matchweek 10,Sun,Home,W,1,0,Belgrano,69.0,,Gastón Díaz,4-2-3-1,Pablo Dóvalo,Match Report,,14,6,,0,0,2019,Velez Sarsf
10,2018-11-05,19:00,Primera Div,Matchweek 11,Mon,Away,L,2,3,Defensa y Just,58.0,,Fabián Cubero,4-3-3,Ariel Penel,Match Report,,13,6,,0,0,2019,Velez Sarsf
