,date,time,comp,round,day,venue,result,gf,ga,opponent,poss,attendance,captain,formation,referee,match report,notes,sh,sot,dist,pk,pkatt,season,team
6,2016-10-23,18:00,Primera Div,Matchweek 7,Sun,Away,W,2,1,San Lorenzo,47.0,,Leandro Desábato,4-1-4-1,Patricio Loustau,Match Report,,9.0,3.0,,0,0,2017,Estudiantes
7,2016-10-29,20:00,Primera Div,Matchweek 8,Sat,Home,W,2,1,Racing Club,51.0,,Leandro Desábato,4-2-3-1,Federico Beligoy,Match Report,,14.0,7.0,,1,1,2017,Estudiantes
8,2016-11-05,16:00,Primera Div,Matchweek 9,Sat,Away,D,1,1,River Plate,42.0,,Leandro Desábato,4-2-3-1,Diego Abal,Match Report,,11.0,4.0,,0,0,2017,Estudiantes
9,2016-11-19,17:00,Primera Div,Matchweek 10,Sat,Home,W,1,0,Colón,52.0,,Leandro Desábato,4-2-3-1,Patricio Loustau,Match Report,,12.0,6.0,,0,0,2017,Estudiantes
10,2016-11-26,18:30,Primera Div,Matchweek 11,Sat,Away,L,2,3,Banfield,62.0,,Leandro Desábato,4-4-2,Juan Pompei,Match Report,,22.0,9.0,,0,0,2017,Estudiantes
11,2016-12-04,17:00,Primera Div,Matchweek 12,Sun,Home,D,0,0,Talleres,56.0,,Leandro Desábato,4-2-3-1,Darío Herrera,Match Report,,14.0,2.0,,0,0,2017,Estudiantes
12,2016-12-11,19:00,Primera Div,Matchweek 13,Sun,Away,L,2,3,San Martín SJ,66.0,,Mariano Andújar,4-2-3-1,Federico Beligoy,Match Report,,26.0,6.0,,0,0,2017,Estudiantes
13,2016-12-17,17:00,Primera Div,Matchweek 14,Sat,Home,L,1,2,Defensa y Just,63.0,,Mariano Andújar,4-2-2-2,Mariano González,Match Report,,10.0,4.0,,1,1,2017,Estudiantes
14,2017-03-09,21:00,Primera Div,Matchweek 15,Thu,Away,L,2,3,Vélez Sarsf,52.0,,Leandro Desábato,4-2-2-2,Andrés Merlos,Match Report,,17.0,6.0,,0,0,2017,Estudiantes
15,2017-03-19,17:15,Primera Div,Matchweek 16,Sun,Home,W,1,0,Patronato,48.0,,Leandro Desábato,4-4-2,Héctor Paletta,Match Report,,18.0,4.0,,0,0,2017,Estudiantes
16,2017-03-25,20:30,Primera Div,Matchweek 17,Sat,Away,D,2,2,Rafaela,49.0,,Leandro Desábato,4-4-2,Jorge Baliño,Match Report,,10.0,4.0,,0,0,2017,Estudiantes
17,2017-04-02,15:00,Primera Div,Matchweek 18,Sun,Home,W,2,0,Arsenal,48.0,,Leandro Desábato,4-5-1,Ariel Penel,Match Report,,10.0,5.0,,0,0,2017,Estudiantes
18,2017-04-07,19:00,Primera Div,Matchweek 19,Fri,Away,W,4,1,Aldosivi,39.0,,Mariano Andújar,4-1-4-1,Facundo Tello,Match Report,,13.0,8.0,,0,0,2017,Estudiantes
19,2017-04-15,11:00,Primera Div,Matchweek 20,Sat,Away,D,0,0,Newell's OB,42.0,,Mariano Andújar,4-1-4-1,Fernando Espinoza,Match Report,,6.0,2.0,,0,0,2017,Estudiantes
20,2017-04-23,15:15,Primera Div,Matchweek 21,Sun,Home,D,1,1,CA Huracán,66.0,,Leandro Desábato,4-4-2,Nicolás Lamolina,Match Report,,13.0,7.0,,0,0,2017,Estudiantes
21,2017-04-28,21:15,Primera Div,Matchweek 22,Fri,Away,D,2,2,Independiente,54.0,,Mariano Andújar,4-1-4-1,Jorge Baliño,Match Report,,8.0,6.0,,0,0,2017,Estudiantes
22,2017-05-06,20:15,Primera Div,Matchweek 23,Sat,Home,D,0,0,Boca Juniors,51.0,,Mariano Andújar,4-1-4-1,Silvio Trucco,Match Report,,8.0,1.0,,0,0,2017,Estudiantes
23,2017-05-13,14:00,Primera Div,Matchweek 24,Sat,Home,W,1,0,Gimnasia ELP,50.0,,Leandro Desábato,4-1-4-1,Fernando Espinoza,Match Report,,11.0,3.0,,0,0,2017,Estudiantes
24,2017-05-22,19:00,Primera Div,Matchweek 25,Mon,Away,L,1,3,Club Olimpo,57.0,,Mariano Andújar,4-4-2,Andrés Merlos,Match Report,,12.0,4.0,,0,0,2017,Estudiantes
25,2017-05-29,19:00,Primera Div,Matchweek 26,Mon,Home,W,2,0,CA Unión,48.0,,Leandro Desábato,4-4-2,Silvio Trucco,Match Report,,11.0,5.0,,0,0,2017,Estudiantes
26,2017-06-03,20:00,Primera Div,Matchweek 27,Sat,Away,L,0,1,Lanús,43.0,,Leandro Desábato,4-1-4-1,Ariel Penel,Match Report,,10.0,2.0,,0,0,2017,Estudiantes
27,2017-06-17,16:15,Primera Div,Matchweek 28,Sat,Home,W,2,0,Belgrano,44.0,,Leandro Desábato,4-4-2,Andrés Merlos,Match Report,,14.0,6.0,,0,0,2017,Estudiantes
28,2017-06-22,19:20,Primera Div,Matchweek 29,Thu,Away,W,2,0,Godoy Cruz,37.0,,Leandro Desábato,4-4-2,Hernán Mastrángelo,Match Report,,10.0,4.0,,0,0,2017,Estudiantes
29,2017-06-27,18:00,Primera Div,Matchweek 30,Tue,Home,W,1,0,Quilmes,62.0,,Mariano Andújar,4-4-2,Héctor Paletta,Match Report,,15.0,6.0,,0,0,2017,Estudiantes
0,2016-08-27,18:00,Primera Div,Matchweek 1,Sat,Home,D,1,1,Talleres,55.0,,Lisandro López,4-2-3-1,Sergio Pezzotta,Match Report,,9.0,2.0,,0,0,2017,Racing Club
1,2016-09-10,16:00,Primera Div,Matchweek 2,Sat,Away,W,2,0,San Martín SJ,38.0,,Gustavo Bou,4-4-2,Fernando Rapallini,Match Report,,14.0,5.0,,0,0,2017,Racing Club
2,2016-09-18,20:00,Primera Div,Matchweek 3,Sun,Home,D,1,1,Defensa y Just,42.0,,Gustavo Bou,4-4-2,Néstor Pitana,Match Report,,13.0,4.0,,0,0,2017,Racing Club
3,2016-09-24,18:00,Primera Div,Matchweek 4,Sat,Away,W,3,0,Vélez Sarsf,44.0,,Lisandro López,4-4-2,Mauro Vigliano,Match Report,,15.0,5.0,,0,0,2017,Racing Club
4,2016-10-01,18:00,Primera Div,Matchweek 5,Sat,Home,W,2,0,Patronato,58.0,,Lisandro López,4-4-2,Saúl Laverni,Match Report,,21.0,8.0,,0,0,2017,Racing Club
5,2016-10-15,16:00,Primera Div,Matchweek 6,Sat,Away,L,2,3,Rafaela,62.0,,Lisandro López,4-4-2,Darío Herrera,Match Report,,15.0,6.0,,0,0,2017,Racing Club
6,2016-10-22,18:00,Primera Div,Matchweek 7,Sat,Home,W,1,0,Arsenal,57.0,,Lisandro López,4-4-2,Fernando Rapallini,Match Report,,20.0,5.0,,0,0,2017,Racing Club
7,2016-10-29,20:00,Primera Div,Matchweek 8,Sat,Away,L,1,2,Estudiantes,49.0,,Lisandro López,4-4-2,Federico Beligoy,Match Report,,11.0,4.0,,0,0,2017,Racing Club
8,2016-11-05,18:00,Primera Div,Matchweek 9,Sat,Home,W,2,1,Newell's OB,53.0,,Lisandro López,4-2-2-2,Germán Delfino,Match Report,,9.0,3.0,,0,0,2017,Racing Club
9,2016-11-19,20:00,Primera Div,Matchweek 10,Sat,Away,D,1,1,CA Huracán,48.0,,Lisandro López,4-2-3-1,Mauro Vigliano,Match Report,,11.0,4.0,,0,0,2017,Racing Club
10,2016-11-27,20:00,Primera Div,Matchweek 11,Sun,Home,W,3,0,Independiente,39.0,,Lisandro López,4-4-2,Diego Abal,Match Report,,14.0,9.0,,1,1,2017,Racing Club
11,2016-12-04,18:00,Primera Div,Matchweek 12,Sun,Away,L,2,4,Boca Juniors,45.0,,Lisandro López,4-4-2,Patricio Loustau,Match Report,,12.0,4.0,,0,0,2017,Racing Club
12,2016-12-10,20:00,Primera Div,Matchweek 13,Sat,Home,L,0,2,Club Olimpo,71.0,,Lisandro López,4-4-2,Fernando Espinoza,Match Report,,25.0,5.0,,0,1,2017,Racing Club
13,2016-12-17,18:15,Primera Div,Matchweek 14,Sat,Away,L,0,1,CA Unión,60.0,,Lisandro López,4-4-2,Nicolás Lamolina,Match Report,,10.0,6.0,,0,0,2017,Racing Club
14,2017-03-12,17:00,Primera Div,Matchweek 15,Sun,Home,W,3,0,Lanús,45.0,,Agustín Orión,4-4-2,Fernando Rapallini,Match Report,,13.0,7.0,,1,1,2017,Racing Club
15,2017-03-19,15:00,Primera Div,Matchweek 16,Sun,Away,L,0,2,Belgrano,59.0,,Agustín Orión,4-4-2,Juan Pompei,Match Report,,14.0,4.0,,0,0,2017,Racing Club
16,2017-03-25,20:00,Primera Div,Matchweek 17,Sat,Home,W,2,1,Godoy Cruz,74.0,,Agustín Orión,4-4-2,Federico Beligoy,Match Report,,26.0,13.0,,0,0,2017,Racing Club
17,2017-04-01,18:00,Primera Div,Matchweek 18,Sat,Away,W,3,2,Quilmes,53.0,,Agustín Orión,4-4-2,Héctor Paletta,Match Report,,15.0,4.0,,0,0,2017,Racing Club
18,2017-04-15,20:00,Primera Div,Matchweek 20,Sat,Away,W,2,1,Sarmiento,47.0,,Agustín Orión,4-4-2,Patricio Loustau,Match Report,,21.0,8.0,,0,0,2017,Racing Club
19,2017-04-19,19:30,Primera Div,Matchweek 19,Wed,Home,W,4,1,Tigre,46.0,,Agustín Orión,4-4-2,Pedro Argañaraz,Match Report,,4.0,1.0,,1,1,2017,Racing Club
20,2017-04-22,16:00,Primera Div,Matchweek 21,Sat,Home,W,4,3,Tucumán,56.0,,Iván Pillud,4-4-2,Silvio Trucco,Match Report,,18.0,8.0,,0,0,2017,Racing Club
21,2017-04-29,20:00,Primera Div,Matchweek 22,Sat,Away,L,0,3,Temperley,50.0,,Agustín Orión,4-4-2,Mauro Vigliano,Match Report,,18.0,5.0,,0,0,2017,Racing Club
22,2017-05-06,17:00,Primera Div,Matchweek 23,Sat,Home,W,1,0,Gimnasia ELP,44.0,,Lisandro López,4-4-2,Facundo Tello,Match Report,,17.0,7.0,,0,0,2017,Racing Club
23,2017-05-14,19:00,Primera Div,Matchweek 24,Sun,Away,L,0,2,Independiente,46.0,,Lisandro López,4-4-2,Diego Abal,Match Report,,8.0,2.0,,0,0,2017,Racing Club
24,2017-05-21,20:15,Primera Div,Matchweek 25,Sun,Away,L,1,4,Rosario Cent,56.0,,Lisandro López,4-4-2,Ariel Penel,Match Report,,7.0,3.0,,1,1,2017,Racing Club
25,2017-05-27,21:15,Primera Div,Matchweek 26,Sat,Home,W,2,1,San Lorenzo,50.0,,Lisandro López,4-4-2,Patricio Loustau,Match Report,,17.0,6.0,,0,0,2017,Racing Club
26,2017-06-05,21:15,Primera Div,Matchweek 27,Mon,Home,D,1,1,Aldosivi,70.0,,Lisandro López,4-4-2,Fernando Echenique,Match Report,,17.0,5.0,,0,0,2017,Racing Club
27,2017-06-18,17:15,Primera Div,Matchweek 28,Sun,Away,W,3,2,River Plate,34.0,,Lisandro López,5-3-2,Diego Abal,Match Report,,13.0,5.0,,0,0,2017,Racing Club
28,2017-06-21,19:10,Primera Div,Matchweek 29,Wed,Home,W,1,0,Colón,54.0,,Luciano Aued,5-3-2,Darío Herrera,Match Report,,23.0,4.0,,0,0,2017,Racing Club
29,2017-06-25,19:10,Primera Div,Matchweek 30,Sun,Away,W,3,1,Banfield,41.0,,Luciano Aued,5-3-2,Fernando Rapallini,Match Report,,9.0,3.0,,0,0,2017,Racing Club
0,2016-08-28,18:00,Primera Div,Matchweek 1,Sun,Away,L,1,4,River Plate,29.0,,Walter Erviti,4-4-1-1,Fernando Rapallini,Match Report,,6.0,2.0,,0,0,2017,Banfield
1,2016-09-10,14:45,Primera Div,Matchweek 2,Sat,Home,D,0,0,Colón,42.0,,Gonzalo Bettini,4-4-2,Silvio Trucco,Match Report,,10.0,1.0,,0,0,2017,Banfield
2,2016-09-17,17:00,Primera Div,Matchweek 3,Sat,Away,W,3,1,Aldosivi,53.0,,Walter Erviti,4-2-3-1,Nicolás Lamolina,Match Report,,15.0,6.0,,0,0,2017,Banfield
3,2016-09-25,15:45,Primera Div,Matchweek 4,Sun,Away,D,0,0,Talleres,42.0,,Walter Erviti,4-4-1-1,Juan Pompei,Match Report,,6.0,3.0,,0,0,2017,Banfield
4,2016-10-02,16:15,Primera Div,Matchweek 5,Sun,Home,W,3,2,San Martín SJ,48.0,,Walter Erviti,4-2-3-1,Germán Delfino,Match Report,,19.0,7.0,,0,0,2017,Banfield
5,2016-10-14,19:00,Primera Div,Matchweek 6,Fri,Away,L,0,1,Defensa y Just,36.0,,Walter Erviti,4-2-3-1,Nicolás Lamolina,Match Report,,9.0,4.0,,0,0,2017,Banfield
6,2016-10-23,16:00,Primera Div,Matchweek 7,Sun,Home,W,1,0,Vélez Sarsf,45.0,8000.0,Walter Erviti,4-4-1-1,Néstor Pitana,Match Report,,18.0,7.0,,0,0,2017,Banfield
7,2016-10-28,21:15,Primera Div,Matchweek 8,Fri,Away,L,0,2,Patronato,55.0,,Walter Erviti,4-4-1-1,Darío Herrera,Match Report,,8.0,6.0,,0,0,2017,Banfield
8,2016-11-06,14:00,Primera Div,Matchweek 9,Sun,Home,D,1,1,Rafaela,59.0,,Walter Erviti,4-4-2,Fernando Rapallini,Match Report,,14.0,3.0,,1,1,2017,Banfield
9,2016-11-18,21:15,Primera Div,Matchweek 10,Fri,Away,W,3,1,Arsenal,43.0,,Walter Erviti,4-2-3-1,Diego Abal,Match Report,,10.0,4.0,,0,0,2017,Banfield
10,2016-11-26,18:30,Primera Div,Matchweek 11,Sat,Home,W,3,2,Estudiantes,38.0,,Walter Erviti,4-4-1-1,Juan Pompei,Match Report,,10.0,4.0,,1,1,2017,Banfield
11,2016-12-03,18:00,Primera Div,Matchweek 12,Sat,Away,W,2,0,Newell's OB,38.0,,Walter Erviti,4-4-1-1,Néstor Pitana,Match Report,,6.0,4.0,,0,0,2017,Banfield
