,date,time,comp,round,day,venue,result,gf,ga,opponent,xg,xga,poss,attendance,captain,formation,referee,match report,notes,sh,sot,dist,pk,pkatt,season,team
51,2018-05-12,21:00,Ligue 1,Matchweek 37,Sat,Away,L,2,3,Strasbourg,1.1,1.0,62.0,25503.0,Nabil Fekir,4-1-2-1-2◆,Clément Turpin,Match Report,,7.0,2.0,24.0,1.0,1.0,2018,Lyon
52,2018-05-19,21:00,Ligue 1,Matchweek 38,Sat,Home,W,3,2,Nice,2.3,1.1,46.0,56953.0,Nabil Fekir,4-1-2-1-2◆,Benoît Bastien,Match Report,,23.0,8.0,19.0,0.0,0.0,2018,Lyon
2,2017-08-06,21:00,Ligue 1,Matchweek 1,Sun,Home,W,3,0,Dijon,2.1,0.6,53.0,50904.0,Dimitri Payet,4-3-3,Benoît Bastien,Match Report,,18.0,5.0,18.3,0.0,0.0,2018,Marseille
3,2017-08-12,17:00,Ligue 1,Matchweek 2,Sat,Away,W,1,0,Nantes,1.6,1.3,62.0,33654.0,Patrice Evra,4-2-3-1,Ruddy Buquet,Match Report,,13.0,10.0,14.4,0.0,0.0,2018,Marseille
5,2017-08-20,17:00,Ligue 1,Matchweek 3,Sun,Home,D,1,1,Angers,1.3,0.6,59.0,51966.0,Florian Thauvin,4-2-3-1,Jérôme Miguelgorry,Match Report,,12.0,1.0,14.6,0.0,0.0,2018,Marseille
7,2017-08-27,21:00,Ligue 1,Matchweek 4,Sun,Away,L,1,6,Monaco,1.5,3.8,54.0,16353.0,Rolando,5-4-1,Ruddy Buquet,Match Report,,11.0,3.0,19.6,0.0,0.0,2018,Marseille
8,2017-09-10,21:00,Ligue 1,Matchweek 5,Sun,Home,L,1,3,Rennes,1.5,2.1,65.0,40343.0,Dimitri Payet,4-3-3,Amaury Delerue,Match Report,,10.0,4.0,16.2,0.0,0.0,2018,Marseille
10,2017-09-17,15:00,Ligue 1,Matchweek 6,Sun,Away,W,2,0,Amiens,1.5,0.5,51.0,11698.0,Dimitri Payet,4-2-3-1,Mikael Lesage,Match Report,,22.0,6.0,23.7,0.0,0.0,2018,Marseille
11,2017-09-24,21:00,Ligue 1,Matchweek 7,Sun,Home,W,2,0,Toulouse,2.7,0.7,63.0,39501.0,Dimitri Payet,4-2-3-1,Benoît Millot,Match Report,,23.0,6.0,15.6,0.0,0.0,2018,Marseille
13,2017-10-01,21:00,Ligue 1,Matchweek 8,Sun,Away,W,4,2,Nice,2.6,2.0,38.0,32702.0,Dimitri Payet,4-2-3-1,Benoît Bastien,Match Report,,17.0,9.0,18.1,0.0,0.0,2018,Marseille
14,2017-10-15,21:00,Ligue 1,Matchweek 9,Sun,Away,D,3,3,Strasbourg,3.1,2.0,47.0,26015.0,Dimitri Payet,4-2-3-1,Antony Gautier,Match Report,,21.0,8.0,16.1,0.0,0.0,2018,Marseille
16,2017-10-22,21:00,Ligue 1,Matchweek 10,Sun,Home,D,2,2,Paris S-G,1.2,0.6,33.0,60410.0,Dimitri Payet,4-2-3-1,Ruddy Buquet,Match Report,,11.0,3.0,21.3,0.0,0.0,2018,Marseille
17,2017-10-29,21:00,Ligue 1,Matchweek 11,Sun,Away,W,1,0,Lille,0.8,1.0,37.0,43948.0,Patrice Evra,4-2-3-1,François Letexier,Match Report,,10.0,2.0,22.7,0.0,0.0,2018,Marseille
19,2017-11-05,17:00,Ligue 1,Matchweek 12,Sun,Home,W,5,0,Caen,3.9,1.0,70.0,47687.0,Luiz Gustavo,4-2-3-1,Nicolas Rainville,Match Report,,28.0,11.0,15.1,0.0,0.0,2018,Marseille
20,2017-11-19,21:00,Ligue 1,Matchweek 13,Sun,Away,D,1,1,Bordeaux,1.4,0.4,63.0,37356.0,Dimitri Payet,4-2-3-1,Benoît Millot,Match Report,,14.0,3.0,16.1,0.0,0.0,2018,Marseille
22,2017-11-26,17:00,Ligue 1,Matchweek 14,Sun,Home,W,1,0,Guingamp,2.1,0.2,65.0,43563.0,Dimitri Payet,4-2-3-1,Amaury Delerue,Match Report,,21.0,7.0,19.1,0.0,0.0,2018,Marseille
23,2017-11-29,19:00,Ligue 1,Matchweek 15,Wed,Away,W,3,0,Metz,2.2,0.4,66.0,18046.0,Dimitri Payet,4-2-3-1,Tony Chapron,Match Report,,21.0,8.0,16.8,0.0,0.0,2018,Marseille
24,2017-12-03,21:00,Ligue 1,Matchweek 16,Sun,Away,D,1,1,Montpellier,1.0,1.0,68.0,19230.0,Dimitri Payet,4-2-3-1,Franck Schneider,Match Report,,5.0,1.0,22.6,1.0,1.0,2018,Marseille
26,2017-12-10,21:00,Ligue 1,Matchweek 17,Sun,Home,W,3,0,Saint-Étienne,2.6,0.3,69.0,41943.0,Dimitri Payet,4-2-3-1,Nicolas Rainville,Match Report,,19.0,7.0,14.9,0.0,0.0,2018,Marseille
28,2017-12-17,21:00,Ligue 1,Matchweek 18,Sun,Away,L,0,2,Lyon,1.3,0.9,59.0,57206.0,Dimitri Payet,4-2-3-1,Benoît Bastien,Match Report,,19.0,5.0,20.2,0.0,0.0,2018,Marseille
29,2017-12-20,20:50,Ligue 1,Matchweek 19,Wed,Home,W,3,1,Troyes,1.7,1.3,62.0,37949.0,Dimitri Payet,4-2-3-1,Olivier Thual,Match Report,,20.0,8.0,18.3,0.0,0.0,2018,Marseille
31,2018-01-13,17:00,Ligue 1,Matchweek 20,Sat,Away,W,3,0,Rennes,2.2,1.8,54.0,23700.0,Dimitri Payet,4-2-3-1,Clément Turpin,Match Report,,17.0,4.0,22.3,0.0,1.0,2018,Marseille
32,2018-01-16,19:00,Ligue 1,Matchweek 21,Tue,Home,W,2,0,Strasbourg,3.0,0.2,62.0,38099.0,Luiz Gustavo,4-2-3-1,Ruddy Buquet,Match Report,,14.0,6.0,12.5,0.0,1.0,2018,Marseille
33,2018-01-19,20:45,Ligue 1,Matchweek 22,Fri,Away,W,2,0,Caen,2.2,0.2,61.0,20249.0,Dimitri Payet,4-2-3-1,François Letexier,Match Report,,11.0,3.0,21.1,1.0,1.0,2018,Marseille
35,2018-01-28,21:00,Ligue 1,Matchweek 23,Sun,Home,D,2,2,Monaco,2.4,1.5,54.0,51279.0,Dimitri Payet,4-2-3-1,Antony Gautier,Match Report,,17.0,6.0,15.4,0.0,0.0,2018,Marseille
36,2018-02-02,20:45,Ligue 1,Matchweek 24,Fri,Home,W,6,3,Metz,5.4,1.4,63.0,32745.0,Dimitri Payet,4-2-3-1,Olivier Thual,Match Report,,18.0,9.0,12.3,0.0,0.0,2018,Marseille
38,2018-02-09,20:45,Ligue 1,Matchweek 25,Fri,Away,D,2,2,Saint-Étienne,0.8,1.9,48.0,30162.0,Dimitri Payet,4-2-3-1,Franck Schneider,Match Report,,12.0,4.0,19.3,0.0,0.0,2018,Marseille
40,2018-02-18,21:00,Ligue 1,Matchweek 26,Sun,Home,W,1,0,Bordeaux,1.2,0.3,62.0,47287.0,Dimitri Payet,4-2-3-1,Mikael Lesage,Match Report,,12.0,7.0,17.3,0.0,0.0,2018,Marseille
42,2018-02-25,21:00,Ligue 1,Matchweek 27,Sun,Away,L,0,3,Paris S-G,1.2,0.8,44.0,47490.0,Dimitri Payet,4-2-3-1,Benoît Bastien,Match Report,,15.0,5.0,19.8,0.0,0.0,2018,Marseille
44,2018-03-04,21:00,Ligue 1,Matchweek 28,Sun,Home,D,1,1,Nantes,1.8,1.1,79.0,44203.0,Dimitri Payet,4-2-3-1,Antony Gautier,Match Report,,22.0,4.0,18.1,0.0,0.0,2018,Marseille
46,2018-03-11,21:00,Ligue 1,Matchweek 29,Sun,Away,W,2,1,Toulouse,3.1,1.2,63.0,26320.0,Luiz Gustavo,4-2-3-1,François Letexier,Match Report,,23.0,9.0,17.4,0.0,0.0,2018,Marseille
48,2018-03-18,21:00,Ligue 1,Matchweek 30,Sun,Home,L,2,3,Lyon,1.7,1.2,57.0,60009.0,Dimitri Payet,4-2-3-1,Ruddy Buquet,Match Report,,10.0,5.0,16.5,0.0,0.0,2018,Marseille
49,2018-03-31,17:00,Ligue 1,Matchweek 31,Sat,Away,W,3,1,Dijon,3.4,0.6,56.0,15157.0,Dimitri Payet,4-2-3-1,Jérôme Brisard,Match Report,,9.0,3.0,16.2,1.0,2.0,2018,Marseille
51,2018-04-08,21:00,Ligue 1,Matchweek 32,Sun,Home,D,0,0,Montpellier,1.1,0.3,64.0,39163.0,Dimitri Payet,4-2-3-1,Mikael Lesage,Match Report,,12.0,3.0,15.8,0.0,0.0,2018,Marseille
53,2018-04-15,17:00,Ligue 1,Matchweek 33,Sun,Away,W,3,2,Troyes,1.5,1.6,64.0,18011.0,Dimitri Payet,4-2-3-1,Sébastien Moreira,Match Report,,21.0,9.0,19.3,0.0,0.0,2018,Marseille
54,2018-04-21,17:00,Ligue 1,Matchweek 34,Sat,Home,W,5,1,Lille,2.9,1.1,63.0,51098.0,Dimitri Payet,4-2-3-1,Amaury Delerue,Match Report,,18.0,7.0,16.6,1.0,1.0,2018,Marseille
56,2018-04-29,17:00,Ligue 1,Matchweek 35,Sun,Away,D,1,1,Angers,2.0,1.1,56.0,15794.0,Luiz Gustavo,4-2-3-1,Nicolas Rainville,Match Report,,12.0,4.0,20.1,1.0,1.0,2018,Marseille
58,2018-05-06,21:05,Ligue 1,Matchweek 36,Sun,Home,W,2,1,Nice,2.0,0.9,46.0,51443.0,Dimitri Payet,4-2-3-1,Antony Gautier,Match Report,,18.0,8.0,20.7,0.0,0.0,2018,Marseille
59,2018-05-11,20:45,Ligue 1,Matchweek 37,Fri,Away,D,3,3,Guingamp,1.8,3.4,53.0,18378.0,Florian Thauvin,4-2-3-1,Amaury Delerue,Match Report,,16.0,5.0,14.9,0.0,0.0,2018,Marseille
61,2018-05-19,21:00,Ligue 1,Matchweek 38,Sat,Home,W,2,1,Amiens,2.5,0.6,62.0,56120.0,Luiz Gustavo,4-2-3-1,Jérôme Brisard,Match Report,,27.0,11.0,18.0,0.0,0.0,2018,Marseille
0,2017-08-05,20:00,Ligue 1,Matchweek 1,Sat,Away,D,1,1,Troyes,2.2,1.9,63.0,9968.0,Benjamin André,4-4-1-1,Karim Abed,Match Report,,17.0,3.0,14.7,0.0,0.0,2018,Rennes
1,2017-08-11,20:45,Ligue 1,Matchweek 2,Fri,Home,L,1,2,Lyon,1.0,1.4,51.0,24944.0,Benjamin André,4-4-2,Nicolas Rainville,Match Report,,17.0,5.0,18.1,0.0,0.0,2018,Rennes
2,2017-08-19,20:00,Ligue 1,Matchweek 3,Sat,Home,D,2,2,Dijon,1.2,1.4,40.0,16888.0,Benjamin André,4-4-2,Thomas Léonard,Match Report,,14.0,7.0,18.1,0.0,0.0,2018,Rennes
3,2017-08-26,20:00,Ligue 1,Matchweek 4,Sat,Away,L,2,3,Toulouse,1.3,2.2,55.0,10651.0,Benjamin André,4-4-1-1,Franck Schneider,Match Report,,14.0,3.0,16.6,0.0,0.0,2018,Rennes
4,2017-09-10,21:00,Ligue 1,Matchweek 5,Sun,Away,W,3,1,Marseille,2.1,1.5,35.0,40343.0,Benjamin André,4-4-2,Amaury Delerue,Match Report,,16.0,4.0,20.8,0.0,1.0,2018,Rennes
5,2017-09-17,17:00,Ligue 1,Matchweek 6,Sun,Home,L,0,1,Nice,1.0,0.7,49.0,24892.0,Benjamin André,4-4-1-1,Nicolas Rainville,Match Report,,17.0,4.0,18.6,0.0,0.0,2018,Rennes
6,2017-09-24,15:00,Ligue 1,Matchweek 7,Sun,Away,D,2,2,Saint-Étienne,1.4,1.8,43.0,31043.0,Benjamin André,4-4-1-1,Jérôme Miguelgorry,Match Report,,8.0,3.0,22.0,1.0,1.0,2018,Rennes
7,2017-09-30,20:00,Ligue 1,Matchweek 8,Sat,Home,L,0,1,Caen,0.6,1.5,63.0,18689.0,Benjamin André,4-4-1-1,Amaury Delerue,Match Report,,9.0,2.0,22.0,0.0,0.0,2018,Rennes
8,2017-10-14,20:00,Ligue 1,Matchweek 9,Sat,Away,L,0,2,Guingamp,0.5,3.2,52.0,15902.0,Ludovic Baal,4-4-1-1,Franck Schneider,Match Report,,11.0,0.0,24.2,0.0,0.0,2018,Rennes
9,2017-10-21,20:00,Ligue 1,Matchweek 10,Sat,Home,W,1,0,Lille,0.7,0.7,36.0,21852.0,Benjamin André,4-2-3-1,Olivier Thual,Match Report,,9.0,6.0,26.2,0.0,0.0,2018,Rennes
11,2017-10-28,20:00,Ligue 1,Matchweek 11,Sat,Away,W,1,0,Montpellier,0.6,0.9,58.0,11790.0,Benjamin André,4-2-3-1,Benoît Bastien,Match Report,,7.0,2.0,22.2,0.0,0.0,2018,Rennes
12,2017-11-03,20:45,Ligue 1,Matchweek 12,Fri,Home,W,1,0,Bordeaux,0.6,0.4,47.0,24547.0,Benjamin André,4-4-1-1,Ruddy Buquet,Match Report,,6.0,2.0,15.4,0.0,0.0,2018,Rennes
13,2017-11-18,20:00,Ligue 1,Matchweek 13,Sat,Away,L,1,2,Strasbourg,0.9,1.3,49.0,22707.0,Benjamin André,4-2-3-1,Tony Chapron,Match Report,,13.0,4.0,18.5,0.0,0.0,2018,Rennes
14,2017-11-25,17:00,Ligue 1,Matchweek 14,Sat,Home,W,2,1,Nantes,1.3,1.2,52.0,26151.0,Benjamin André,4-2-3-1,Ruddy Buquet,Match Report,,15.0,4.0,18.4,0.0,0.0,2018,Rennes
15,2017-11-29,19:00,Ligue 1,Matchweek 15,Wed,Away,W,2,1,Angers,1.0,0.5,59.0,10364.0,Benjamin André,4-2-3-1,Nicolas Rainville,Match Report,,8.0,3.0,18.2,0.0,0.0,2018,Rennes
16,2017-12-02,20:00,Ligue 1,Matchweek 16,Sat,Home,W,2,0,Amiens,1.5,0.3,55.0,23051.0,Benjamin André,4-2-3-1,Thomas Léonard,Match Report,,25.0,5.0,18.7,0.0,0.0,2018,Rennes
17,2017-12-09,20:00,Ligue 1,Matchweek 17,Sat,Away,D,1,1,Metz,0.7,1.3,50.0,11239.0,Benjamin André,4-2-3-1,Karim Abed,Match Report,,5.0,4.0,15.5,0.0,0.0,2018,Rennes
19,2017-12-16,17:00,Ligue 1,Matchweek 18,Sat,Home,L,1,4,Paris S-G,2.1,3.6,30.0,29194.0,Romain Danzé,4-1-4-1,Antony Gautier,Match Report,,13.0,2.0,19.9,0.0,1.0,2018,Rennes
20,2017-12-20,20:50,Ligue 1,Matchweek 19,Wed,Away,L,1,2,Monaco,1.3,1.9,40.0,7542.0,Wahbi Khazri,4-1-4-1,Benoît Bastien,Match Report,,7.0,1.0,21.5,1.0,1.0,2018,Rennes
23,2018-01-13,17:00,Ligue 1,Matchweek 20,Sat,Home,L,0,3,Marseille,1.8,2.2,46.0,23700.0,Benjamin André,4-4-2,Clément Turpin,Match Report,,13.0,2.0,19.2,0.0,0.0,2018,Rennes
24,2018-01-17,19:00,Ligue 1,Matchweek 21,Wed,Away,W,2,1,Lille,1.8,0.6,56.0,27816.0,Benjamin André,4-4-1-1,Mikael Lesage,Match Report,,22.0,12.0,19.3,0.0,0.0,2018,Rennes
25,2018-01-20,20:00,Ligue 1,Matchweek 22,Sat,Home,W,1,0,Angers,1.1,0.4,70.0,21186.0,Benjamin André,4-2-3-1,Sébastien Moreira,Match Report,,8.0,1.0,28.2,1.0,1.0,2018,Rennes
26,2018-01-26,20:45,Ligue 1,Matchweek 23,Fri,Away,L,1,2,Dijon,0.9,1.5,48.0,10091.0,Benjamin André,4-2-3-1,Jérôme Brisard,Match Report,,10.0,4.0,16.5,0.0,0.0,2018,Rennes
28,2018-02-04,15:00,Ligue 1,Matchweek 24,Sun,Home,L,0,1,Guingamp,2.3,0.7,48.0,28705.0,Benjamin André,4-2-3-1,Ruddy Buquet,Match Report,,13.0,4.0,16.2,0.0,0.0,2018,Rennes
29,2018-02-11,21:00,Ligue 1,Matchweek 25,Sun,Away,W,2,0,Lyon,1.0,1.1,34.0,39189.0,Wahbi Khazri,4-4-1-1,Amaury Delerue,Match Report,,6.0,3.0,19.6,0.0,0.0,2018,Rennes
30,2018-02-17,20:00,Ligue 1,Matchweek 26,Sat,Away,D,2,2,Caen,1.5,3.2,40.0,16083.0,Benjamin André,4-3-3,Sandro Schärer,Match Report,,11.0,5.0,21.0,0.0,0.0,2018,Rennes
31,2018-02-24,20:00,Ligue 1,Matchweek 27,Sat,Home,W,2,0,Troyes,1.7,0.4,59.0,17536.0,Romain Danzé,4-2-3-1,Thomas Léonard,Match Report,,10.0,5.0,17.5,1.0,1.0,2018,Rennes
32,2018-03-03,20:00,Ligue 1,Matchweek 28,Sat,Away,W,2,0,Amiens,1.1,1.6,52.0,10241.0,Benjamin André,4-3-3,Nicolas Rainville,Match Report,,18.0,5.0,22.9,0.0,0.0,2018,Rennes
33,2018-03-10,20:00,Ligue 1,Matchweek 29,Sat,Home,D,1,1,Saint-Étienne,1.5,1.6,56.0,25655.0,Benjamin André,4-2-3-1,Benoît Bastien,Match Report,,18.0,6.0,18.5,0.0,0.0,2018,Rennes
34,2018-03-17,17:00,Ligue 1,Matchweek 30,Sat,Away,W,2,0,Bordeaux,1.0,0.5,46.0,32626.0,Romain Danzé,4-2-3-1,Mikael Lesage,Match Report,,6.0,3.0,20.1,0.0,0.0,2018,Rennes
35,2018-04-04,18:45,Ligue 1,Matchweek 31,Wed,Home,D,1,1,Monaco,2.1,1.1,55.0,17448.0,Romain Danzé,4-1-4-1,Amaury Delerue,Match Report,,20.0,7.0,19.5,0.0,0.0,2018,Rennes
36,2018-04-08,15:00,Ligue 1,Matchweek 32,Sun,Away,D,1,1,Nice,0.9,0.6,41.0,23827.0,Benjamin André,4-4-1-1,Jérôme Brisard,Match Report,,9.0,3.0,25.6,0.0,0.0,2018,Rennes
37,2018-04-14,20:00,Ligue 1,Matchweek 33,Sat,Home,L,1,2,Metz,2.1,1.2,66.0,22855.0,Romain Danzé,4-2-3-1,Hakim Ben El Hadj Salem,Match Report,,14.0,2.0,20.5,0.0,0.0,2018,Rennes
38,2018-04-20,19:30,Ligue 1,Matchweek 34,Fri,Away,D,1,1,Nantes,0.9,1.5,60.0,32431.0,Romain Danzé,4-3-3,Benoît Bastien,Match Report,,15.0,3.0,17.2,0.0,0.0,2018,Rennes
39,2018-04-29,15:00,Ligue 1,Matchweek 35,Sun,Home,W,2,1,Toulouse,1.7,1.0,53.0,20138.0,Romain Danzé,4-3-3,Stéphane Jochem,Match Report,,6.0,3.0,13.6,0.0,0.0,2018,Rennes
40,2018-05-06,17:00,Ligue 1,Matchweek 36,Sun,Home,W,2,1,Strasbourg,2.6,0.8,45.0,23554.0,Romain Danzé,4-1-4-1,Benoît Millot,Match Report,,13.0,1.0,21.0,1.0,1.0,2018,Rennes
41,2018-05-12,21:00,Ligue 1,Matchweek 37,Sat,Away,W,2,0,Paris S-G,1.1,1.0,37.0,47352.0,Benjamin André,4-1-4-1,Jérôme Brisard,Match Report,,9.0,1.0,25.3,1.0,1.0,2018,Rennes
42,2018-05-19,21:00,Ligue 1,Matchweek 38,Sat,Home,D,1,1,Montpellier,0.5,0.7,57.0,28126.0,Benjamin André,4-3-3,Karim Abed,Match Report,,9.0,1.0,19.5,0.0,0.0,2018,Rennes
2,2017-08-06,17:00,Ligue 1,Matchweek 1,Sun,Away,D,2,2,Angers,1.7,1.2,56.0,11767.0,Jérémy Toulalan,4-3-3,Sébastien Desiage,Match Report,,7.0,3.0,13.9,0.0,0.0,2018,Bordeaux
3,2017-08-12,20:00,Ligue 1,Matchweek 2,Sat,Home,W,2,0,Metz,2.0,0.3,51.0,22095.0,Jérémy Toulalan,4-3-3,Mikael Lesage,Match Report,,12.0,5.0,16.4,0.0,0.0,2018,Bordeaux
4,2017-08-19,17:00,Ligue 1,Matchweek 3,Sat,Away,D,3,3,Lyon,0.9,0.7,59.0,42073.0,Jérémy Toulalan,4-3-3,Clément Turpin,Match Report,,16.0,6.0,21.8,0.0,0.0,2018,Bordeaux
5,2017-08-26,20:00,Ligue 1,Matchweek 4,Sat,Home,W,2,1,Troyes,2.5,0.7,56.0,19002.0,Jérémy Toulalan,4-3-3,Tony Chapron,Match Report,,13.0,7.0,15.5,0.0,0.0,2018,Bordeaux
6,2017-09-08,19:00,Ligue 1,Matchweek 5,Fri,Away,D,0,0,Lille,1.0,0.4,59.0,27464.0,Jérémy Toulalan,4-3-3,François Letexier,Match Report,,18.0,1.0,22.0,0.0,0.0,2018,Bordeaux
7,2017-09-15,20:45,Ligue 1,Matchweek 6,Fri,Away,W,1,0,Toulouse,0.8,1.2,55.0,13616.0,Jérémy Toulalan,4-3-3,Clément Turpin,Match Report,,14.0,4.0,22.0,0.0,0.0,2018,Bordeaux
8,2017-09-23,20:00,Ligue 1,Matchweek 7,Sat,Home,W,3,1,Guingamp,2.7,1.4,56.0,20603.0,Jérémy Toulalan,4-3-3,Benoît Bastien,Match Report,,20.0,6.0,19.2,0.0,1.0,2018,Bordeaux
9,2017-09-30,17:00,Ligue 1,Matchweek 8,Sat,Away,L,2,6,Paris S-G,2.1,2.0,41.0,47537.0,Jérémy Toulalan,4-3-3,François Letexier,Match Report,,17.0,5.0,20.5,1.0,1.0,2018,Bordeaux
10,2017-10-15,15:00,Ligue 1,Matchweek 9,Sun,Home,D,1,1,Nantes,1.1,1.1,56.0,31048.0,Jérémy Toulalan,4-3-3,Karim Abed,Match Report,,18.0,3.0,20.7,0.0,0.0,2018,Bordeaux
11,2017-10-21,20:00,Ligue 1,Matchweek 10,Sat,Away,L,0,1,Amiens,1.1,1.1,59.0,12297.0,Jérémy Toulalan,4-3-3,Sébastien Desiage,Match Report,,14.0,4.0,19.0,0.0,0.0,2018,Bordeaux
12,2017-10-28,17:00,Ligue 1,Matchweek 11,Sat,Home,L,0,2,Monaco,1.6,1.3,54.0,28831.0,Jérémy Toulalan,4-3-3,Antony Gautier,Match Report,,12.0,3.0,15.5,0.0,0.0,2018,Bordeaux
13,2017-11-03,20:45,Ligue 1,Matchweek 12,Fri,Away,L,0,1,Rennes,0.4,0.6,53.0,24547.0,Jérémy Toulalan,4-3-3,Ruddy Buquet,Match Report,,6.0,0.0,22.3,0.0,0.0,2018,Bordeaux
14,2017-11-19,21:00,Ligue 1,Matchweek 13,Sun,Home,D,1,1,Marseille,0.4,1.4,37.0,37356.0,Jérémy Toulalan,4-3-3,Benoît Millot,Match Report,,9.0,3.0,26.4,0.0,0.0,2018,Bordeaux
15,2017-11-25,20:00,Ligue 1,Matchweek 14,Sat,Away,L,0,1,Caen,1.2,1.0,59.0,15275.0,Jérémy Toulalan,4-3-3,Karim Abed,Match Report,,10.0,2.0,16.0,0.0,0.0,2018,Bordeaux
16,2017-11-28,21:00,Ligue 1,Matchweek 15,Tue,Home,W,3,0,Saint-Étienne,0.9,1.0,46.0,21115.0,Jérémy Toulalan,4-2-3-1,Mikael Lesage,Match Report,,12.0,6.0,21.7,0.0,0.0,2018,Bordeaux
17,2017-12-01,20:45,Ligue 1,Matchweek 16,Fri,Away,L,2,3,Dijon,1.3,2.2,48.0,10631.0,Jérémy Toulalan,4-2-3-1,Benoît Bastien,Match Report,,14.0,4.0,21.5,0.0,0.0,2018,Bordeaux
18,2017-12-08,20:45,Ligue 1,Matchweek 17,Fri,Home,L,0,3,Strasbourg,0.8,1.9,62.0,24515.0,Jérémy Toulalan,4-2-3-1,Jérôme Brisard,Match Report,,11.0,2.0,17.6,0.0,0.0,2018,Bordeaux
20,2017-12-17,17:00,Ligue 1,Matchweek 18,Sun,Away,L,0,1,Nice,0.7,1.7,32.0,22831.0,Jérémy Toulalan,5-3-2,Ruddy Buquet,Match Report,,11.0,0.0,19.1,0.0,0.0,2018,Bordeaux
21,2017-12-20,20:50,Ligue 1,Matchweek 19,Wed,Home,L,0,2,Montpellier,0.5,1.1,54.0,16429.0,Jérémy Toulalan,4-2-3-1,Sébastien Desiage,Match Report,,8.0,1.0,16.3,0.0,0.0,2018,Bordeaux
23,2018-01-13,20:00,Ligue 1,Matchweek 20,Sat,Away,W,1,0,Troyes,0.8,1.4,40.0,10822.0,Jérémy Toulalan,4-3-3,Jérôme Brisard,Match Report,,10.0,4.0,22.2,0.0,0.0,2018,Bordeaux
24,2018-01-16,19:00,Ligue 1,Matchweek 21,Tue,Home,L,0,2,Caen,0.6,1.1,48.0,14368.0,Jérémy Toulalan,4-3-3,Stéphane Jochem,Match Report,,13.0,5.0,22.0,0.0,0.0,2018,Bordeaux
25,2018-01-20,17:00,Ligue 1,Matchweek 22,Sat,Away,W,1,0,Nantes,0.4,0.7,45.0,26076.0,Benoît Costil,4-2-3-1,Johan Hamel,Match Report,,9.0,3.0,22.7,0.0,0.0,2018,Bordeaux
26,2018-01-28,17:00,Ligue 1,Matchweek 23,Sun,Home,W,3,1,Lyon,2.6,0.5,35.0,29310.0,Benoît Costil,4-3-3,François Letexier,Match Report,,7.0,2.0,22.3,2.0,2.0,2018,Bordeaux
27,2018-02-03,20:00,Ligue 1,Matchweek 24,Sat,Away,W,2,0,Strasbourg,0.5,0.4,44.0,24662.0,Benoît Costil,4-3-3,Jérôme Brisard,Match Report,,7.0,4.0,14.1,0.0,0.0,2018,Bordeaux
28,2018-02-10,20:00,Ligue 1,Matchweek 25,Sat,Home,W,3,2,Amiens,2.2,1.6,56.0,19889.0,Benoît Costil,4-3-3,Benoît Bastien,Match Report,,14.0,4.0,17.4,0.0,0.0,2018,Bordeaux
29,2018-02-18,21:00,Ligue 1,Matchweek 26,Sun,Away,L,0,1,Marseille,0.3,1.2,38.0,47287.0,Benoît Costil,4-3-3,Mikael Lesage,Match Report,,5.0,1.0,19.9,0.0,0.0,2018,Bordeaux
30,2018-02-25,15:00,Ligue 1,Matchweek 27,Sun,Home,D,0,0,Nice,2.1,0.2,45.0,23027.0,Benoît Costil,4-3-3,Franck Schneider,Match Report,,23.0,6.0,18.0,0.0,0.0,2018,Bordeaux
31,2018-03-02,20:45,Ligue 1,Matchweek 28,Fri,Away,L,1,2,Monaco,0.5,3.5,51.0,7419.0,Benoît Costil,4-3-3,Ruddy Buquet,Match Report,,6.0,1.0,19.9,0.0,0.0,2018,Bordeaux
32,2018-03-10,20:00,Ligue 1,Matchweek 29,Sat,Home,D,0,0,Angers,1.0,0.6,63.0,17194.0,Benoît Costil,4-3-3,Johan Hamel,Match Report,,12.0,2.0,21.7,0.0,0.0,2018,Bordeaux
33,2018-03-17,17:00,Ligue 1,Matchweek 30,Sat,Home,L,0,2,Rennes,0.5,1.0,54.0,32626.0,Benoît Costil,4-3-3,Mikael Lesage,Match Report,,9.0,2.0,18.6,0.0,0.0,2018,Bordeaux
34,2018-04-01,15:00,Ligue 1,Matchweek 31,Sun,Away,L,1,2,Guingamp,2.4,1.0,53.0,15427.0,Benoît Costil,4-3-3,Sébastien Moreira,Match Report,,14.0,5.0,15.9,0.0,1.0,2018,Bordeaux
35,2018-04-07,20:00,Ligue 1,Matchweek 32,Sat,Home,W,2,1,Lille,2.1,0.7,65.0,34997.0,Benoît Costil,4-3-3,Thomas Léonard,Match Report,,15.0,6.0,19.9,0.0,0.0,2018,Bordeaux
36,2018-04-15,15:00,Ligue 1,Matchweek 33,Sun,Away,W,3,1,Montpellier,1.5,1.9,48.0,13520.0,Benoît Costil,4-1-2-1-2◆,Karim Abed,Match Report,,9.0,4.0,13.8,0.0,0.0,2018,Bordeaux
37,2018-04-22,21:00,Ligue 1,Matchweek 34,Sun,Home,L,0,1,Paris S-G,1.2,0.8,37.0,41290.0,Benoît Costil,4-3-3,Antony Gautier,Match Report,,21.0,8.0,18.8,0.0,0.0,2018,Bordeaux
38,2018-04-28,20:00,Ligue 1,Matchweek 35,Sat,Home,W,3,1,Dijon,1.9,1.4,46.0,22584.0,Benoît Costil,4-3-3,Johan Hamel,Match Report,,9.0,3.0,23.4,1.0,1.0,2018,Bordeaux
