,date,time,comp,round,day,venue,result,gf,ga,opponent,xg,xga,poss,attendance,captain,formation,referee,match report,notes,sh,sot,dist,pk,pkatt,season,team
1,2017-08-05,17:15,Ligue 1,Matchweek 1,Sat,Home,W,2,0,Amiens,2.6,0.3,68.0,46898.0,Thiago Silva,4-3-3,Mikael Lesage,Match Report,,16.0,5.0,17.0,0.0,0.0,2018,Paris Saint Germain
2,2017-08-13,21:00,Ligue 1,Matchweek 2,Sun,Away,W,3,0,Guingamp,2.0,0.1,73.0,18378.0,Thiago Silva,4-3-3,Antony Gautier,Match Report,,21.0,8.0,19.0,0.0,0.0,2018,Paris Saint Germain
3,2017-08-20,21:00,Ligue 1,Matchweek 3,Sun,Home,W,6,2,Toulouse,2.6,0.5,72.0,47221.0,Thiago Silva,4-3-3,Amaury Delerue,Match Report,,22.0,13.0,21.5,1.0,1.0,2018,Paris Saint Germain
4,2017-08-25,20:45,Ligue 1,Matchweek 4,Fri,Home,W,3,0,Saint-Étienne,2.2,0.7,61.0,46957.0,Thiago Motta,4-3-3,Clément Turpin,Match Report,,13.0,3.0,20.8,1.0,1.0,2018,Paris Saint Germain
5,2017-09-08,20:45,Ligue 1,Matchweek 5,Fri,Away,W,5,1,Metz,4.8,1.2,72.0,25015.0,Thiago Motta,4-2-3-1,Sébastien Desiage,Match Report,,23.0,11.0,14.2,0.0,0.0,2018,Paris Saint Germain
7,2017-09-17,21:00,Ligue 1,Matchweek 6,Sun,Home,W,2,0,Lyon,2.0,0.8,69.0,47191.0,Thiago Silva,4-2-3-1,Ruddy Buquet,Match Report,,13.0,4.0,15.8,0.0,1.0,2018,Paris Saint Germain
8,2017-09-23,17:00,Ligue 1,Matchweek 7,Sat,Away,D,0,0,Montpellier,0.8,0.2,74.0,20975.0,Thiago Silva,4-3-3,Clément Turpin,Match Report,,10.0,1.0,15.6,0.0,0.0,2018,Paris Saint Germain
10,2017-09-30,17:00,Ligue 1,Matchweek 8,Sat,Home,W,6,2,Bordeaux,2.0,2.1,59.0,47537.0,Marquinhos,4-2-3-1,François Letexier,Match Report,,10.0,8.0,18.0,1.0,1.0,2018,Paris Saint Germain
11,2017-10-14,17:00,Ligue 1,Matchweek 9,Sat,Away,W,2,1,Dijon,2.2,0.9,66.0,15160.0,Marquinhos,4-3-3,Jérôme Miguelgorry,Match Report,,18.0,8.0,15.8,0.0,0.0,2018,Paris Saint Germain
13,2017-10-22,21:00,Ligue 1,Matchweek 10,Sun,Away,D,2,2,Marseille,0.6,1.2,67.0,60410.0,Thiago Silva,4-3-3,Ruddy Buquet,Match Report,,7.0,3.0,14.9,0.0,0.0,2018,Paris Saint Germain
14,2017-10-27,20:45,Ligue 1,Matchweek 11,Fri,Home,W,3,0,Nice,3.1,0.3,66.0,47224.0,Thiago Silva,4-3-3,Tony Chapron,Match Report,,16.0,8.0,17.0,0.0,0.0,2018,Paris Saint Germain
16,2017-11-04,17:00,Ligue 1,Matchweek 12,Sat,Away,W,5,0,Angers,2.5,0.5,69.0,12381.0,Thiago Silva,4-3-3,Benoît Bastien,Match Report,,14.0,7.0,18.6,0.0,0.0,2018,Paris Saint Germain
17,2017-11-18,17:00,Ligue 1,Matchweek 13,Sat,Home,W,4,1,Nantes,1.9,1.0,73.0,47680.0,Thiago Silva,4-3-3,Nicolas Rainville,Match Report,,22.0,9.0,19.1,0.0,0.0,2018,Paris Saint Germain
19,2017-11-26,21:00,Ligue 1,Matchweek 14,Sun,Away,W,2,1,Monaco,4.2,0.4,66.0,16588.0,Thiago Silva,4-3-3,François Letexier,Match Report,,17.0,4.0,17.2,1.0,1.0,2018,Paris Saint Germain
20,2017-11-29,21:00,Ligue 1,Matchweek 15,Wed,Home,W,2,0,Troyes,1.6,0.4,63.0,40920.0,Thiago Silva,4-3-3,Jérôme Brisard,Match Report,,18.0,5.0,21.7,0.0,1.0,2018,Paris Saint Germain
21,2017-12-02,17:00,Ligue 1,Matchweek 16,Sat,Away,L,1,2,Strasbourg,3.1,0.3,73.0,25327.0,Marquinhos,4-3-3,Ruddy Buquet,Match Report,,29.0,5.0,15.5,0.0,0.0,2018,Paris Saint Germain
23,2017-12-09,17:00,Ligue 1,Matchweek 17,Sat,Home,W,3,1,Lille,1.4,0.6,62.0,47176.0,Marquinhos,4-3-3,Johan Hamel,Match Report,,14.0,5.0,19.2,0.0,0.0,2018,Paris Saint Germain
25,2017-12-16,17:00,Ligue 1,Matchweek 18,Sat,Away,W,4,1,Rennes,3.6,2.1,70.0,29194.0,Marquinhos,4-3-3,Antony Gautier,Match Report,,21.0,9.0,15.6,0.0,0.0,2018,Paris Saint Germain
26,2017-12-20,20:50,Ligue 1,Matchweek 19,Wed,Home,W,3,1,Caen,2.2,1.1,68.0,47490.0,Thiago Silva,4-3-3,Karim Abed,Match Report,,21.0,7.0,17.2,0.0,0.0,2018,Paris Saint Germain
29,2018-01-14,21:00,Ligue 1,Matchweek 20,Sun,Away,W,1,0,Nantes,2.1,0.9,67.0,34486.0,Marquinhos,4-3-3,Tony Chapron,Match Report,,20.0,3.0,16.8,0.0,0.0,2018,Paris Saint Germain
30,2018-01-17,21:00,Ligue 1,Matchweek 21,Wed,Home,W,8,0,Dijon,3.9,0.2,69.0,47483.0,Thiago Silva,4-3-3,Olivier Thual,Match Report,,21.0,13.0,16.8,1.0,1.0,2018,Paris Saint Germain
31,2018-01-21,21:00,Ligue 1,Matchweek 22,Sun,Away,L,1,2,Lyon,0.6,0.8,62.0,57582.0,Thiago Silva,4-3-3,Clément Turpin,Match Report,,11.0,3.0,21.9,0.0,0.0,2018,Paris Saint Germain
33,2018-01-27,17:00,Ligue 1,Matchweek 23,Sat,Home,W,4,0,Montpellier,4.1,0.8,69.0,47379.0,Thiago Silva,4-3-3,Franck Schneider,Match Report,,10.0,6.0,14.0,1.0,1.0,2018,Paris Saint Germain
35,2018-02-03,17:00,Ligue 1,Matchweek 24,Sat,Away,W,3,0,Lille,1.7,0.3,69.0,49082.0,Thiago Silva,4-3-3,Johan Hamel,Match Report,,19.0,9.0,19.8,0.0,0.0,2018,Paris Saint Germain
37,2018-02-10,17:00,Ligue 1,Matchweek 25,Sat,Away,W,1,0,Toulouse,1.8,0.1,77.0,31909.0,Marquinhos,4-3-3,Ruddy Buquet,Match Report,,21.0,5.0,20.2,0.0,0.0,2018,Paris Saint Germain
39,2018-02-17,17:00,Ligue 1,Matchweek 26,Sat,Home,W,5,2,Strasbourg,4.5,0.7,63.0,47059.0,Thiago Silva,4-3-3,Thomas Léonard,Match Report,,20.0,10.0,14.8,0.0,0.0,2018,Paris Saint Germain
40,2018-02-25,21:00,Ligue 1,Matchweek 27,Sun,Home,W,3,0,Marseille,0.8,1.2,56.0,47490.0,Thiago Silva,4-3-3,Benoît Bastien,Match Report,,9.0,2.0,17.7,0.0,0.0,2018,Paris Saint Germain
42,2018-03-03,17:00,Ligue 1,Matchweek 28,Sat,Away,W,2,0,Troyes,2.0,0.4,72.0,20006.0,Thiago Silva,4-3-3,Karim Abed,Match Report,,20.0,13.0,20.5,0.0,0.0,2018,Paris Saint Germain
44,2018-03-10,17:00,Ligue 1,Matchweek 29,Sat,Home,W,5,0,Metz,4.0,0.4,58.0,47227.0,Thiago Silva,4-3-3,Amaury Delerue,Match Report,,18.0,10.0,14.7,0.0,0.0,2018,Paris Saint Germain
45,2018-03-14,17:00,Ligue 1,Matchweek 31,Wed,Home,W,2,1,Angers,1.7,2.0,65.0,46757.0,Thiago Silva,4-3-3,Sébastien Desiage,Match Report,,14.0,7.0,14.1,0.0,0.0,2018,Paris Saint Germain
46,2018-03-18,13:00,Ligue 1,Matchweek 30,Sun,Away,W,2,1,Nice,2.3,1.4,59.0,33478.0,Thiago Silva,4-3-3,François Letexier,Match Report,,19.0,7.0,17.9,0.0,0.0,2018,Paris Saint Germain
48,2018-04-06,20:45,Ligue 1,Matchweek 32,Fri,Away,D,1,1,Saint-Étienne,1.1,3.0,53.0,37602.0,Marquinhos,4-3-3,Nicolas Rainville,Match Report,,8.0,2.0,16.9,0.0,0.0,2018,Paris Saint Germain
49,2018-04-15,21:00,Ligue 1,Matchweek 33,Sun,Home,W,7,1,Monaco,2.9,1.9,59.0,46869.0,Thiago Silva,4-3-3,Ruddy Buquet,Match Report,,12.0,7.0,12.3,0.0,0.0,2018,Paris Saint Germain
51,2018-04-22,21:00,Ligue 1,Matchweek 34,Sun,Away,W,1,0,Bordeaux,0.8,1.2,63.0,41290.0,Marquinhos,4-2-3-1,Antony Gautier,Match Report,,10.0,2.0,19.9,0.0,0.0,2018,Paris Saint Germain
52,2018-04-29,21:00,Ligue 1,Matchweek 35,Sun,Home,D,2,2,Guingamp,2.1,2.0,65.0,47759.0,Thiago Silva,4-3-3,Sébastien Moreira,Match Report,,14.0,2.0,17.2,1.0,1.0,2018,Paris Saint Germain
53,2018-05-04,20:45,Ligue 1,Matchweek 36,Fri,Away,D,2,2,Amiens,2.2,0.6,67.0,11676.0,Thiago Motta,4-3-3,Hakim Ben El Hadj Salem,Match Report,,23.0,7.0,17.0,0.0,0.0,2018,Paris Saint Germain
55,2018-05-12,21:00,Ligue 1,Matchweek 37,Sat,Home,L,0,2,Rennes,1.0,1.1,63.0,47352.0,Thiago Motta,4-3-3,Jérôme Brisard,Match Report,,14.0,5.0,18.7,0.0,0.0,2018,Paris Saint Germain
56,2018-05-19,21:00,Ligue 1,Matchweek 38,Sat,Away,D,0,0,Caen,1.1,0.9,74.0,19999.0,Thiago Motta,4-3-3,Antony Gautier,Match Report,,7.0,2.0,13.0,0.0,0.0,2018,Paris Saint Germain
1,2017-08-04,20:45,Ligue 1,Matchweek 1,Fri,Home,W,3,2,Toulouse,2.0,0.3,70.0,13572.0,Radamel Falcao,4-4-2,Clément Turpin,Match Report,,17.0,7.0,15.9,0.0,0.0,2018,Monaco
2,2017-08-13,17:00,Ligue 1,Matchweek 2,Sun,Away,W,4,1,Dijon,1.6,1.1,53.0,14295.0,Radamel Falcao,4-4-2,Tony Chapron,Match Report,,16.0,6.0,17.0,0.0,0.0,2018,Monaco
3,2017-08-18,20:45,Ligue 1,Matchweek 3,Fri,Away,W,1,0,Metz,2.2,0.8,56.0,18136.0,Radamel Falcao,4-4-2,François Letexier,Match Report,,22.0,5.0,18.7,0.0,0.0,2018,Monaco
4,2017-08-27,21:00,Ligue 1,Matchweek 4,Sun,Home,W,6,1,Marseille,3.8,1.5,46.0,16353.0,Radamel Falcao,4-4-2,Ruddy Buquet,Match Report,,12.0,6.0,15.6,2.0,2.0,2018,Monaco
5,2017-09-09,17:00,Ligue 1,Matchweek 5,Sat,Away,L,0,4,Nice,0.9,2.7,54.0,28995.0,Radamel Falcao,4-4-2,Clément Turpin,Match Report,,11.0,1.0,17.6,0.0,0.0,2018,Monaco
7,2017-09-16,17:00,Ligue 1,Matchweek 6,Sat,Home,W,3,0,Strasbourg,2.5,0.9,59.0,8310.0,Radamel Falcao,4-4-2,Johan Hamel,Match Report,,14.0,5.0,17.5,0.0,0.0,2018,Monaco
8,2017-09-22,20:45,Ligue 1,Matchweek 7,Fri,Away,W,4,0,Lille,2.7,1.2,38.0,34146.0,Radamel Falcao,4-4-2,Franck Schneider,Match Report,,11.0,6.0,18.2,1.0,1.0,2018,Monaco
10,2017-09-29,20:45,Ligue 1,Matchweek 8,Fri,Home,D,1,1,Montpellier,0.9,1.1,51.0,7053.0,Radamel Falcao,4-4-2,Tony Chapron,Match Report,,8.0,1.0,19.0,0.0,0.0,2018,Monaco
11,2017-10-13,20:45,Ligue 1,Matchweek 9,Fri,Away,L,2,3,Lyon,1.7,1.7,40.0,43295.0,Danijel Subašić,4-2-3-1,Benoît Bastien,Match Report,,14.0,6.0,18.5,0.0,0.0,2018,Monaco
13,2017-10-21,17:00,Ligue 1,Matchweek 10,Sat,Home,W,2,0,Caen,2.3,0.5,48.0,8040.0,Radamel Falcao,4-2-3-1,Thomas Léonard,Match Report,,14.0,5.0,19.4,1.0,1.0,2018,Monaco
14,2017-10-28,17:00,Ligue 1,Matchweek 11,Sat,Away,W,2,0,Bordeaux,1.3,1.6,46.0,28831.0,Andrea Raggi,4-2-3-1,Antony Gautier,Match Report,,12.0,4.0,17.4,0.0,0.0,2018,Monaco
16,2017-11-04,20:00,Ligue 1,Matchweek 12,Sat,Home,W,6,0,Guingamp,2.7,0.5,51.0,7066.0,Andrea Raggi,4-2-3-1,Mikael Lesage,Match Report,,17.0,8.0,19.7,1.0,1.0,2018,Monaco
17,2017-11-17,20:45,Ligue 1,Matchweek 13,Fri,Away,D,1,1,Amiens,1.0,1.1,63.0,9198.0,Radamel Falcao,4-4-2,Jérôme Miguelgorry,Match Report,,15.0,4.0,19.1,0.0,0.0,2018,Monaco
19,2017-11-26,21:00,Ligue 1,Matchweek 14,Sun,Home,L,1,2,Paris S-G,0.4,4.2,34.0,16588.0,Radamel Falcao,4-1-2-1-2◆,François Letexier,Match Report,,8.0,2.0,22.3,0.0,0.0,2018,Monaco
20,2017-11-29,19:00,Ligue 1,Matchweek 15,Wed,Away,L,0,1,Nantes,0.5,0.8,48.0,24800.0,Radamel Falcao,4-2-3-1,Benoît Millot,Match Report,,9.0,1.0,18.2,0.0,0.0,2018,Monaco
21,2017-12-02,20:00,Ligue 1,Matchweek 16,Sat,Home,W,1,0,Angers,0.3,0.8,58.0,6545.0,Radamel Falcao,4-2-3-1,Antony Gautier,Match Report,,5.0,3.0,18.4,0.0,0.0,2018,Monaco
23,2017-12-09,20:00,Ligue 1,Matchweek 17,Sat,Home,W,3,2,Troyes,1.2,1.6,67.0,8935.0,Radamel Falcao,4-2-2-2,Franck Schneider,Match Report,,19.0,6.0,17.8,0.0,0.0,2018,Monaco
25,2017-12-15,20:45,Ligue 1,Matchweek 18,Fri,Away,W,4,0,Saint-Étienne,2.1,0.3,58.0,23107.0,Radamel Falcao,4-2-3-1,Amaury Delerue,Match Report,,22.0,9.0,17.4,0.0,0.0,2018,Monaco
26,2017-12-20,20:50,Ligue 1,Matchweek 19,Wed,Home,W,2,1,Rennes,1.9,1.3,60.0,7542.0,Radamel Falcao,4-2-3-1,Benoît Bastien,Match Report,,14.0,4.0,16.9,0.0,0.0,2018,Monaco
29,2018-01-13,20:00,Ligue 1,Matchweek 20,Sat,Away,D,0,0,Montpellier,0.8,1.0,49.0,14643.0,Danijel Subašić,4-2-3-1,Antony Gautier,Match Report,,13.0,6.0,20.9,0.0,0.0,2018,Monaco
30,2018-01-16,21:00,Ligue 1,Matchweek 21,Tue,Home,D,2,2,Nice,1.6,1.2,45.0,10533.0,Radamel Falcao,4-2-3-1,François Letexier,Match Report,,6.0,3.0,14.7,0.0,0.0,2018,Monaco
31,2018-01-21,17:00,Ligue 1,Matchweek 22,Sun,Home,W,3,1,Metz,2.4,0.1,61.0,6333.0,Radamel Falcao,4-3-3,Mikael Lesage,Match Report,,13.0,6.0,15.2,0.0,0.0,2018,Monaco
33,2018-01-28,21:00,Ligue 1,Matchweek 23,Sun,Away,D,2,2,Marseille,1.5,2.4,46.0,51279.0,Radamel Falcao,4-2-3-1,Antony Gautier,Match Report,,9.0,3.0,19.6,0.0,0.0,2018,Monaco
35,2018-02-04,21:00,Ligue 1,Matchweek 24,Sun,Home,W,3,2,Lyon,1.4,0.9,32.0,10301.0,Radamel Falcao,4-2-3-1,Benoît Bastien,Match Report,,11.0,6.0,22.8,0.0,1.0,2018,Monaco
36,2018-02-10,20:00,Ligue 1,Matchweek 25,Sat,Away,W,4,0,Angers,1.8,0.6,56.0,12759.0,Andrea Raggi,4-2-3-1,Thomas Léonard,Match Report,,10.0,6.0,15.2,0.0,0.0,2018,Monaco
37,2018-02-16,20:45,Ligue 1,Matchweek 26,Fri,Home,W,4,0,Dijon,2.3,0.4,48.0,6418.0,Andrea Raggi,4-2-3-1,Johan Hamel,Match Report,,13.0,4.0,17.9,1.0,1.0,2018,Monaco
38,2018-02-24,17:00,Ligue 1,Matchweek 27,Sat,Away,D,3,3,Toulouse,2.2,1.5,54.0,13184.0,Andrea Raggi,4-2-3-1,Benoît Millot,Match Report,,9.0,5.0,11.9,0.0,0.0,2018,Monaco
39,2018-03-02,20:45,Ligue 1,Matchweek 28,Fri,Home,W,2,1,Bordeaux,3.5,0.5,49.0,7419.0,Andrea Raggi,4-2-3-1,Ruddy Buquet,Match Report,,18.0,5.0,13.2,0.0,0.0,2018,Monaco
40,2018-03-09,20:45,Ligue 1,Matchweek 29,Fri,Away,W,3,1,Strasbourg,1.1,2.6,42.0,23814.0,Andrea Raggi,4-2-3-1,Antony Gautier,Match Report,,10.0,4.0,14.7,0.0,0.0,2018,Monaco
41,2018-03-16,20:45,Ligue 1,Matchweek 30,Fri,Home,W,2,1,Lille,1.7,0.9,46.0,7147.0,Radamel Falcao,4-2-3-1,Clément Turpin,Match Report,,10.0,4.0,15.0,0.0,0.0,2018,Monaco
43,2018-04-04,18:45,Ligue 1,Matchweek 31,Wed,Away,D,1,1,Rennes,1.1,2.1,45.0,17448.0,Radamel Falcao,4-4-1-1,Amaury Delerue,Match Report,,8.0,2.0,18.4,0.0,0.0,2018,Monaco
44,2018-04-07,17:00,Ligue 1,Matchweek 32,Sat,Home,W,2,1,Nantes,0.3,0.4,63.0,8557.0,Radamel Falcao,4-2-3-1,François Letexier,Match Report,,6.0,3.0,20.8,0.0,0.0,2018,Monaco
45,2018-04-15,21:00,Ligue 1,Matchweek 33,Sun,Away,L,1,7,Paris S-G,1.9,2.9,41.0,46869.0,Radamel Falcao,4-2-3-1,Ruddy Buquet,Match Report,,11.0,2.0,19.1,0.0,0.0,2018,Monaco
46,2018-04-21,20:00,Ligue 1,Matchweek 34,Sat,Away,L,1,3,Guingamp,0.2,3.3,36.0,14968.0,Radamel Falcao,4-2-3-1,Benoît Millot,Match Report,,4.0,1.0,18.0,0.0,0.0,2018,Monaco
47,2018-04-28,20:00,Ligue 1,Matchweek 35,Sat,Home,D,0,0,Amiens,0.8,0.7,62.0,8164.0,Radamel Falcao,4-2-3-1,Mikael Lesage,Match Report,,17.0,0.0,20.4,0.0,0.0,2018,Monaco
48,2018-05-06,17:00,Ligue 1,Matchweek 36,Sun,Away,W,2,1,Caen,1.3,1.3,53.0,17468.0,Andrea Raggi,4-1-4-1,Ruddy Buquet,Match Report,,17.0,4.0,18.8,0.0,0.0,2018,Monaco
49,2018-05-12,21:00,Ligue 1,Matchweek 37,Sat,Home,W,1,0,Saint-Étienne,2.2,0.7,51.0,10742.0,Danijel Subašić,4-2-3-1,Benoît Bastien,Match Report,,17.0,3.0,20.5,1.0,1.0,2018,Monaco
50,2018-05-19,21:00,Ligue 1,Matchweek 38,Sat,Away,W,3,0,Troyes,2.5,0.9,57.0,14585.0,Danijel Subašić,4-2-3-1,Clément Turpin,Match Report,,21.0,13.0,18.9,0.0,0.0,2018,Monaco
0,2017-08-05,20:00,Ligue 1,Matchweek 1,Sat,Home,W,4,0,Strasbourg,1.8,0.5,62.0,1979.0,Nabil Fekir,4-2-3-1,Ruddy Buquet,Match Report,,12.0,6.0,20.2,1.0,1.0,2018,Lyon
1,2017-08-11,20:45,Ligue 1,Matchweek 2,Fri,Away,W,2,1,Rennes,1.4,1.0,49.0,24944.0,Nabil Fekir,4-2-3-1,Nicolas Rainville,Match Report,,17.0,7.0,17.2,0.0,0.0,2018,Lyon
2,2017-08-19,17:00,Ligue 1,Matchweek 3,Sat,Home,D,3,3,Bordeaux,0.7,0.9,41.0,42073.0,Nabil Fekir,4-2-3-1,Clément Turpin,Match Report,,8.0,5.0,25.8,0.0,0.0,2018,Lyon
3,2017-08-26,17:15,Ligue 1,Matchweek 4,Sat,Away,D,0,0,Nantes,1.1,0.3,62.0,30718.0,Nabil Fekir,4-2-3-1,Antony Gautier,Match Report,,16.0,3.0,20.1,0.0,0.0,2018,Lyon
4,2017-09-10,17:00,Ligue 1,Matchweek 5,Sun,Home,W,2,1,Guingamp,0.8,1.0,56.0,36697.0,Nabil Fekir,4-2-3-1,Benoît Millot,Match Report,,12.0,4.0,25.1,0.0,0.0,2018,Lyon
6,2017-09-17,21:00,Ligue 1,Matchweek 6,Sun,Away,L,0,2,Paris S-G,0.8,2.0,31.0,47191.0,Nabil Fekir,4-2-3-1,Ruddy Buquet,Match Report,,13.0,5.0,19.8,0.0,0.0,2018,Lyon
7,2017-09-23,20:00,Ligue 1,Matchweek 7,Sat,Home,D,3,3,Dijon,3.5,1.5,59.0,33600.0,Nabil Fekir,4-2-3-1,Antony Gautier,Match Report,,19.0,5.0,18.6,1.0,1.0,2018,Lyon
9,2017-10-01,17:00,Ligue 1,Matchweek 8,Sun,Away,D,3,3,Angers,1.4,1.1,40.0,11432.0,Nabil Fekir,4-2-3-1,Mikael Lesage,Match Report,,13.0,6.0,21.4,0.0,0.0,2018,Lyon
10,2017-10-13,20:45,Ligue 1,Matchweek 9,Fri,Home,W,3,2,Monaco,1.7,1.7,60.0,43295.0,Nabil Fekir,4-4-1-1,Benoît Bastien,Match Report,,22.0,7.0,19.8,0.0,0.0,2018,Lyon
12,2017-10-22,17:00,Ligue 1,Matchweek 10,Sun,Away,W,5,0,Troyes,2.6,0.4,57.0,14722.0,Anthony Lopes,4-3-3,François Letexier,Match Report,,13.0,8.0,17.6,1.0,1.0,2018,Lyon
13,2017-10-29,15:00,Ligue 1,Matchweek 11,Sun,Home,W,2,0,Metz,1.1,0.6,53.0,53921.0,Nabil Fekir,4-2-3-1,Benoît Millot,Match Report,,12.0,4.0,20.9,0.0,0.0,2018,Lyon
15,2017-11-05,21:00,Ligue 1,Matchweek 12,Sun,Away,W,5,0,Saint-Étienne,2.4,1.2,58.0,38993.0,Nabil Fekir,4-2-3-1,Clément Turpin,Match Report,,13.0,10.0,15.1,0.0,0.0,2018,Lyon
16,2017-11-19,17:00,Ligue 1,Matchweek 13,Sun,Home,D,0,0,Montpellier,0.7,0.9,61.0,47651.0,Anthony Lopes,4-3-3,Karim Abed,Match Report,,15.0,3.0,20.3,0.0,0.0,2018,Lyon
18,2017-11-26,15:00,Ligue 1,Matchweek 14,Sun,Away,W,5,0,Nice,2.4,0.4,51.0,27542.0,Anthony Lopes,4-3-3,Franck Schneider,Match Report,,12.0,7.0,16.3,0.0,0.0,2018,Lyon
19,2017-11-29,19:00,Ligue 1,Matchweek 15,Wed,Home,L,1,2,Lille,3.1,1.0,59.0,31679.0,Nabil Fekir,4-2-3-1,Jérôme Miguelgorry,Match Report,,20.0,3.0,19.3,0.0,1.0,2018,Lyon
20,2017-12-03,17:00,Ligue 1,Matchweek 16,Sun,Away,W,2,1,Caen,1.6,1.3,53.0,19455.0,Nabil Fekir,4-2-3-1,Amaury Delerue,Match Report,,11.0,4.0,17.0,0.0,0.0,2018,Lyon
22,2017-12-10,15:00,Ligue 1,Matchweek 17,Sun,Away,W,2,1,Amiens,1.0,2.3,57.0,9130.0,Nabil Fekir,4-2-3-1,Olivier Thual,Match Report,,12.0,3.0,19.3,0.0,0.0,2018,Lyon
24,2017-12-17,21:00,Ligue 1,Matchweek 18,Sun,Home,W,2,0,Marseille,0.9,1.3,41.0,57206.0,Nabil Fekir,4-2-3-1,Benoît Bastien,Match Report,,8.0,5.0,15.2,0.0,0.0,2018,Lyon
25,2017-12-20,20:50,Ligue 1,Matchweek 19,Wed,Away,W,2,1,Toulouse,2.2,2.4,53.0,15853.0,Nabil Fekir,4-3-3,François Letexier,Match Report,,13.0,9.0,18.9,1.0,1.0,2018,Lyon
27,2018-01-14,17:00,Ligue 1,Matchweek 20,Sun,Home,D,1,1,Angers,1.2,1.2,73.0,36691.0,Nabil Fekir,4-2-3-1,Franck Schneider,Match Report,,19.0,6.0,18.7,0.0,0.0,2018,Lyon
28,2018-01-17,19:00,Ligue 1,Matchweek 21,Wed,Away,W,2,0,Guingamp,2.1,0.5,60.0,14638.0,Nabil Fekir,4-2-3-1,Nicolas Rainville,Match Report,,21.0,12.0,19.5,0.0,0.0,2018,Lyon
29,2018-01-21,21:00,Ligue 1,Matchweek 22,Sun,Home,W,2,1,Paris S-G,0.8,0.6,38.0,57582.0,Nabil Fekir,4-3-3,Clément Turpin,Match Report,,11.0,6.0,23.8,0.0,0.0,2018,Lyon
31,2018-01-28,17:00,Ligue 1,Matchweek 23,Sun,Away,L,1,3,Bordeaux,0.5,2.6,65.0,29310.0,Nabil Fekir,4-4-2,François Letexier,Match Report,,9.0,4.0,22.9,0.0,0.0,2018,Lyon
32,2018-02-04,21:00,Ligue 1,Matchweek 24,Sun,Away,L,2,3,Monaco,0.9,1.4,68.0,10301.0,Nabil Fekir,4-2-3-1,Benoît Bastien,Match Report,,12.0,4.0,19.7,0.0,0.0,2018,Lyon
34,2018-02-11,21:00,Ligue 1,Matchweek 25,Sun,Home,L,0,2,Rennes,1.1,1.0,66.0,39189.0,Nabil Fekir,4-2-3-1,Amaury Delerue,Match Report,,18.0,6.0,17.3,0.0,0.0,2018,Lyon
36,2018-02-18,17:00,Ligue 1,Matchweek 26,Sun,Away,D,2,2,Lille,2.0,0.7,54.0,39523.0,Anthony Lopes,4-3-3,Benoît Millot,Match Report,,13.0,5.0,16.1,0.0,0.0,2018,Lyon
38,2018-02-25,17:00,Ligue 1,Matchweek 27,Sun,Home,D,1,1,Saint-Étienne,0.8,1.5,46.0,58069.0,Nabil Fekir,4-2-3-1,Ruddy Buquet,Match Report,,9.0,5.0,23.3,0.0,0.0,2018,Lyon
40,2018-03-04,17:00,Ligue 1,Matchweek 28,Sun,Away,D,1,1,Montpellier,1.3,1.2,64.0,15160.0,Anthony Lopes,4-3-3,Benoît Bastien,Match Report,,19.0,4.0,21.9,0.0,0.0,2018,Lyon
42,2018-03-11,17:00,Ligue 1,Matchweek 29,Sun,Home,W,1,0,Caen,1.4,0.3,67.0,39530.0,Anthony Lopes,4-3-3,Clément Turpin,Match Report,,20.0,4.0,20.4,0.0,0.0,2018,Lyon
44,2018-03-18,21:00,Ligue 1,Matchweek 30,Sun,Away,W,3,2,Marseille,1.2,1.7,43.0,60009.0,Anthony Lopes,4-3-3,Ruddy Buquet,Match Report,,11.0,6.0,18.2,0.0,0.0,2018,Lyon
45,2018-04-01,21:00,Ligue 1,Matchweek 31,Sun,Home,W,2,0,Toulouse,2.5,0.4,60.0,48548.0,Anthony Lopes,4-3-3,Benoît Bastien,Match Report,,20.0,4.0,18.3,1.0,1.0,2018,Lyon
46,2018-04-08,17:00,Ligue 1,Matchweek 32,Sun,Away,W,5,0,Metz,2.3,0.5,56.0,15540.0,Anthony Lopes,4-1-2-1-2◆,Antony Gautier,Match Report,,14.0,6.0,15.0,0.0,0.0,2018,Lyon
47,2018-04-14,17:00,Ligue 1,Matchweek 33,Sat,Home,W,3,0,Amiens,2.8,0.2,67.0,47513.0,Anthony Lopes,4-1-2-1-2◆,Johan Hamel,Match Report,,25.0,8.0,15.2,0.0,0.0,2018,Lyon
48,2018-04-20,21:00,Ligue 1,Matchweek 34,Fri,Away,W,5,2,Dijon,3.5,0.8,61.0,15102.0,Nabil Fekir,4-1-2-1-2◆,Franck Schneider,Match Report,,21.0,11.0,13.5,0.0,0.0,2018,Lyon
49,2018-04-28,17:00,Ligue 1,Matchweek 35,Sat,Home,W,2,0,Nantes,2.7,0.5,60.0,50443.0,Nabil Fekir,4-1-2-1-2◆,Antony Gautier,Match Report,,25.0,10.0,18.8,0.0,0.0,2018,Lyon
50,2018-05-06,16:30,Ligue 1,Matchweek 36,Sun,Home,W,3,0,Troyes,1.5,1.3,54.0,54274.0,Nabil Fekir,4-1-2-1-2◆,Nicolas Rainville,Match Report,,16.0,5.0,19.9,0.0,0.0,2018,Lyon
