,date,time,comp,round,day,venue,result,gf,ga,opponent,xg,xga,poss,attendance,captain,formation,referee,match report,notes,sh,sot,dist,fk,pk,pkatt,season,team
0,2018-08-18,18:00,Serie A,Matchweek 1,Sat,Away,W,3,2,Chievo,3.1,1.1,72.0,29500.0,Giorgio Chiellini,4-2-3-1,Fabrizio Pasqua,Match Report,,27.0,10.0,17.1,1.0,0,0,2019,Juventus
1,2018-08-25,18:00,Serie A,Matchweek 2,Sat,Home,W,2,0,Lazio,1.6,0.3,55.0,40171.0,Giorgio Chiellini,4-3-3,Massimiliano Irrati,Match Report,,16.0,7.0,19.2,1.0,0,0,2019,Juventus
2,2018-09-01,20:30,Serie A,Matchweek 3,Sat,Away,W,2,1,Parma,2.3,1.9,65.0,20814.0,Giorgio Chiellini,4-3-3,Daniele Doveri,Match Report,,24.0,6.0,18.8,2.0,0,0,2019,Juventus
3,2018-09-16,15:00,Serie A,Matchweek 4,Sun,Home,W,2,1,Sassuolo,2.4,0.8,43.0,40563.0,Sami Khedira,4-3-1-2,Daniele Chiffi,Match Report,,18.0,4.0,15.7,1.0,0,0,2019,Juventus
5,2018-09-23,20:30,Serie A,Matchweek 5,Sun,Away,W,2,0,Frosinone,3.0,0.1,72.0,16000.0,Giorgio Chiellini,4-3-3,Piero Giacomelli,Match Report,,29.0,7.0,19.0,2.0,0,0,2019,Juventus
6,2018-09-26,21:00,Serie A,Matchweek 6,Wed,Home,W,2,0,Bologna,1.1,0.3,76.0,38472.0,Andrea Barzagli,3-5-1-1,Maurizio Mariani,Match Report,,15.0,8.0,20.7,1.0,0,0,2019,Juventus
7,2018-09-29,18:00,Serie A,Matchweek 7,Sat,Home,W,3,1,Napoli,2.8,1.5,51.0,39252.0,Giorgio Chiellini,4-3-1-2,Luca Banti,Match Report,,17.0,9.0,16.9,1.0,0,0,2019,Juventus
9,2018-10-06,18:00,Serie A,Matchweek 8,Sat,Away,W,2,0,Udinese,2.3,0.7,60.0,25000.0,Giorgio Chiellini,4-3-3,Rosario Abisso,Match Report,,21.0,7.0,15.7,0.0,0,0,2019,Juventus
10,2018-10-20,18:00,Serie A,Matchweek 9,Sat,Home,D,1,1,Genoa,1.8,1.0,63.0,37735.0,Leonardo Bonucci,4-3-3,Federico La Penna,Match Report,,21.0,3.0,17.8,0.0,0,0,2019,Juventus
12,2018-10-27,18:00,Serie A,Matchweek 10,Sat,Away,W,2,1,Empoli,1.7,0.3,57.0,15889.0,Paulo Dybala,4-4-2,Giampaolo Calvarese,Match Report,,19.0,6.0,20.3,1.0,1,1,2019,Juventus
13,2018-11-03,20:30,Serie A,Matchweek 11,Sat,Home,W,3,1,Cagliari,1.8,0.7,53.0,40644.0,Paulo Dybala,4-3-3,Maurizio Mariani,Match Report,,16.0,3.0,16.4,1.0,0,0,2019,Juventus
15,2018-11-11,20:30,Serie A,Matchweek 12,Sun,Away,W,2,0,Milan,1.3,0.9,59.0,74729.0,Giorgio Chiellini,4-3-3,Paolo Mazzoleni,Match Report,,15.0,6.0,19.2,2.0,0,0,2019,Juventus
16,2018-11-24,18:00,Serie A,Matchweek 13,Sat,Home,W,2,0,SPAL,1.6,0.5,45.0,41052.0,Mario Mandžukić,4-4-2,Federico La Penna,Match Report,,15.0,7.0,19.2,0.0,0,0,2019,Juventus
18,2018-12-01,18:00,Serie A,Matchweek 14,Sat,Away,W,3,0,Fiorentina,1.7,1.3,54.0,40872.0,Giorgio Chiellini,4-2-3-1,Daniele Orsato,Match Report,,15.0,5.0,23.1,4.0,1,1,2019,Juventus
19,2018-12-07,20:30,Serie A,Matchweek 15,Fri,Home,W,1,0,Inter,1.5,1.0,50.0,41495.0,Giorgio Chiellini,4-3-3,Massimiliano Irrati,Match Report,,18.0,5.0,17.2,1.0,0,0,2019,Juventus
21,2018-12-15,20:30,Serie A,Matchweek 16,Sat,Away,W,1,0,Torino,1.6,0.5,58.0,26588.0,Giorgio Chiellini,4-3-3,Marco Guida,Match Report,,11.0,3.0,19.8,1.0,1,1,2019,Juventus
22,2018-12-22,20:30,Serie A,Matchweek 17,Sat,Home,W,1,0,Roma,1.5,0.4,50.0,40069.0,Giorgio Chiellini,4-3-3,Davide Massa,Match Report,,20.0,6.0,16.6,0.0,0,0,2019,Juventus
23,2018-12-26,15:00,Serie A,Matchweek 18,Wed,Away,D,2,2,Atalanta,1.1,1.4,49.0,19787.0,Giorgio Chiellini,4-3-3,Luca Banti,Match Report,,12.0,2.0,18.5,0.0,0,0,2019,Juventus
24,2018-12-29,12:30,Serie A,Matchweek 19,Sat,Home,W,2,1,Sampdoria,1.4,1.7,55.0,40641.0,Giorgio Chiellini,4-3-3,Paolo Valeri,Match Report,,16.0,7.0,20.6,0.0,1,1,2019,Juventus
27,2019-01-21,20:30,Serie A,Matchweek 20,Mon,Home,W,3,0,Chievo,3.2,0.5,61.0,30239.0,Giorgio Chiellini,4-4-2,Marco Piccinini,Match Report,,25.0,9.0,20.1,0.0,0,1,2019,Juventus
28,2019-01-27,20:30,Serie A,Matchweek 21,Sun,Away,W,2,1,Lazio,1.2,1.6,53.0,60687.0,Paulo Dybala,4-3-2-1,Marco Guida,Match Report,,5.0,2.0,20.4,0.0,1,1,2019,Juventus
30,2019-02-02,20:30,Serie A,Matchweek 22,Sat,Home,D,3,3,Parma,1.9,1.2,68.0,39548.0,Mario Mandžukić,4-3-3,Piero Giacomelli,Match Report,,28.0,7.0,18.7,1.0,0,0,2019,Juventus
31,2019-02-10,18:00,Serie A,Matchweek 23,Sun,Away,W,3,0,Sassuolo,1.6,0.4,51.0,21584.0,Mario Mandžukić,4-4-2,Paolo Mazzoleni,Match Report,,14.0,5.0,15.7,1.0,0,0,2019,Juventus
32,2019-02-15,20:30,Serie A,Matchweek 24,Fri,Home,W,3,0,Frosinone,1.7,0.8,60.0,10570.0,Giorgio Chiellini,4-3-1-2,Antonio Giua,Match Report,,18.0,9.0,18.0,2.0,0,0,2019,Juventus
34,2019-02-24,15:00,Serie A,Matchweek 25,Sun,Away,W,1,0,Bologna,0.6,1.2,50.0,28934.0,Mario Mandžukić,4-3-3,Giampaolo Calvarese,Match Report,,7.0,4.0,14.1,0.0,0,0,2019,Juventus
35,2019-03-03,20:30,Serie A,Matchweek 26,Sun,Away,W,2,1,Napoli,0.3,2.1,37.0,42667.0,Giorgio Chiellini,4-4-2,Gianluca Rocchi,Match Report,,6.0,3.0,20.4,1.0,0,0,2019,Juventus
36,2019-03-08,20:30,Serie A,Matchweek 27,Fri,Home,W,4,1,Udinese,2.3,0.2,61.0,39987.0,Andrea Barzagli,3-4-3,Daniele Chiffi,Match Report,,16.0,5.0,17.1,0.0,1,1,2019,Juventus
38,2019-03-17,12:30,Serie A,Matchweek 28,Sun,Away,L,0,2,Genoa,0.3,1.3,59.0,30695.0,Paulo Dybala,3-1-4-2,Marco Di Bello,Match Report,,6.0,0.0,16.4,0.0,0,0,2019,Juventus
39,2019-03-30,18:00,Serie A,Matchweek 29,Sat,Home,W,1,0,Empoli,1.5,0.3,43.0,39290.0,Giorgio Chiellini,4-4-2,Federico La Penna,Match Report,,15.0,3.0,19.2,1.0,0,0,2019,Juventus
40,2019-04-02,21:00,Serie A,Matchweek 30,Tue,Away,W,2,0,Cagliari,2.5,0.5,55.0,15958.0,Giorgio Chiellini,3-4-3,Piero Giacomelli,Match Report,,17.0,6.0,15.5,1.0,0,0,2019,Juventus
41,2019-04-06,18:00,Serie A,Matchweek 31,Sat,Home,W,2,1,Milan,1.9,1.3,47.0,40057.0,Mario Mandžukić,3-5-2,Michael Fabbri,Match Report,,11.0,4.0,15.0,0.0,1,1,2019,Juventus
43,2019-04-13,15:00,Serie A,Matchweek 32,Sat,Away,L,1,2,SPAL,0.5,1.2,57.0,16000.0,Andrea Barzagli,3-5-2,Daniele Doveri,Match Report,,11.0,3.0,21.1,0.0,0,0,2019,Juventus
45,2019-04-20,18:00,Serie A,Matchweek 33,Sat,Home,W,2,1,Fiorentina,1.0,1.5,60.0,40339.0,Leonardo Bonucci,4-4-2,Fabrizio Pasqua,Match Report,,18.0,4.0,19.6,0.0,0,0,2019,Juventus
46,2019-04-27,20:30,Serie A,Matchweek 34,Sat,Away,D,1,1,Inter,0.6,1.1,46.0,73855.0,Giorgio Chiellini,4-4-2,Luca Banti,Match Report,,10.0,3.0,23.6,0.0,0,0,2019,Juventus
47,2019-05-03,20:30,Serie A,Matchweek 35,Fri,Home,D,1,1,Torino,1.5,0.6,58.0,38530.0,Giorgio Chiellini,4-4-2,Daniele Orsato,Match Report,,16.0,4.0,17.6,0.0,0,0,2019,Juventus
48,2019-05-12,20:30,Serie A,Matchweek 36,Sun,Away,L,0,2,Roma,1.0,1.4,63.0,50825.0,Giorgio Chiellini,4-4-2,Davide Massa,Match Report,,7.0,4.0,16.3,0.0,0,0,2019,Juventus
49,2019-05-19,20:30,Serie A,Matchweek 37,Sun,Home,D,1,1,Atalanta,1.0,1.3,63.0,39531.0,Andrea Barzagli,4-4-2,Gianluca Rocchi,Match Report,,15.0,4.0,20.2,1.0,0,0,2019,Juventus
50,2019-05-26,18:00,Serie A,Matchweek 38,Sun,Away,L,0,2,Sampdoria,0.5,0.7,47.0,22856.0,Giorgio Chiellini,4-4-2,Luigi Nasca,Match Report,,11.0,1.0,21.4,0.0,0,0,2019,Juventus
0,2018-08-18,20:30,Serie A,Matchweek 1,Sat,Away,W,2,1,Lazio,1.4,1.0,65.0,32000.0,Marek Hamšík,4-3-3,Luca Banti,Match Report,,10.0,3.0,17.6,0.0,0,0,2019,Napoli
1,2018-08-25,20:30,Serie A,Matchweek 2,Sat,Home,W,3,2,Milan,1.4,0.7,50.0,34474.0,Marek Hamšík,4-3-3,Paolo Valeri,Match Report,,24.0,8.0,19.7,0.0,0,0,2019,Napoli
2,2018-09-02,20:30,Serie A,Matchweek 3,Sun,Away,L,0,3,Sampdoria,1.2,0.8,52.0,19835.0,Lorenzo Insigne,4-3-3,Davide Massa,Match Report,,18.0,4.0,22.2,1.0,0,0,2019,Napoli
3,2018-09-15,18:00,Serie A,Matchweek 4,Sat,Home,W,1,0,Fiorentina,1.4,0.3,57.0,20131.0,Marek Hamšík,4-3-3,Michael Fabbri,Match Report,,22.0,4.0,18.7,2.0,0,0,2019,Napoli
5,2018-09-23,12:30,Serie A,Matchweek 5,Sun,Away,W,3,1,Torino,2.0,1.2,53.0,22655.0,Marek Hamšík,4-2-3-1,Massimiliano Irrati,Match Report,,16.0,6.0,18.7,0.0,0,0,2019,Napoli
6,2018-09-26,21:00,Serie A,Matchweek 6,Wed,Home,W,3,0,Parma,2.6,0.1,66.0,29354.0,Lorenzo Insigne,4-4-2,Daniele Doveri,Match Report,,26.0,7.0,19.7,1.0,0,0,2019,Napoli
7,2018-09-29,18:00,Serie A,Matchweek 7,Sat,Away,L,1,3,Juventus,1.5,2.8,49.0,39252.0,Marek Hamšík,4-4-2,Luca Banti,Match Report,,14.0,4.0,23.4,2.0,0,0,2019,Napoli
9,2018-10-07,18:00,Serie A,Matchweek 8,Sun,Home,W,2,0,Sassuolo,1.5,1.0,45.0,29647.0,Raúl Albiol,4-3-3,Marco Di Bello,Match Report,,15.0,7.0,18.4,0.0,0,0,2019,Napoli
10,2018-10-20,20:30,Serie A,Matchweek 9,Sat,Away,W,3,0,Udinese,1.8,2.0,60.0,21449.0,José Callejón,4-4-2,Maurizio Mariani,Match Report,,13.0,3.0,21.2,0.0,1,1,2019,Napoli
12,2018-10-28,20:30,Serie A,Matchweek 10,Sun,Home,D,1,1,Roma,2.1,0.6,63.0,30037.0,Marek Hamšík,4-4-2,Davide Massa,Match Report,,26.0,5.0,18.6,0.0,0,0,2019,Napoli
13,2018-11-02,20:30,Serie A,Matchweek 11,Fri,Home,W,5,1,Empoli,2.0,1.2,47.0,31370.0,Lorenzo Insigne,4-4-2,Luca Pairetto,Match Report,,20.0,13.0,19.8,0.0,0,0,2019,Napoli
15,2018-11-10,20:30,Serie A,Matchweek 12,Sat,Away,W,2,1,Genoa,1.7,0.7,67.0,25365.0,Marek Hamšík,4-4-2,Rosario Abisso,Match Report,,23.0,4.0,20.8,1.0,0,0,2019,Napoli
16,2018-11-25,15:00,Serie A,Matchweek 13,Sun,Home,D,0,0,Chievo,1.5,0.4,70.0,44468.0,Lorenzo Insigne,4-4-2,Daniele Chiffi,Match Report,,21.0,8.0,18.6,1.0,0,0,2019,Napoli
18,2018-12-03,20:30,Serie A,Matchweek 14,Mon,Away,W,2,1,Atalanta,1.6,1.3,45.0,19871.0,Marek Hamšík,4-4-2,Piero Giacomelli,Match Report,,10.0,6.0,18.1,0.0,0,0,2019,Napoli
19,2018-12-08,15:00,Serie A,Matchweek 15,Sat,Home,W,4,0,Frosinone,2.2,0.6,66.0,34631.0,Marek Hamšík,4-4-2,Gianluca Manganiello,Match Report,,22.0,8.0,20.8,1.0,0,0,2019,Napoli
21,2018-12-16,18:00,Serie A,Matchweek 16,Sun,Away,W,1,0,Cagliari,1.0,0.6,61.0,15081.0,Kalidou Koulibaly,4-2-3-1,Daniele Doveri,Match Report,,18.0,5.0,18.4,1.0,0,0,2019,Napoli
22,2018-12-22,15:00,Serie A,Matchweek 17,Sat,Home,W,1,0,SPAL,2.2,0.6,62.0,37093.0,Marek Hamšík,4-4-2,Federico La Penna,Match Report,,24.0,5.0,18.6,0.0,0,0,2019,Napoli
23,2018-12-26,20:30,Serie A,Matchweek 18,Wed,Away,L,0,1,Inter,0.8,1.3,50.0,63946.0,Marek Hamšík,4-4-2,Paolo Mazzoleni,Match Report,,12.0,3.0,21.6,0.0,0,0,2019,Napoli
24,2018-12-29,18:00,Serie A,Matchweek 19,Sat,Home,W,3,2,Bologna,2.0,0.7,64.0,46585.0,José Callejón,4-4-2,Giampaolo Calvarese,Match Report,,17.0,7.0,17.3,1.0,0,0,2019,Napoli
26,2019-01-20,20:30,Serie A,Matchweek 20,Sun,Home,W,2,1,Lazio,1.8,1.4,56.0,19448.0,José Callejón,4-4-2,Gianluca Rocchi,Match Report,,21.0,8.0,18.8,2.0,0,0,2019,Napoli
27,2019-01-26,20:30,Serie A,Matchweek 21,Sat,Away,D,0,0,Milan,0.7,1.0,54.0,56729.0,Lorenzo Insigne,4-4-2,Daniele Doveri,Match Report,,15.0,6.0,19.7,0.0,0,0,2019,Napoli
29,2019-02-02,18:00,Serie A,Matchweek 22,Sat,Home,W,3,0,Sampdoria,1.7,1.0,57.0,19455.0,Marek Hamšík,4-4-2,Luca Pairetto,Match Report,,20.0,8.0,23.0,0.0,1,1,2019,Napoli
30,2019-02-09,18:00,Serie A,Matchweek 23,Sat,Away,D,0,0,Fiorentina,2.9,0.7,60.0,29377.0,Lorenzo Insigne,4-4-2,Giampaolo Calvarese,Match Report,,13.0,4.0,16.3,0.0,0,0,2019,Napoli
32,2019-02-17,20:30,Serie A,Matchweek 24,Sun,Home,D,0,0,Torino,2.4,0.5,64.0,21830.0,Lorenzo Insigne,4-4-2,Michael Fabbri,Match Report,,26.0,9.0,19.1,2.0,0,0,2019,Napoli
34,2019-02-24,18:00,Serie A,Matchweek 25,Sun,Away,W,4,0,Parma,1.1,0.5,66.0,18478.0,José Callejón,4-4-2,Daniele Chiffi,Match Report,,17.0,5.0,19.9,1.0,0,0,2019,Napoli
35,2019-03-03,20:30,Serie A,Matchweek 26,Sun,Home,L,1,2,Juventus,2.1,0.3,63.0,42667.0,Lorenzo Insigne,4-4-2,Gianluca Rocchi,Match Report,,20.0,5.0,23.0,1.0,0,1,2019,Napoli
37,2019-03-10,18:00,Serie A,Matchweek 27,Sun,Away,D,1,1,Sassuolo,0.8,1.2,57.0,14969.0,Lorenzo Insigne,4-4-2,Gianluca Manganiello,Match Report,,11.0,4.0,16.1,0.0,0,0,2019,Napoli
39,2019-03-17,18:00,Serie A,Matchweek 28,Sun,Home,W,4,2,Udinese,1.0,0.8,66.0,25718.0,José Callejón,4-4-2,Paolo Valeri,Match Report,,14.0,5.0,18.2,0.0,0,0,2019,Napoli
40,2019-03-31,15:00,Serie A,Matchweek 29,Sun,Away,W,4,1,Roma,1.7,2.0,60.0,36525.0,José Callejón,4-4-2,Giampaolo Calvarese,Match Report,,20.0,10.0,19.0,1.0,0,0,2019,Napoli
41,2019-04-03,19:00,Serie A,Matchweek 30,Wed,Away,L,1,2,Empoli,0.7,1.2,62.0,10911.0,José Callejón,4-2-3-1,Daniele Doveri,Match Report,,14.0,5.0,18.3,0.0,0,0,2019,Napoli
42,2019-04-07,20:30,Serie A,Matchweek 31,Sun,Home,D,1,1,Genoa,1.7,1.1,74.0,22935.0,José Callejón,4-4-2,Fabrizio Pasqua,Match Report,,23.0,9.0,20.6,1.0,0,0,2019,Napoli
44,2019-04-14,18:00,Serie A,Matchweek 32,Sun,Away,W,3,1,Chievo,1.1,0.2,68.0,13500.0,Lorenzo Insigne,4-4-2,Federico La Penna,Match Report,,14.0,5.0,17.4,0.0,0,0,2019,Napoli
46,2019-04-22,19:00,Serie A,Matchweek 33,Mon,Home,L,1,2,Atalanta,1.6,1.4,46.0,19604.0,José Callejón,4-4-2,Daniele Orsato,Match Report,,17.0,5.0,19.3,0.0,0,0,2019,Napoli
47,2019-04-28,12:30,Serie A,Matchweek 34,Sun,Away,W,2,0,Frosinone,1.8,1.3,66.0,13600.0,José Callejón,4-4-2,Federico La Penna,Match Report,,20.0,9.0,19.4,3.0,0,0,2019,Napoli
48,2019-05-05,20:30,Serie A,Matchweek 35,Sun,Home,W,2,1,Cagliari,1.9,0.3,63.0,16171.0,Lorenzo Insigne,4-4-2,Daniele Chiffi,Match Report,,21.0,6.0,20.5,0.0,1,1,2019,Napoli
49,2019-05-12,18:00,Serie A,Matchweek 36,Sun,Away,W,2,1,SPAL,1.7,2.1,61.0,14175.0,José Callejón,4-2-3-1,Eugenio Abbattista,Match Report,,25.0,7.0,19.1,0.0,0,0,2019,Napoli
50,2019-05-19,20:30,Serie A,Matchweek 37,Sun,Home,W,4,1,Inter,1.2,2.2,43.0,25445.0,José Callejón,4-4-2,Daniele Doveri,Match Report,,14.0,6.0,17.8,0.0,0,0,2019,Napoli
51,2019-05-25,20:30,Serie A,Matchweek 38,Sat,Away,L,2,3,Bologna,1.9,1.0,67.0,19351.0,Lorenzo Insigne,4-4-2,Aleandro Di Paolo,Match Report,,26.0,5.0,19.9,1.0,0,0,2019,Napoli
4,2018-08-20,20:30,Serie A,Matchweek 1,Mon,Home,W,4,0,Frosinone,2.2,0.3,57.0,18217.0,Papu Gómez,3-4-3,Marco Piccinini,Match Report,,17.0,9.0,17.1,0.0,0,0,2019,Atalanta
6,2018-08-27,20:30,Serie A,Matchweek 2,Mon,Away,D,3,3,Roma,3.0,2.5,45.0,41725.0,José Luis Palomino,3-4-1-2,Michael Fabbri,Match Report,,23.0,5.0,16.9,0.0,0,0,2019,Atalanta
8,2018-09-02,20:30,Serie A,Matchweek 3,Sun,Home,L,0,1,Cagliari,0.4,0.3,53.0,17709.0,Andrea Masiello,3-4-1-2,Fabio Maresca,Match Report,,10.0,2.0,21.2,0.0,0,0,2019,Atalanta
9,2018-09-17,20:30,Serie A,Matchweek 4,Mon,Away,L,0,2,SPAL,0.8,1.7,57.0,14153.0,Papu Gómez,3-4-3,Maurizio Mariani,Match Report,,13.0,1.0,19.5,1.0,0,0,2019,Atalanta
10,2018-09-23,18:00,Serie A,Matchweek 5,Sun,Away,D,2,2,Milan,1.8,2.6,44.0,51684.0,Papu Gómez,3-4-1-2,Daniele Doveri,Match Report,,15.0,5.0,14.5,0.0,0,0,2019,Atalanta
11,2018-09-26,21:00,Serie A,Matchweek 6,Wed,Home,D,0,0,Torino,0.8,0.3,57.0,18144.0,Papu Gómez,3-4-1-2,Daniele Orsato,Match Report,,13.0,3.0,15.1,0.0,0,0,2019,Atalanta
12,2018-09-30,15:00,Serie A,Matchweek 7,Sun,Away,L,0,2,Fiorentina,0.8,1.1,65.0,30535.0,Papu Gómez,3-4-1-2,Paolo Valeri,Match Report,,17.0,3.0,18.1,1.0,0,0,2019,Atalanta
13,2018-10-07,15:00,Serie A,Matchweek 8,Sun,Home,L,0,1,Sampdoria,2.0,0.5,58.0,19164.0,Papu Gómez,3-4-1-2,Massimiliano Irrati,Match Report,,21.0,2.0,14.3,0.0,0,0,2019,Atalanta
14,2018-10-21,15:00,Serie A,Matchweek 9,Sun,Away,W,5,1,Chievo,2.1,0.9,61.0,12000.0,Papu Gómez,3-4-3,Gianluca Rocchi,Match Report,,17.0,7.0,18.1,1.0,0,0,2019,Atalanta
15,2018-10-27,15:00,Serie A,Matchweek 10,Sat,Home,W,3,0,Parma,3.3,0.9,65.0,18152.0,Papu Gómez,3-4-3,Rosario Abisso,Match Report,,30.0,12.0,18.3,1.0,0,0,2019,Atalanta
16,2018-11-04,18:00,Serie A,Matchweek 11,Sun,Away,W,2,1,Bologna,1.7,1.9,66.0,19038.0,Papu Gómez,3-4-3,Federico La Penna,Match Report,,23.0,5.0,18.3,0.0,0,0,2019,Atalanta
17,2018-11-11,12:30,Serie A,Matchweek 12,Sun,Home,W,4,1,Inter,3.4,1.4,49.0,20633.0,Papu Gómez,3-4-3,Fabio Maresca,Match Report,,19.0,9.0,12.5,0.0,0,0,2019,Atalanta
18,2018-11-25,15:00,Serie A,Matchweek 13,Sun,Away,L,2,3,Empoli,1.9,2.2,58.0,8736.0,Papu Gómez,3-4-1-2,Gianluca Manganiello,Match Report,,14.0,5.0,14.7,0.0,0,0,2019,Atalanta
19,2018-12-03,20:30,Serie A,Matchweek 14,Mon,Home,L,1,2,Napoli,1.3,1.6,55.0,19871.0,Papu Gómez,3-4-1-2,Piero Giacomelli,Match Report,,14.0,2.0,16.6,0.0,0,0,2019,Atalanta
20,2018-12-09,15:00,Serie A,Matchweek 15,Sun,Away,W,3,1,Udinese,2.2,1.0,68.0,24413.0,Papu Gómez,3-4-1-2,Giampaolo Calvarese,Match Report,,19.0,4.0,15.6,0.0,0,0,2019,Atalanta
21,2018-12-17,20:30,Serie A,Matchweek 16,Mon,Home,W,1,0,Lazio,0.7,0.8,45.0,17401.0,Papu Gómez,3-4-1-2,Daniele Orsato,Match Report,,8.0,2.0,17.1,0.0,0,0,2019,Atalanta
22,2018-12-22,15:00,Serie A,Matchweek 17,Sat,Away,L,1,3,Genoa,2.4,1.5,62.0,19841.0,Papu Gómez,3-4-1-2,Daniele Doveri,Match Report,,11.0,3.0,20.6,0.0,1,2,2019,Atalanta
23,2018-12-26,15:00,Serie A,Matchweek 18,Wed,Home,D,2,2,Juventus,1.4,1.1,51.0,19787.0,Papu Gómez,3-4-1-2,Luca Banti,Match Report,,18.0,6.0,17.7,2.0,0,0,2019,Atalanta
24,2018-12-29,15:00,Serie A,Matchweek 19,Sat,Away,W,6,2,Sassuolo,2.9,1.1,57.0,8000.0,Papu Gómez,3-4-1-2,Fabrizio Pasqua,Match Report,,17.0,9.0,14.2,0.0,0,0,2019,Atalanta
26,2019-01-20,12:30,Serie A,Matchweek 20,Sun,Away,W,5,0,Frosinone,2.4,0.8,69.0,12728.0,Papu Gómez,3-4-1-2,Daniele Chiffi,Match Report,,20.0,10.0,13.7,0.0,0,0,2019,Atalanta
27,2019-01-27,15:00,Serie A,Matchweek 21,Sun,Home,D,3,3,Roma,2.4,1.4,64.0,19459.0,Papu Gómez,3-4-1-2,Giampaolo Calvarese,Match Report,,22.0,5.0,16.7,1.0,0,1,2019,Atalanta
29,2019-02-04,21:00,Serie A,Matchweek 22,Mon,Away,W,1,0,Cagliari,0.9,1.1,60.0,14821.0,Papu Gómez,3-4-1-2,Paolo Valeri,Match Report,,10.0,6.0,15.5,1.0,0,0,2019,Atalanta
30,2019-02-10,15:00,Serie A,Matchweek 23,Sun,Home,W,2,1,SPAL,2.0,0.6,62.0,18342.0,Papu Gómez,3-4-1-2,Davide Massa,Match Report,,13.0,4.0,16.1,1.0,0,0,2019,Atalanta
31,2019-02-16,20:30,Serie A,Matchweek 24,Sat,Home,L,1,3,Milan,1.1,0.7,59.0,20801.0,Papu Gómez,3-4-1-2,Fabrizio Pasqua,Match Report,,14.0,5.0,17.6,0.0,0,0,2019,Atalanta
32,2019-02-23,15:00,Serie A,Matchweek 25,Sat,Away,L,0,2,Torino,0.6,1.4,63.0,21062.0,Andrea Masiello,3-4-3,Daniele Orsato,Match Report,,10.0,3.0,15.9,0.0,0,0,2019,Atalanta
34,2019-03-03,18:00,Serie A,Matchweek 26,Sun,Home,W,3,1,Fiorentina,1.7,0.4,59.0,18796.0,Papu Gómez,3-4-3,Marco Guida,Match Report,,20.0,11.0,19.3,1.0,0,0,2019,Atalanta
35,2019-03-10,15:00,Serie A,Matchweek 27,Sun,Away,W,2,1,Sampdoria,2.3,2.1,52.0,20896.0,Papu Gómez,3-4-1-2,Michael Fabbri,Match Report,,14.0,5.0,14.3,1.0,0,0,2019,Atalanta
36,2019-03-17,15:00,Serie A,Matchweek 28,Sun,Home,D,1,1,Chievo,1.7,0.7,72.0,18537.0,Papu Gómez,3-4-1-2,Massimiliano Irrati,Match Report,,13.0,5.0,16.8,0.0,0,0,2019,Atalanta
37,2019-03-31,12:30,Serie A,Matchweek 29,Sun,Away,W,3,1,Parma,3.8,1.0,68.0,18168.0,Papu Gómez,3-4-1-2,Daniele Chiffi,Match Report,,20.0,8.0,14.3,0.0,0,0,2019,Atalanta
38,2019-04-04,21:00,Serie A,Matchweek 30,Thu,Home,W,4,1,Bologna,1.4,0.7,51.0,18441.0,Papu Gómez,3-4-1-2,Gianluca Rocchi,Match Report,,20.0,7.0,20.0,0.0,0,0,2019,Atalanta
39,2019-04-07,18:00,Serie A,Matchweek 31,Sun,Away,D,0,0,Inter,1.3,1.0,45.0,35000.0,Papu Gómez,3-4-1-2,Massimiliano Irrati,Match Report,,9.0,0.0,14.7,1.0,0,0,2019,Atalanta
40,2019-04-15,20:30,Serie A,Matchweek 32,Mon,Home,D,0,0,Empoli,5.4,0.2,61.0,19229.0,Papu Gómez,3-4-1-2,Gianluca Manganiello,Match Report,,47.0,17.0,15.4,2.0,0,0,2019,Atalanta
41,2019-04-22,19:00,Serie A,Matchweek 33,Mon,Away,W,2,1,Napoli,1.4,1.6,54.0,19604.0,Papu Gómez,3-4-3,Daniele Orsato,Match Report,,13.0,7.0,18.2,0.0,0,0,2019,Atalanta
43,2019-04-29,19:00,Serie A,Matchweek 34,Mon,Home,W,2,0,Udinese,2.0,0.2,62.0,18663.0,Papu Gómez,3-4-3,Piero Giacomelli,Match Report,,14.0,7.0,17.2,0.0,1,1,2019,Atalanta
44,2019-05-05,15:00,Serie A,Matchweek 35,Sun,Away,W,3,1,Lazio,1.9,0.3,45.0,25000.0,Papu Gómez,3-4-1-2,Giampaolo Calvarese,Match Report,,16.0,5.0,17.1,0.0,0,0,2019,Atalanta
45,2019-05-11,15:00,Serie A,Matchweek 36,Sat,Home,W,2,1,Genoa,1.6,1.8,61.0,12000.0,Remo Freuler,3-4-1-2,Massimiliano Irrati,Match Report,,11.0,4.0,19.9,0.0,0,0,2019,Atalanta
47,2019-05-19,20:30,Serie A,Matchweek 37,Sun,Away,D,1,1,Juventus,1.3,1.0,37.0,39531.0,Papu Gómez,3-4-1-2,Gianluca Rocchi,Match Report,,16.0,5.0,16.5,2.0,0,0,2019,Atalanta
48,2019-05-26,20:30,Serie A,Matchweek 38,Sun,Home,W,3,1,Sassuolo,2.1,0.7,61.0,14376.0,Papu Gómez,3-4-1-2,Daniele Doveri,Match Report,,16.0,6.0,14.9,0.0,0,0,2019,Atalanta
0,2018-08-19,20:30,Serie A,Matchweek 1,Sun,Away,L,0,1,Sassuolo,1.1,1.5,61.0,19104.0,Mauro Icardi,4-4-1-1,Maurizio Mariani,Match Report,,14.0,3.0,18.5,0.0,0,0,2019,Internazionale
