,date,time,comp,round,day,venue,result,gf,ga,opponent,poss,attendance,captain,formation,referee,match report,notes,sh,sot,dist,pk,pkatt,season,team
25,2017-02-12,20:45,Serie A,Matchweek 24,Sun,Home,L,0,2,Juventus,37.0,15874,Daniele Dessena,3-5-2,Giampaolo Calvarese,Match Report,,14.0,3.0,,0,0,2017,Cagliari
26,2017-02-19,15:00,Serie A,Matchweek 25,Sun,Away,D,1,1,Sampdoria,38.0,18434,Daniele Dessena,4-4-1-1,Davide Massa,Match Report,,10.0,4.0,,0,0,2017,Cagliari
27,2017-02-26,15:00,Serie A,Matchweek 26,Sun,Away,W,2,1,Crotone,43.0,7341,Daniele Dessena,4-4-1-1,Daniele Orsato,Match Report,,7.0,2.0,,0,0,2017,Cagliari
28,2017-03-05,15:00,Serie A,Matchweek 27,Sun,Home,L,1,5,Inter,39.0,15649,Bruno Alves,3-5-1-1,Marco Di Bello,Match Report,,7.0,4.0,,0,0,2017,Cagliari
29,2017-03-12,15:00,Serie A,Matchweek 28,Sun,Away,L,0,1,Fiorentina,31.0,25656,Daniele Dessena,4-3-2-1,Claudio Gavillucci,Match Report,,12.0,5.0,,0,0,2017,Cagliari
30,2017-03-19,15:00,Serie A,Matchweek 29,Sun,Home,D,0,0,Lazio,41.0,15535,Daniele Dessena,4-3-2-1,Marco Guida,Match Report,,4.0,1.0,,0,0,2017,Cagliari
31,2017-04-02,15:00,Serie A,Matchweek 30,Sun,Away,W,3,1,Palermo,46.0,11938,Marco Sau,4-3-1-2,Paolo Valeri,Match Report,,17.0,9.0,,0,0,2017,Cagliari
32,2017-04-09,15:00,Serie A,Matchweek 31,Sun,Home,L,2,3,Torino,39.0,12103,Marco Sau,4-3-2-1,Gianluca Rocchi,Match Report,,10.0,2.0,,1,1,2017,Cagliari
33,2017-04-15,15:00,Serie A,Matchweek 32,Sat,Home,W,4,0,Chievo,53.0,11195,Marco Sau,4-3-1-2,Gianluca Manganiello,Match Report,,23.0,11.0,,0,0,2017,Cagliari
34,2017-04-23,15:00,Serie A,Matchweek 33,Sun,Away,L,1,2,Udinese,56.0,16623,Marco Sau,4-3-1-2,Valerio Marini,Match Report,,12.0,3.0,,0,0,2017,Cagliari
35,2017-04-30,15:00,Serie A,Matchweek 34,Sun,Home,W,1,0,Pescara,54.0,11125,Nicola Murru,4-3-1-2,Daniele Minelli,Match Report,,15.0,4.0,,1,1,2017,Cagliari
36,2017-05-06,18:00,Serie A,Matchweek 35,Sat,Away,L,1,3,Napoli,26.0,47281,Marco Sau,4-5-1,Piero Giacomelli,Match Report,,8.0,3.0,,0,0,2017,Cagliari
37,2017-05-14,15:00,Serie A,Matchweek 36,Sun,Home,W,3,2,Empoli,47.0,12021,Marco Sau,4-2-3-1,Maurizio Mariani,Match Report,,15.0,6.0,,0,0,2017,Cagliari
38,2017-05-21,15:00,Serie A,Matchweek 37,Sun,Away,L,2,6,Sassuolo,43.0,10806,Marco Sau,4-2-3-1,Luigi Nasca,Match Report,,14.0,6.0,,0,0,2017,Cagliari
39,2017-05-28,15:00,Serie A,Matchweek 38,Sun,Home,W,2,1,Milan,35.0,12225,Nicola Murru,4-3-1-2,Rosario Abisso,Match Report,,17.0,9.0,,0,0,2017,Cagliari
3,2016-08-21,20:45,Serie A,Matchweek 1,Sun,Away,W,1,0,Palermo,59.0,12935,Francesco Magnanelli,4-3-3,Luca Pairetto,Match Report,,22.0,8.0,,1,1,2017,Sassuolo
5,2016-08-28,20:45,Serie A,Matchweek 2,Sun,Home,L,0,3,Pescara,40.0,9071,Francesco Magnanelli,4-3-3,Paolo Tagliavento,Match Report,Match awarded to Pescara,13.0,3.0,,0,0,2017,Sassuolo
6,2016-09-10,18:00,Serie A,Matchweek 3,Sat,Away,L,1,3,Juventus,31.0,39040,Francesco Magnanelli,4-3-3,Marco Di Bello,Match Report,,9.0,3.0,,0,0,2017,Sassuolo
8,2016-09-18,15:00,Serie A,Matchweek 4,Sun,Home,W,2,0,Genoa,45.0,10134,Francesco Magnanelli,4-3-3,Claudio Gavillucci,Match Report,,13.0,7.0,,1,1,2017,Sassuolo
9,2016-09-21,20:45,Serie A,Matchweek 5,Wed,Away,L,1,2,Chievo,57.0,9000,Francesco Magnanelli,4-3-3,Piero Giacomelli,Match Report,,7.0,2.0,,0,0,2017,Sassuolo
10,2016-09-25,15:00,Serie A,Matchweek 6,Sun,Home,W,1,0,Udinese,57.0,9343,Francesco Magnanelli,4-3-3,Daniele Doveri,Match Report,,12.0,5.0,,0,0,2017,Sassuolo
12,2016-10-02,18:00,Serie A,Matchweek 7,Sun,Away,L,3,4,Milan,48.0,31738,Francesco Magnanelli,4-3-3,Marco Guida,Match Report,,7.0,5.0,,0,0,2017,Sassuolo
13,2016-10-16,15:00,Serie A,Matchweek 8,Sun,Home,W,2,1,Crotone,68.0,11569,Francesco Magnanelli,4-3-3,Davide Massa,Match Report,,22.0,9.0,,0,0,2017,Sassuolo
15,2016-10-23,18:00,Serie A,Matchweek 9,Sun,Away,D,1,1,Bologna,51.0,20201,Francesco Magnanelli,4-3-3,Massimiliano Irrati,Match Report,,9.0,3.0,,0,0,2017,Sassuolo
16,2016-10-26,20:45,Serie A,Matchweek 10,Wed,Home,L,1,3,Roma,38.0,13221,Paolo Cannavaro,4-2-3-1,Antonio Damato,Match Report,,16.0,3.0,,0,0,2017,Sassuolo
17,2016-10-30,15:00,Serie A,Matchweek 11,Sun,Away,L,1,2,Lazio,44.0,12000,Francesco Acerbi,5-3-2,Giampaolo Calvarese,Match Report,,14.0,5.0,,0,0,2017,Sassuolo
19,2016-11-06,15:00,Serie A,Matchweek 12,Sun,Home,L,0,3,Atalanta,53.0,10140,Lorenzo Pellegrini,3-4-1-2,Fabio Maresca,Match Report,,15.0,3.0,,0,0,2017,Sassuolo
20,2016-11-20,12:30,Serie A,Matchweek 13,Sun,Away,L,2,3,Sampdoria,41.0,20052,Simone Missiroli,4-3-3,Daniele Doveri,Match Report,,11.0,5.0,,0,0,2017,Sassuolo
22,2016-11-28,19:00,Serie A,Matchweek 14,Mon,Away,D,1,1,Napoli,29.0,49490,Francesco Magnanelli,4-3-3,Paolo Valeri,Match Report,,4.0,1.0,,0,0,2017,Sassuolo
23,2016-12-04,15:00,Serie A,Matchweek 15,Sun,Home,W,3,0,Empoli,43.0,9588,Francesco Magnanelli,4-3-3,Claudio Gavillucci,Match Report,,12.0,6.0,,2,2,2017,Sassuolo
25,2016-12-12,19:00,Serie A,Matchweek 16,Mon,Away,L,1,2,Fiorentina,47.0,22049,Francesco Magnanelli,4-3-3,Michael Fabbri,Match Report,,16.0,5.0,,0,0,2017,Sassuolo
26,2016-12-18,12:30,Serie A,Matchweek 17,Sun,Home,L,0,1,Inter,44.0,15221,Francesco Acerbi,4-3-3,Marco Di Bello,Match Report,,11.0,4.0,,0,0,2017,Sassuolo
27,2016-12-22,20:45,Serie A,Matchweek 18,Thu,Away,L,3,4,Cagliari,34.0,11440,Francesco Acerbi,4-3-3,Domenico Celi,Match Report,,12.0,4.0,,1,1,2017,Sassuolo
28,2017-01-08,15:00,Serie A,Matchweek 19,Sun,Home,D,0,0,Torino,44.0,11806,Francesco Acerbi,4-3-3,Massimiliano Irrati,Match Report,,7.0,2.0,,0,0,2017,Sassuolo
29,2017-01-15,15:00,Serie A,Matchweek 20,Sun,Home,W,4,1,Palermo,59.0,9074,Francesco Acerbi,4-2-3-1,Paolo Mazzoleni,Match Report,,14.0,7.0,,0,0,2017,Sassuolo
31,2017-01-22,15:00,Serie A,Matchweek 21,Sun,Away,W,3,1,Pescara,56.0,10463,Paolo Cannavaro,4-2-3-1,Paolo Valeri,Match Report,,16.0,5.0,,0,0,2017,Sassuolo
32,2017-01-29,15:00,Serie A,Matchweek 22,Sun,Home,L,0,2,Juventus,45.0,21584,Paolo Cannavaro,4-2-3-1,Daniele Doveri,Match Report,,7.0,3.0,,0,0,2017,Sassuolo
33,2017-02-05,15:00,Serie A,Matchweek 23,Sun,Away,W,1,0,Genoa,45.0,18686,Francesco Acerbi,4-3-3,Carmine Russo,Match Report,,7.0,3.0,,0,0,2017,Sassuolo
34,2017-02-12,15:00,Serie A,Matchweek 24,Sun,Home,L,1,3,Chievo,38.0,9581,Francesco Acerbi,4-3-3,Luca Pairetto,Match Report,,13.0,5.0,,0,0,2017,Sassuolo
35,2017-02-19,15:00,Serie A,Matchweek 25,Sun,Away,W,2,1,Udinese,55.0,17719,Francesco Acerbi,4-3-3,Paolo Tagliavento,Match Report,,14.0,6.0,,0,0,2017,Sassuolo
36,2017-02-26,15:00,Serie A,Matchweek 26,Sun,Home,L,0,1,Milan,49.0,18842,Francesco Acerbi,4-3-3,Giampaolo Calvarese,Match Report,,12.0,5.0,,0,1,2017,Sassuolo
37,2017-03-05,15:00,Serie A,Matchweek 27,Sun,Away,D,0,0,Crotone,56.0,7544,Simone Missiroli,4-3-3,Michael Fabbri,Match Report,,9.0,1.0,,0,0,2017,Sassuolo
38,2017-03-12,12:30,Serie A,Matchweek 28,Sun,Home,L,0,1,Bologna,59.0,10773,Paolo Cannavaro,4-3-3,Paolo Valeri,Match Report,,13.0,5.0,,0,0,2017,Sassuolo
39,2017-03-19,20:45,Serie A,Matchweek 29,Sun,Away,L,1,3,Roma,41.0,25477,Simone Missiroli,4-3-3,Marco Di Bello,Match Report,,9.0,4.0,,0,0,2017,Sassuolo
40,2017-04-01,18:00,Serie A,Matchweek 30,Sat,Home,L,1,2,Lazio,48.0,12737,Alberto Aquilani,4-3-3,Piero Giacomelli,Match Report,,9.0,3.0,,1,1,2017,Sassuolo
41,2017-04-08,18:00,Serie A,Matchweek 31,Sat,Away,D,1,1,Atalanta,36.0,18209,Paolo Cannavaro,4-3-3,Nicola Rizzoli,Match Report,,4.0,2.0,,0,0,2017,Sassuolo
42,2017-04-15,18:00,Serie A,Matchweek 32,Sat,Home,W,2,1,Sampdoria,42.0,11362,Paolo Cannavaro,4-3-3,Luca Pairetto,Match Report,,8.0,3.0,,0,0,2017,Sassuolo
43,2017-04-23,12:30,Serie A,Matchweek 33,Sun,Home,D,2,2,Napoli,32.0,18870,Paolo Cannavaro,4-3-3,Antonio Damato,Match Report,,8.0,4.0,,0,0,2017,Sassuolo
44,2017-04-30,15:00,Serie A,Matchweek 34,Sun,Away,W,3,1,Empoli,37.0,7484,Francesco Acerbi,4-3-3,Daniele Doveri,Match Report,,11.0,6.0,,0,0,2017,Sassuolo
45,2017-05-07,15:00,Serie A,Matchweek 35,Sun,Home,D,2,2,Fiorentina,48.0,11152,Francesco Acerbi,4-3-3,Claudio Gavillucci,Match Report,,12.0,8.0,,1,1,2017,Sassuolo
46,2017-05-14,12:30,Serie A,Matchweek 36,Sun,Away,W,2,1,Inter,39.0,42222,Simone Missiroli,4-3-3,Davide Massa,Match Report,,12.0,4.0,,0,0,2017,Sassuolo
47,2017-05-21,15:00,Serie A,Matchweek 37,Sun,Home,W,6,2,Cagliari,57.0,10806,Francesco Magnanelli,4-3-3,Luigi Nasca,Match Report,,14.0,9.0,,1,1,2017,Sassuolo
48,2017-05-28,20:45,Serie A,Matchweek 38,Sun,Away,L,3,5,Torino,57.0,16803,Paolo Cannavaro,4-3-3,Antonio Rapuano,Match Report,,21.0,7.0,,1,1,2017,Sassuolo
1,2016-08-20,18:00,Serie A,Matchweek 1,Sat,Away,L,0,4,Roma,28.0,30940,Danilo Larangeira,3-5-1-1,Marco Di Bello,Match Report,,11.0,1.0,,0,0,2017,Udinese
2,2016-08-28,20:45,Serie A,Matchweek 2,Sun,Home,W,2,0,Empoli,39.0,13239,Danilo Larangeira,4-3-1-2,Fabio Maresca,Match Report,,11.0,3.0,,0,0,2017,Udinese
3,2016-09-11,15:00,Serie A,Matchweek 3,Sun,Away,W,1,0,Milan,36.0,28303,Danilo Larangeira,4-3-1-2,Giampaolo Calvarese,Match Report,,10.0,2.0,,0,0,2017,Udinese
4,2016-09-18,12:30,Serie A,Matchweek 4,Sun,Home,L,1,2,Chievo,34.0,5878,Danilo Larangeira,4-3-1-2,Luca Pairetto,Match Report,,8.0,4.0,,0,0,2017,Udinese
5,2016-09-21,20:45,Serie A,Matchweek 5,Wed,Home,D,2,2,Fiorentina,31.0,15164,Danilo Larangeira,4-3-1-2,Paolo Mazzoleni,Match Report,,14.0,5.0,,0,0,2017,Udinese
6,2016-09-25,15:00,Serie A,Matchweek 6,Sun,Away,L,0,1,Sassuolo,43.0,9343,Danilo Larangeira,4-3-1-2,Daniele Doveri,Match Report,,13.0,3.0,,0,0,2017,Udinese
7,2016-10-01,20:45,Serie A,Matchweek 7,Sat,Home,L,0,3,Lazio,45.0,16648,Danilo Larangeira,4-3-1-2,Carmine Russo,Match Report,,15.0,3.0,,0,0,2017,Udinese
8,2016-10-15,20:45,Serie A,Matchweek 8,Sat,Away,L,1,2,Juventus,51.0,39199,Danilo Larangeira,4-3-1-2,Claudio Gavillucci,Match Report,,8.0,4.0,,0,0,2017,Udinese
9,2016-10-23,12:30,Serie A,Matchweek 9,Sun,Home,W,3,1,Pescara,39.0,14317,Danilo Larangeira,4-2-3-1,Gianluca Rocchi,Match Report,,9.0,4.0,,2,2,2017,Udinese
10,2016-10-27,20:45,Serie A,Matchweek 10,Thu,Away,W,3,1,Palermo,48.0,9360,Danilo Larangeira,4-3-3,Daniele Orsato,Match Report,,11.0,7.0,,0,0,2017,Udinese
11,2016-10-31,19:00,Serie A,Matchweek 11,Mon,Home,D,2,2,Torino,42.0,9210,Danilo Larangeira,4-3-3,Paolo Tagliavento,Match Report,,16.0,5.0,,0,0,2017,Udinese
12,2016-11-06,15:00,Serie A,Matchweek 12,Sun,Away,D,1,1,Genoa,37.0,19015,Danilo Larangeira,4-3-3,Gianluca Manganiello,Match Report,,10.0,3.0,,0,0,2017,Udinese
13,2016-11-19,18:00,Serie A,Matchweek 13,Sat,Home,L,1,2,Napoli,31.0,18501,Danilo Larangeira,4-3-3,Luca Banti,Match Report,,7.0,3.0,,0,0,2017,Udinese
14,2016-11-27,15:00,Serie A,Matchweek 14,Sun,Away,L,1,2,Cagliari,56.0,11648,Danilo Larangeira,4-3-3,Luca Pairetto,Match Report,,20.0,5.0,,0,0,2017,Udinese
15,2016-12-05,21:00,Serie A,Matchweek 15,Mon,Home,W,1,0,Bologna,57.0,16014,Danilo Larangeira,4-3-3,Fabrizio Pasqua,Match Report,,19.0,9.0,,0,0,2017,Udinese
16,2016-12-11,15:00,Serie A,Matchweek 16,Sun,Away,W,3,1,Atalanta,27.0,16180,Danilo Larangeira,4-3-3,Fabio Maresca,Match Report,,6.0,3.0,,0,0,2017,Udinese
17,2016-12-18,15:00,Serie A,Matchweek 17,Sun,Home,W,2,0,Crotone,57.0,14346,Felipe dal Belo,4-3-3,Juan Sacchi,Match Report,,14.0,8.0,,0,0,2017,Udinese
18,2016-12-22,20:45,Serie A,Matchweek 18,Thu,Away,D,0,0,Sampdoria,38.0,17526,Danilo Larangeira,4-3-3,Claudio Gavillucci,Match Report,,11.0,3.0,,0,0,2017,Udinese
19,2017-01-08,12:30,Serie A,Matchweek 19,Sun,Home,L,1,2,Inter,36.0,25952,Danilo Larangeira,4-3-3,Daniele Doveri,Match Report,,12.0,3.0,,0,0,2017,Udinese
20,2017-01-15,15:00,Serie A,Matchweek 20,Sun,Home,L,0,1,Roma,47.0,16825,Danilo Larangeira,4-3-3,Antonio Damato,Match Report,,10.0,5.0,,0,0,2017,Udinese
21,2017-01-22,15:00,Serie A,Matchweek 21,Sun,Away,L,0,1,Empoli,47.0,7164,Danilo Larangeira,4-3-3,Carmine Russo,Match Report,,9.0,2.0,,0,0,2017,Udinese
22,2017-01-29,15:00,Serie A,Matchweek 22,Sun,Home,W,2,1,Milan,39.0,25155,Danilo Larangeira,4-3-3,Luca Banti,Match Report,,12.0,5.0,,0,0,2017,Udinese
23,2017-02-05,15:00,Serie A,Matchweek 23,Sun,Away,D,0,0,Chievo,47.0,10000,Danilo Larangeira,4-3-3,Gianluca Aureliano,Match Report,,12.0,1.0,,0,0,2017,Udinese
24,2017-02-11,20:45,Serie A,Matchweek 24,Sat,Away,L,0,3,Fiorentina,40.0,24360,Danilo Larangeira,4-3-3,Maurizio Mariani,Match Report,,9.0,4.0,,0,0,2017,Udinese
25,2017-02-19,15:00,Serie A,Matchweek 25,Sun,Home,L,1,2,Sassuolo,45.0,17719,Danilo Larangeira,4-3-3,Paolo Tagliavento,Match Report,,10.0,6.0,,0,0,2017,Udinese
26,2017-02-26,15:00,Serie A,Matchweek 26,Sun,Away,L,0,1,Lazio,42.0,15000,Danilo Larangeira,4-3-3,Luca Pairetto,Match Report,,13.0,3.0,,0,0,2017,Udinese
27,2017-03-05,15:00,Serie A,Matchweek 27,Sun,Home,D,1,1,Juventus,35.0,25828,Danilo Larangeira,4-4-2,Antonio Damato,Match Report,,10.0,5.0,,0,0,2017,Udinese
28,2017-03-12,15:00,Serie A,Matchweek 28,Sun,Away,W,3,1,Pescara,39.0,11105,Danilo Larangeira,4-3-3,Domenico Celi,Match Report,,10.0,6.0,,0,0,2017,Udinese
29,2017-03-19,18:00,Serie A,Matchweek 29,Sun,Home,W,4,1,Palermo,48.0,15469,Danilo Larangeira,4-3-3,Fabio Maresca,Match Report,,13.0,10.0,,0,0,2017,Udinese
30,2017-04-02,12:30,Serie A,Matchweek 30,Sun,Away,D,2,2,Torino,32.0,17882,Danilo Larangeira,4-4-2,Davide Ghersini,Match Report,,8.0,3.0,,0,0,2017,Udinese
31,2017-04-09,15:00,Serie A,Matchweek 31,Sun,Home,W,3,0,Genoa,41.0,16126,Danilo Larangeira,4-4-2,Maurizio Mariani,Match Report,,9.0,3.0,,0,0,2017,Udinese
32,2017-04-15,20:45,Serie A,Matchweek 32,Sat,Away,L,0,3,Napoli,30.0,38764,Danilo Larangeira,4-1-4-1,Davide Massa,Match Report,,7.0,2.0,,0,0,2017,Udinese
33,2017-04-23,15:00,Serie A,Matchweek 33,Sun,Home,W,2,1,Cagliari,44.0,16623,Danilo Larangeira,4-4-2,Valerio Marini,Match Report,,18.0,5.0,,0,1,2017,Udinese
34,2017-04-30,15:00,Serie A,Matchweek 34,Sun,Away,L,0,4,Bologna,56.0,22360,Danilo Larangeira,4-4-2,Domenico Celi,Match Report,,6.0,2.0,,0,0,2017,Udinese
35,2017-05-07,12:30,Serie A,Matchweek 35,Sun,Home,D,1,1,Atalanta,45.0,18476,Danilo Larangeira,4-4-1-1,Marco Di Bello,Match Report,,12.0,5.0,,0,0,2017,Udinese
36,2017-05-14,15:00,Serie A,Matchweek 36,Sun,Away,L,0,1,Crotone,65.0,8500,Danilo Larangeira,4-3-3,Michael Fabbri,Match Report,,13.0,5.0,,0,0,2017,Udinese
37,2017-05-21,15:00,Serie A,Matchweek 37,Sun,Home,D,1,1,Sampdoria,30.0,16119,Danilo Larangeira,4-4-2,Riccardo Pinzani,Match Report,,12.0,3.0,,0,0,2017,Udinese
38,2017-05-28,20:45,Serie A,Matchweek 38,Sun,Away,L,2,5,Inter,41.0,36689,Felipe dal Belo,4-4-2,Aleandro Di Paolo,Match Report,,17.0,4.0,,0,0,2017,Udinese
1,2016-08-21,20:45,Serie A,Matchweek 1,Sun,Home,W,2,0,Inter,34.0,24000,Boštjan Cesar,4-3-1-2,Massimiliano Irrati,Match Report,,12.0,4.0,,0,0,2017,Chievo
2,2016-08-28,20:45,Serie A,Matchweek 2,Sun,Away,L,0,1,Fiorentina,41.0,32304,Boštjan Cesar,4-3-1-2,Michael Fabbri,Match Report,,9.0,2.0,,0,0,2017,Chievo
3,2016-09-11,15:00,Serie A,Matchweek 3,Sun,Home,D,1,1,Lazio,52.0,10000,Sergio Pellissier,4-3-1-2,Daniele Orsato,Match Report,,7.0,4.0,,0,0,2017,Chievo
4,2016-09-18,12:30,Serie A,Matchweek 4,Sun,Away,W,2,1,Udinese,66.0,5878,Boštjan Cesar,4-3-1-2,Luca Pairetto,Match Report,,21.0,7.0,,0,0,2017,Chievo
5,2016-09-21,20:45,Serie A,Matchweek 5,Wed,Home,W,2,1,Sassuolo,43.0,9000,Sergio Pellissier,4-3-1-2,Piero Giacomelli,Match Report,,5.0,3.0,,0,0,2017,Chievo
6,2016-09-24,20:45,Serie A,Matchweek 6,Sat,Away,L,0,2,Napoli,47.0,19942,Boštjan Cesar,4-3-1-2,Marco Di Bello,Match Report,,7.0,2.0,,0,0,2017,Chievo
7,2016-10-01,18:00,Serie A,Matchweek 7,Sat,Away,W,2,0,Pescara,45.0,13782,Nicolas Frey,4-3-1-2,Gianluca Manganiello,Match Report,,15.0,4.0,,0,0,2017,Chievo
8,2016-10-16,20:45,Serie A,Matchweek 8,Sun,Home,L,1,3,Milan,46.0,24000,Stefano Sorrentino,4-3-1-2,Gianluca Rocchi,Match Report,,8.0,5.0,,0,0,2017,Chievo
9,2016-10-23,15:00,Serie A,Matchweek 9,Sun,Away,D,0,0,Empoli,47.0,7105,Përparim Hetemaj,4-3-1-2,Fabio Maresca,Match Report,,13.0,2.0,,0,0,2017,Chievo
10,2016-10-26,20:45,Serie A,Matchweek 10,Wed,Home,D,1,1,Bologna,56.0,10000,Përparim Hetemaj,4-3-1-2,Fabrizio Pasqua,Match Report,,10.0,3.0,,0,0,2017,Chievo
11,2016-10-30,15:00,Serie A,Matchweek 11,Sun,Away,L,0,2,Crotone,63.0,7298,Nicolas Frey,4-3-1-2,Luca Pairetto,Match Report,,17.0,4.0,,0,0,2017,Chievo
12,2016-11-06,15:00,Serie A,Matchweek 12,Sun,Home,L,1,2,Juventus,41.0,27000,Përparim Hetemaj,5-3-2,Paolo Valeri,Match Report,,9.0,2.0,,1,1,2017,Chievo
13,2016-11-19,15:00,Serie A,Matchweek 13,Sat,Home,W,1,0,Cagliari,53.0,12000,Sergio Pellissier,4-3-1-2,Claudio Gavillucci,Match Report,,12.0,2.0,,0,0,2017,Chievo
14,2016-11-26,18:00,Serie A,Matchweek 14,Sat,Away,L,1,2,Torino,51.0,18530,Sergio Pellissier,4-3-2-1,Daniele Chiffi,Match Report,,10.0,4.0,,0,0,2017,Chievo
16,2016-12-05,19:00,Serie A,Matchweek 15,Mon,Home,D,0,0,Genoa,49.0,10000,Nicolas Frey,4-3-1-2,Carmine Russo,Match Report,,7.0,2.0,,0,1,2017,Chievo
17,2016-12-11,15:00,Serie A,Matchweek 16,Sun,Away,W,2,0,Palermo,38.0,21232,Sergio Pellissier,4-3-1-2,Paolo Tagliavento,Match Report,,8.0,3.0,,0,0,2017,Chievo
18,2016-12-18,15:00,Serie A,Matchweek 17,Sun,Home,W,2,1,Sampdoria,35.0,10000,Sergio Pellissier,4-3-1-2,Maurizio Mariani,Match Report,,13.0,4.0,,1,1,2017,Chievo
19,2016-12-22,20:45,Serie A,Matchweek 18,Thu,Away,L,1,3,Roma,33.0,25058,Nicolas Frey,4-3-1-2,Giampaolo Calvarese,Match Report,,4.0,1.0,,0,0,2017,Chievo
20,2017-01-08,15:00,Serie A,Matchweek 19,Sun,Home,L,1,4,Atalanta,49.0,10000,Nicolas Frey,4-3-1-2,Federico La Penna,Match Report,,7.0,2.0,,0,0,2017,Chievo
22,2017-01-14,20:45,Serie A,Matchweek 20,Sat,Away,L,1,3,Inter,35.0,34255,Sergio Pellissier,4-3-1-2,Piero Giacomelli,Match Report,,5.0,4.0,,0,0,2017,Chievo
23,2017-01-21,18:00,Serie A,Matchweek 21,Sat,Home,L,0,3,Fiorentina,48.0,8000,Sergio Pellissier,4-3-1-2,Fabio Maresca,Match Report,,16.0,6.0,,0,0,2017,Chievo
24,2017-01-28,18:00,Serie A,Matchweek 22,Sat,Away,W,1,0,Lazio,39.0,15000,Përparim Hetemaj,4-3-2-1,Michael Fabbri,Match Report,,7.0,2.0,,0,0,2017,Chievo
25,2017-02-05,15:00,Serie A,Matchweek 23,Sun,Home,D,0,0,Udinese,53.0,10000,Sergio Pellissier,4-3-1-2,Gianluca Aureliano,Match Report,,6.0,0.0,,0,0,2017,Chievo
26,2017-02-12,15:00,Serie A,Matchweek 24,Sun,Away,W,3,1,Sassuolo,63.0,9581,Përparim Hetemaj,4-3-2-1,Luca Pairetto,Match Report,,19.0,7.0,,0,1,2017,Chievo
27,2017-02-19,15:00,Serie A,Matchweek 25,Sun,Home,L,1,3,Napoli,36.0,10000,Përparim Hetemaj,4-3-2-1,Massimiliano Irrati,Match Report,,13.0,3.0,,0,0,2017,Chievo
28,2017-02-26,15:00,Serie A,Matchweek 26,Sun,Home,W,2,0,Pescara,53.0,9500,Përparim Hetemaj,4-3-1-2,Claudio Gavillucci,Match Report,,20.0,8.0,,0,0,2017,Chievo
29,2017-03-04,20:45,Serie A,Matchweek 27,Sat,Away,L,1,3,Milan,49.0,27357,Dario Dainelli,4-3-1-2,Fabio Maresca,Match Report,,9.0,3.0,,1,1,2017,Chievo
30,2017-03-12,15:00,Serie A,Matchweek 28,Sun,Home,W,4,0,Empoli,49.0,10000,Sergio Pellissier,4-3-1-2,Piero Giacomelli,Match Report,,13.0,9.0,,0,0,2017,Chievo
31,2017-03-19,15:00,Serie A,Matchweek 29,Sun,Away,L,1,4,Bologna,54.0,20982,Përparim Hetemaj,4-3-1-2,Rosario Abisso,Match Report,,11.0,4.0,,0,0,2017,Chievo
32,2017-04-02,15:00,Serie A,Matchweek 30,Sun,Home,L,1,2,Crotone,58.0,8000,Sergio Pellissier,4-3-1-2,Giampaolo Calvarese,Match Report,,16.0,4.0,,0,0,2017,Chievo
33,2017-04-08,20:45,Serie A,Matchweek 31,Sat,Away,L,0,2,Juventus,43.0,39196,Sergio Pellissier,4-3-1-2,Michael Fabbri,Match Report,,10.0,3.0,,0,0,2017,Chievo
34,2017-04-15,15:00,Serie A,Matchweek 32,Sat,Away,L,0,4,Cagliari,47.0,11195,Sergio Pellissier,4-3-1-2,Gianluca Manganiello,Match Report,,16.0,2.0,,0,0,2017,Chievo
35,2017-04-23,15:00,Serie A,Matchweek 33,Sun,Home,L,1,3,Torino,40.0,10000,Sergio Pellissier,4-3-1-2,Maurizio Mariani,Match Report,,13.0,3.0,,0,0,2017,Chievo
36,2017-04-30,15:00,Serie A,Matchweek 34,Sun,Away,W,2,1,Genoa,46.0,19467,Boštjan Cesar,4-4-1-1,Luca Pairetto,Match Report,,8.0,2.0,,0,0,2017,Chievo
37,2017-05-07,15:00,Serie A,Matchweek 35,Sun,Home,D,1,1,Palermo,55.0,10000,Sergio Pellissier,4-3-1-2,Marco Serra,Match Report,,5.0,2.0,,1,1,2017,Chievo
38,2017-05-14,15:00,Serie A,Matchweek 36,Sun,Away,D,1,1,Sampdoria,38.0,18163,Sergio Pellissier,4-3-1-2,Fabio Maresca,Match Report,,7.0,1.0,,0,0,2017,Chievo
39,2017-05-20,18:00,Serie A,Matchweek 37,Sat,Home,L,3,5,Roma,38.0,20000,Valter Birsa,4-3-1-2,Antonio Damato,Match Report,,11.0,4.0,,0,0,2017,Chievo
40,2017-05-27,18:00,Serie A,Matchweek 38,Sat,Away,L,0,1,Atalanta,40.0,19217,Boštjan Cesar,4-4-1-1,Domenico Celi,Match Report,,6.0,3.0,,0,0,2017,Chievo
1,2016-08-21,20:45,Serie A,Matchweek 1,Sun,Home,W,1,0,Crotone,47.0,18396,Daniele Gastaldello,4-3-3,Claudio Gavillucci,Match Report,,20.0,6.0,,0,0,2017,Bologna
2,2016-08-28,20:45,Serie A,Matchweek 2,Sun,Away,L,1,5,Torino,52.0,17077,Daniele Gastaldello,4-3-3,Gianluca Rocchi,Match Report,,10.0,2.0,,0,0,2017,Bologna
3,2016-09-11,12:30,Serie A,Matchweek 3,Sun,Home,W,2,1,Cagliari,46.0,17903,Daniele Gastaldello,4-3-3,Rosario Abisso,Match Report,,17.0,10.0,,0,0,2017,Bologna
