,date,time,comp,round,day,venue,result,gf,ga,opponent,xg,xga,poss,attendance,captain,formation,referee,match report,notes,sh,sot,dist,pk,pkatt,season,team
12,2019-08-07,19:15,Série A,Matchweek 7,Wed,Away,L,0,2,Corinthians,0.4,2.0,36.0,34595.0,Rafael Vaz,4-3-3,Bruno Arleu de Araujo,Match Report,,11,3,22.5,0,0,2019,Goias
13,2019-08-11,19:00,Série A,Matchweek 14,Sun,Home,L,0,1,Vasco da Gama,1.6,1.0,54.0,14529.0,Fábio Sanches,4-2-3-1,Jean Pierre Goncalves Lima,Match Report,,19,5,20.7,0,0,2019,Goias
14,2019-08-18,16:00,Série A,Matchweek 15,Sun,Away,D,1,1,Bahia,0.4,0.6,52.0,28866.0,Rafael Moura,4-4-2,Raphael Claus,Match Report,,11,4,25.6,0,0,2019,Goias
15,2019-08-25,16:00,Série A,Matchweek 16,Sun,Home,W,2,1,Internacional,0.5,1.4,28.0,8634.0,Kayke Rodrigues,4-4-2,Marielson Alves Silva,Match Report,,7,4,19.8,0,0,2019,Goias
16,2019-09-01,16:00,Série A,Matchweek 17,Sun,Away,L,0,2,Fortaleza,0.5,1.3,49.0,34343.0,Geovane,4-4-1-1,Felipe Fernandes de Lima,Match Report,,7,2,26.0,0,0,2019,Goias
17,2019-09-07,21:00,Série A,Matchweek 18,Sat,Home,L,1,2,Palmeiras,0.3,1.6,34.0,17115.0,Gilberto,4-2-3-1,Wagner Reway,Match Report,,9,2,27.8,0,0,2019,Goias
18,2019-09-15,16:00,Série A,Matchweek 19,Sun,Away,L,0,3,Grêmio,0.5,1.4,37.0,35584.0,Marcelo Hermes,4-3-3,Savio Pereira,Match Report,,12,4,21.2,0,0,2019,Goias
19,2019-09-22,19:00,Série A,Matchweek 20,Sun,Home,W,3,0,Fluminense,1.7,0.3,29.0,6806.0,Rafael Vaz,4-4-1-1,Rafael Traci,Match Report,,11,5,19.1,0,0,2019,Goias
20,2019-09-25,21:30,Série A,Matchweek 21,Wed,Away,W,1,0,São Paulo,0.3,1.9,28.0,12505.0,Yago,4-4-1-1,Bruno Arleu de Araujo,Match Report,,3,3,25.0,0,0,2019,Goias
21,2019-09-30,20:00,Série A,Matchweek 22,Mon,Home,W,1,0,Cruzeiro,0.8,1.0,35.0,24142.0,Rafael Vaz,4-3-3,Gilberto Rodrigues Castro Junior,Match Report,,8,2,23.5,0,0,2019,Goias
22,2019-10-06,16:00,Série A,Matchweek 23,Sun,Away,W,1,0,Ceará,0.7,2.5,43.0,19071.0,Gilberto,4-3-3,Jose Mendonca da Silva Junior,Match Report,,9,3,17.2,0,0,2019,Goias
23,2019-10-09,19:15,Série A,Matchweek 24,Wed,Away,L,1,3,Botafogo (RJ),1.1,2.1,56.0,5574.0,Fábio Sanches,4-3-3,Rodrigo D'Alonso Ferreira,Match Report,,18,4,21.5,0,0,2019,Goias
24,2019-10-12,17:00,Série A,Matchweek 25,Sat,Home,W,1,0,CSA,0.9,0.6,50.0,8826.0,Rafael Vaz,4-3-3,Felipe Fernandes de Lima,Match Report,,14,3,21.1,0,0,2019,Goias
25,2019-10-16,21:30,Série A,Matchweek 26,Wed,Home,D,2,2,Corinthians,1.4,2.0,45.0,17577.0,Rafael Vaz,4-2-3-1,Wagner do Nascimento Magalhaes,Match Report,,20,3,19.0,0,0,2019,Goias
26,2019-10-20,19:00,Série A,Matchweek 27,Sun,Away,D,2,2,Chapecoense,2.1,2.0,50.0,4042.0,Rafael Vaz,4-2-3-1,Gilberto Rodrigues Castro Junior,Match Report,,21,8,23.9,0,0,2019,Goias
27,2019-10-27,17:00,Série A,Matchweek 28,Sun,Away,L,1,4,Ath Paranaense,0.4,3.8,32.0,10778.0,Rafael Vaz,4-3-3,Flavio Rodrigues De Souza,Match Report,,7,2,21.2,0,0,2019,Goias
28,2019-10-31,20:00,Série A,Matchweek 29,Thu,Home,D,2,2,Flamengo,1.6,2.3,38.0,35170.0,Rafael Vaz,4-1-4-1,Ricardo Marques Ribeiro,Match Report,,18,3,26.3,0,0,2019,Goias
29,2019-11-03,20:30,Série A,Matchweek 30,Sun,Home,W,2,0,Avaí,2.8,0.7,48.0,8914.0,Rafael Vaz,4-2-3-1,Vinicius Gonçalves Dias Araujo,Match Report,,22,5,22.3,1,1,2019,Goias
30,2019-11-06,20:00,Série A,Matchweek 31,Wed,Away,L,0,2,Atlético Mineiro,0.3,1.8,48.0,38937.0,Rafael Vaz,4-2-3-1,Thiago Duarte Peixoto,Match Report,,7,3,20.8,0,0,2019,Goias
31,2019-11-09,18:00,Série A,Matchweek 32,Sat,Home,L,0,3,Santos,0.8,1.5,44.0,13226.0,Rafael Vaz,4-1-4-1,Bruno Arleu de Araujo,Match Report,,9,2,21.0,0,0,2019,Goias
32,2019-11-18,19:30,Série A,Matchweek 33,Mon,Away,D,1,1,Vasco da Gama,2.1,0.8,51.0,18620.0,Rafael Vaz,4-4-1-1,Paulo Roberto Alves Júnior,Match Report,,21,6,18.1,0,0,2019,Goias
33,2019-11-24,16:00,Série A,Matchweek 34,Sun,Home,W,4,3,Bahia,1.9,1.0,47.0,10259.0,Rafael Vaz,4-2-3-1,Ricardo Marques Ribeiro,Match Report,,13,5,17.5,0,0,2019,Goias
34,2019-11-27,19:30,Série A,Matchweek 35,Wed,Away,W,2,1,Internacional,1.5,2.3,32.0,19331.0,Rafael Vaz,4-1-4-1,Caio Max Augusto Vieira,Match Report,,13,6,17.2,0,0,2019,Goias
35,2019-12-01,16:00,Série A,Matchweek 36,Sun,Home,L,1,2,Fortaleza,2.0,1.5,59.0,27284.0,Rafael Vaz,4-2-3-1,Dewson Fernando Freitas da Silva,Match Report,,19,4,21.8,0,0,2019,Goias
36,2019-12-05,19:15,Série A,Matchweek 37,Thu,Away,L,1,5,Palmeiras,1.4,3.6,56.0,6779.0,Rafael Vaz,4-3-3,Bruno Arleu de Araujo,Match Report,,9,2,26.4,1,1,2019,Goias
37,2019-12-08,16:00,Série A,Matchweek 38,Sun,Home,W,3,2,Grêmio,1.1,2.4,46.0,7145.0,Rafael Vaz,4-3-3,Ricardo Marques Ribeiro,Match Report,,18,6,18.9,0,0,2019,Goias
2,2019-04-28,16:00,Série A,Matchweek 1,Sun,Home,W,3,2,Corinthians,1.4,0.4,44.0,29294.0,Lucas Fonseca,4-2-3-1,Wilton Sampaio,Match Report,,15,6,20.2,0,0,2019,Bahia
3,2019-05-02,20:00,Série A,Matchweek 2,Thu,Away,L,2,3,Botafogo (RJ),2.6,1.7,48.0,7568.0,Lucas Fonseca,4-2-3-1,Luiz Flávio de Oliveira,Match Report,,19,4,16.7,0,0,2019,Bahia
4,2019-05-05,19:00,Série A,Matchweek 3,Sun,Home,W,1,0,Avaí,2.2,0.3,51.0,18673.0,Lucas Fonseca,4-2-3-1,Bruno Arleu de Araujo,Match Report,,20,11,20.8,0,0,2019,Bahia
5,2019-05-12,19:00,Série A,Matchweek 4,Sun,Away,L,0,1,Ath Paranaense,0.9,2.2,38.0,10510.0,Lucas Fonseca,4-2-3-1,Savio Pereira,Match Report,,13,4,17.6,0,0,2019,Bahia
6,2019-05-19,11:00,Série A,Matchweek 5,Sun,Away,D,0,0,São Paulo,1.4,0.5,43.0,44640.0,Lucas Fonseca,4-3-3,Daniel Nobre Bins,Match Report,,17,2,21.8,0,0,2019,Bahia
7,2019-05-26,19:00,Série A,Matchweek 6,Sun,Home,W,3,2,Fluminense,2.1,1.7,34.0,21776.0,Lucas Fonseca,4-1-4-1,Igor Junior Benevenuto,Match Report,,9,4,25.2,1,1,2019,Bahia
8,2019-06-01,19:00,Série A,Matchweek 7,Sat,Home,W,1,0,Grêmio,2.0,0.6,44.0,26930.0,Lucas Fonseca,4-3-3,Dewson Fernando Freitas da Silva,Match Report,,13,3,18.9,1,1,2019,Bahia
9,2019-06-08,19:30,Série A,Matchweek 8,Sat,Away,D,0,0,Ceará,0.6,1.7,38.0,15566.0,Lucas Fonseca,4-3-3,Thiago Duarte Peixoto,Match Report,,9,1,16.5,0,0,2019,Bahia
10,2019-06-12,21:30,Série A,Matchweek 9,Wed,Away,L,1,3,Internacional,1.8,1.9,54.0,15724.0,Lucas Fonseca,4-1-4-1,Paulo Roberto Alves Júnior,Match Report,,19,2,20.4,0,0,2019,Bahia
11,2019-07-13,19:00,Série A,Matchweek 10,Sat,Home,L,0,1,Santos,1.2,1.9,39.0,18465.0,Lucas Fonseca,4-3-3,Jean Pierre Goncalves Lima,Match Report,,12,2,19.5,0,0,2019,Bahia
12,2019-07-20,17:00,Série A,Matchweek 11,Sat,Home,D,0,0,Cruzeiro,0.8,0.9,57.0,24864.0,Lucas Fonseca,4-1-4-1,Luiz Flávio de Oliveira,Match Report,,12,1,22.1,0,0,2019,Bahia
13,2019-07-28,11:00,Série A,Matchweek 12,Sun,Away,D,0,0,Chapecoense,1.0,0.6,52.0,12787.0,Lucas Fonseca,4-3-3,Dewson Fernando Freitas da Silva,Match Report,,16,6,22.3,0,0,2019,Bahia
14,2019-08-04,16:00,Série A,Matchweek 13,Sun,Home,W,3,0,Flamengo,1.3,0.9,33.0,43099.0,Lucas Fonseca,4-3-3,Flavio Rodrigues De Souza,Match Report,,10,7,20.0,0,0,2019,Bahia
15,2019-08-11,16:00,Série A,Matchweek 14,Sun,Away,D,2,2,Palmeiras,2.4,2.0,58.0,34275.0,Lucas Fonseca,4-3-3,Igor Junior Benevenuto,Match Report,,5,1,21.2,2,2,2019,Bahia
16,2019-08-18,16:00,Série A,Matchweek 15,Sun,Home,D,1,1,Goiás,0.6,0.4,48.0,28866.0,Lucas Fonseca,4-2-3-1,Raphael Claus,Match Report,,14,3,20.5,0,0,2019,Bahia
17,2019-08-24,11:00,Série A,Matchweek 16,Sat,Away,W,1,0,Atlético Mineiro,0.4,1.1,43.0,22401.0,Lucas Fonseca,4-3-3,Rodolpho Toski Marques,Match Report,,6,5,16.6,0,0,2019,Bahia
18,2019-08-31,17:00,Série A,Matchweek 17,Sat,Home,W,1,0,CSA,1.9,0.3,66.0,32483.0,Lucas Fonseca,4-2-3-1,Vinicius Gomes do Amaral,Match Report,,14,6,22.3,0,1,2019,Bahia
19,2019-09-07,11:00,Série A,Matchweek 18,Sat,Away,W,2,0,Vasco da Gama,1.0,1.0,43.0,20282.0,Lucas Fonseca,4-3-3,Caio Max Augusto Vieira,Match Report,,9,3,23.3,0,0,2019,Bahia
20,2019-09-15,16:00,Série A,Matchweek 19,Sun,Home,D,1,1,Fortaleza,1.2,0.8,53.0,38977.0,Lucas Fonseca,4-2-3-1,Wagner do Nascimento Magalhaes,Match Report,,10,2,21.8,1,1,2019,Bahia
21,2019-09-21,19:00,Série A,Matchweek 20,Sat,Away,L,1,2,Corinthians,1.1,2.7,50.0,29569.0,Lucas Fonseca,4-1-4-1,Dewson Fernando Freitas da Silva,Match Report,,8,2,24.7,1,1,2019,Bahia
22,2019-09-25,21:30,Série A,Matchweek 21,Wed,Home,W,2,0,Botafogo (RJ),2.4,0.1,57.0,19656.0,Lucas Fonseca,4-1-4-1,Flavio Rodrigues De Souza,Match Report,,19,3,21.5,0,0,2019,Bahia
23,2019-09-30,20:00,Série A,Matchweek 22,Mon,Away,W,2,0,Avaí,0.2,0.6,44.0,7052.0,Lucas Fonseca,4-3-3,Jean Pierre Goncalves Lima,Match Report,,6,2,27.5,0,0,2019,Bahia
24,2019-10-05,19:00,Série A,Matchweek 23,Sat,Home,L,1,2,Ath Paranaense,1.5,1.7,47.0,38096.0,Lucas Fonseca,4-3-3,Raphael Claus,Match Report,,14,4,15.2,0,0,2019,Bahia
25,2019-10-09,21:00,Série A,Matchweek 24,Wed,Home,D,0,0,São Paulo,0.7,0.4,41.0,31726.0,Lucas Fonseca,4-1-4-1,Braulio da Silva Machado,Match Report,,14,6,19.2,0,0,2019,Bahia
26,2019-10-12,19:00,Série A,Matchweek 25,Sat,Away,L,0,2,Fluminense,3.2,1.6,51.0,17637.0,Lucas Fonseca,4-3-3,Heber Roberto Lopes,Match Report,,17,5,14.8,0,0,2019,Bahia
27,2019-10-16,19:15,Série A,Matchweek 26,Wed,Away,W,1,0,Grêmio,1.4,1.8,37.0,11757.0,Lucas Fonseca,4-2-3-1,Rodolpho Toski Marques,Match Report,,12,5,21.5,1,1,2019,Bahia
28,2019-10-21,19:30,Série A,Matchweek 27,Mon,Home,L,1,2,Ceará,1.4,1.2,47.0,28415.0,Lucas Fonseca,4-1-4-1,Luiz Flávio de Oliveira,Match Report,,12,4,19.8,0,0,2019,Bahia
29,2019-10-26,19:00,Série A,Matchweek 28,Sat,Home,L,2,3,Internacional,1.0,1.3,55.0,27542.0,Lucas Fonseca,4-3-3,Marcelo de Lima Henrique,Match Report,,13,5,18.2,0,0,2019,Bahia
30,2019-10-31,20:15,Série A,Matchweek 29,Thu,Away,L,0,1,Santos,0.2,2.4,39.0,5634.0,Lucas Fonseca,4-3-3,Wagner do Nascimento Magalhaes,Match Report,,3,1,19.4,0,0,2019,Bahia
31,2019-11-03,20:00,Série A,Matchweek 30,Sun,Away,D,1,1,Cruzeiro,1.4,1.7,37.0,21933.0,Lucas Fonseca,4-3-3,Wagner Reway,Match Report,,12,2,21.4,1,1,2019,Bahia
32,2019-11-06,21:30,Série A,Matchweek 31,Wed,Home,D,1,1,Chapecoense,2.0,0.8,66.0,16836.0,Lucas Fonseca,4-3-3,Vinicius Furlan,Match Report,,23,7,20.3,0,0,2019,Bahia
33,2019-11-10,19:00,Série A,Matchweek 32,Sun,Away,L,1,3,Flamengo,0.7,2.8,34.0,65930.0,Lucas Fonseca,4-3-3,Caio Max Augusto Vieira,Match Report,,9,2,21.1,0,0,2019,Bahia
34,2019-11-17,16:00,Série A,Matchweek 33,Sun,Home,D,1,1,Palmeiras,1.6,1.3,46.0,23194.0,Lucas Fonseca,4-3-3,Bruno Arleu de Araujo,Match Report,,15,5,19.3,0,0,2019,Bahia
35,2019-11-24,16:00,Série A,Matchweek 34,Sun,Away,L,3,4,Goiás,1.0,1.9,53.0,10259.0,Gilberto,4-4-2,Ricardo Marques Ribeiro,Match Report,,10,3,23.0,0,0,2019,Bahia
36,2019-11-27,21:00,Série A,Matchweek 35,Wed,Home,D,1,1,Atlético Mineiro,1.2,1.0,57.0,12759.0,Gilberto,4-2-3-1,Thiago Duarte Peixoto,Match Report,,16,4,22.5,0,0,2019,Bahia
37,2019-12-01,18:00,Série A,Matchweek 36,Sun,Away,W,2,1,CSA,1.1,1.2,47.0,7371.0,Lucas Fonseca,4-3-3,Vinicius Furlan,Match Report,,17,8,20.3,0,0,2019,Bahia
38,2019-12-05,19:15,Série A,Matchweek 37,Thu,Home,D,1,1,Vasco da Gama,1.9,0.4,46.0,25148.0,Lucas Fonseca,4-3-3,Felipe Fernandes de Lima,Match Report,,14,3,22.6,1,1,2019,Bahia
39,2019-12-08,16:00,Série A,Matchweek 38,Sun,Away,L,1,2,Fortaleza,1.0,1.8,43.0,52552.0,Gilberto,4-3-3,Wagner do Nascimento Magalhaes,Match Report,,11,4,22.9,0,0,2019,Bahia
0,2019-04-28,16:00,Série A,Matchweek 1,Sun,Away,L,1,4,Ath Paranaense,1.3,3.7,43.0,12275.0,Werley,3-5-2,Luiz Flávio de Oliveira,Match Report,,14,5,21.3,0,0,2019,Vasco da Gama
1,2019-05-01,21:30,Série A,Matchweek 2,Wed,Home,L,1,2,Atlético Mineiro,1.6,0.6,51.0,6745.0,Werley,4-2-3-1,Raphael Claus,Match Report,,21,3,22.2,0,0,2019,Vasco da Gama
2,2019-05-04,19:00,Série A,Matchweek 3,Sat,Home,D,1,1,Corinthians,1.9,1.2,47.0,25779.0,Maxi López,4-2-3-1,Rodrigo D'Alonso Ferreira,Match Report,,12,3,20.2,1,1,2019,Vasco da Gama
3,2019-05-12,16:00,Série A,Matchweek 4,Sun,Away,L,0,3,Santos,1.0,3.2,45.0,12952.0,Maxi López,3-4-3,Paulo Roberto Alves Júnior,Match Report,,15,5,17.2,0,0,2019,Vasco da Gama
4,2019-05-19,19:00,Série A,Matchweek 5,Sun,Home,D,1,1,Avaí,1.0,0.6,50.0,13924.0,Maxi López,4-2-3-1,Ricardo Marques Ribeiro,Match Report,,11,2,17.4,0,0,2019,Vasco da Gama
5,2019-05-26,19:00,Série A,Matchweek 6,Sun,Away,D,1,1,Fortaleza,2.0,2.1,39.0,28148.0,Yago Pikachu,4-2-3-1,Anderson Daronco,Match Report,,13,1,19.1,1,1,2019,Vasco da Gama
6,2019-06-02,11:00,Série A,Matchweek 7,Sun,Away,L,0,1,Botafogo (RJ),1.3,0.6,45.0,19503.0,Yago Pikachu,4-1-4-1,Vinicius Gonçalves Dias Araujo,Match Report,,18,2,17.7,0,0,2019,Vasco da Gama
7,2019-06-07,20:30,Série A,Matchweek 8,Fri,Home,W,2,1,Internacional,1.2,1.7,31.0,11046.0,Fernando Miguel,4-3-3,Heber Roberto Lopes,Match Report,,10,3,22.6,0,0,2019,Vasco da Gama
8,2019-06-13,19:15,Série A,Matchweek 9,Thu,Home,W,1,0,Ceará,1.9,0.9,53.0,19584.0,Fernando Miguel,4-3-3,Flavio Rodrigues De Souza,Match Report,,18,11,21.2,0,0,2019,Vasco da Gama
9,2019-07-13,17:00,Série A,Matchweek 10,Sat,Away,L,1,2,Grêmio,1.5,1.8,30.0,9701.0,Fernando Miguel,4-3-3,Rodolpho Toski Marques,Match Report,,9,4,19.2,1,1,2019,Vasco da Gama
10,2019-07-20,11:00,Série A,Matchweek 11,Sat,Home,W,2,1,Fluminense,1.6,0.2,45.0,20904.0,Leandro Castán,4-1-4-1,Bruno Arleu de Araujo,Match Report,,16,5,18.2,0,0,2019,Vasco da Gama
11,2019-07-27,17:00,Série A,Matchweek 12,Sat,Away,D,1,1,Palmeiras,0.6,1.9,46.0,37754.0,Leandro Castán,4-3-3,Ricardo Marques Ribeiro,Match Report,,6,1,22.3,0,0,2019,Vasco da Gama
12,2019-08-04,19:00,Série A,Matchweek 13,Sun,Home,D,0,0,CSA,0.7,1.2,57.0,9631.0,Leandro Castán,4-2-3-1,Marielson Alves Silva,Match Report,,18,2,21.9,0,0,2019,Vasco da Gama
13,2019-08-11,19:00,Série A,Matchweek 14,Sun,Away,W,1,0,Goiás,1.0,1.6,46.0,14529.0,Leandro Castán,4-2-3-1,Jean Pierre Goncalves Lima,Match Report,,12,5,20.5,0,0,2019,Vasco da Gama
14,2019-08-17,19:00,Série A,Matchweek 15,Sat,Home,L,1,4,Flamengo,2.4,3.6,43.0,65418.0,Leandro Castán,4-3-3,Leandro Pedro Vuaden,Match Report,,9,4,17.1,0,2,2019,Vasco da Gama
15,2019-08-25,16:00,Série A,Matchweek 16,Sun,Home,W,2,0,São Paulo,2.0,0.2,52.0,20404.0,Leandro Castán,4-1-4-1,Anderson Daronco,Match Report,,18,7,16.2,0,0,2019,Vasco da Gama
16,2019-09-01,19:00,Série A,Matchweek 17,Sun,Away,L,0,1,Cruzeiro,1.4,0.7,44.0,26052.0,Yago Pikachu,4-1-4-1,Heber Roberto Lopes,Match Report,,11,1,22.4,0,1,2019,Vasco da Gama
17,2019-09-07,11:00,Série A,Matchweek 18,Sat,Home,L,0,2,Bahia,1.0,1.0,57.0,20282.0,Leandro Castán,4-2-3-1,Caio Max Augusto Vieira,Match Report,,21,4,22.5,0,0,2019,Vasco da Gama
18,2019-09-14,19:00,Série A,Matchweek 19,Sat,Away,W,2,1,Chapecoense,2.1,0.8,44.0,8808.0,Leandro Castán,4-2-3-1,Flavio Rodrigues De Souza,Match Report,,15,8,18.6,0,0,2019,Vasco da Gama
19,2019-09-22,16:00,Série A,Matchweek 20,Sun,Home,D,1,1,Ath Paranaense,3.2,0.4,48.0,17427.0,Leandro Castán,4-1-4-1,Anderson Daronco,Match Report,,19,7,15.7,1,1,2019,Vasco da Gama
20,2019-09-29,11:00,Série A,Matchweek 22,Sun,Away,L,0,1,Corinthians,1.1,0.9,46.0,37091.0,Leandro Castán,4-3-3,Ricardo Marques Ribeiro,Match Report,,15,2,19.8,0,0,2019,Vasco da Gama
21,2019-10-02,19:15,Série A,Matchweek 21,Wed,Away,W,2,1,Atlético Mineiro,2.1,1.5,47.0,10485.0,Leandro Castán,4-4-2,Heber Roberto Lopes,Match Report,,15,4,19.6,1,1,2019,Vasco da Gama
22,2019-10-05,17:00,Série A,Matchweek 23,Sat,Home,L,0,1,Santos,2.0,1.0,43.0,17083.0,Leandro Castán,4-3-3,Savio Pereira,Match Report,,15,1,18.6,0,1,2019,Vasco da Gama
23,2019-10-10,19:15,Série A,Matchweek 24,Thu,Away,D,0,0,Avaí,1.5,0.9,45.0,7401.0,Yago Pikachu,4-2-3-1,Paulo Roberto Alves Júnior,Match Report,,12,4,14.7,0,0,2019,Vasco da Gama
24,2019-10-13,16:00,Série A,Matchweek 25,Sun,Home,W,1,0,Fortaleza,1.6,0.6,58.0,12285.0,Leandro Castán,4-2-3-1,Daniel Nobre Bins,Match Report,,15,4,19.6,1,1,2019,Vasco da Gama
25,2019-10-16,21:30,Série A,Matchweek 26,Wed,Home,W,2,1,Botafogo (RJ),1.3,1.1,37.0,16604.0,Leandro Castán,4-2-3-1,Flavio Rodrigues De Souza,Match Report,,16,8,21.0,0,0,2019,Vasco da Gama
26,2019-10-20,17:00,Série A,Matchweek 27,Sun,Away,W,1,0,Internacional,2.2,1.3,29.0,24435.0,Leandro Castán,4-2-3-1,Vinicius Gonçalves Dias Araujo,Match Report,,9,3,17.8,0,0,2019,Vasco da Gama
27,2019-10-26,17:00,Série A,Matchweek 28,Sat,Away,D,1,1,Ceará,1.0,1.3,37.0,35178.0,Leandro Castán,4-3-3,Jean Pierre Goncalves Lima,Match Report,,8,3,17.6,0,0,2019,Vasco da Gama
28,2019-10-30,21:30,Série A,Matchweek 29,Wed,Home,L,1,3,Grêmio,0.8,1.6,43.0,15708.0,Leandro Castán,4-3-1-2,Wilton Sampaio,Match Report,,16,1,20.7,0,0,2019,Vasco da Gama
29,2019-11-02,20:00,Série A,Matchweek 30,Sat,Away,D,0,0,Fluminense,0.8,1.8,34.0,16056.0,Leandro Castán,4-2-3-1,Raphael Claus,Match Report,,12,1,16.6,0,0,2019,Vasco da Gama
30,2019-11-06,21:30,Série A,Matchweek 31,Wed,Home,L,1,2,Palmeiras,0.6,2.6,45.0,8492.0,Leandro Castán,4-2-4-0,Rafael Traci,Match Report,,8,3,19.3,0,0,2019,Vasco da Gama
31,2019-11-10,19:00,Série A,Matchweek 32,Sun,Away,W,3,0,CSA,1.9,1.8,41.0,14690.0,Yago Pikachu,4-2-3-1,Rodrigo D'Alonso Ferreira,Match Report,,8,6,11.9,0,0,2019,Vasco da Gama
32,2019-11-13,21:30,Série A,Matchweek 34,Wed,Away,D,4,4,Flamengo,2.4,2.4,34.0,52757.0,Yago Pikachu,4-1-2-1-2◆,Wilton Sampaio,Match Report,,8,5,13.7,1,1,2019,Vasco da Gama
33,2019-11-18,19:30,Série A,Matchweek 33,Mon,Home,D,1,1,Goiás,0.8,2.1,49.0,18620.0,Oswaldo Henríquez,4-1-4-1,Paulo Roberto Alves Júnior,Match Report,,9,3,16.5,0,0,2019,Vasco da Gama
34,2019-11-28,20:30,Série A,Matchweek 35,Thu,Away,L,0,1,São Paulo,0.8,1.0,44.0,11970.0,Leandro Castán,4-2-3-1,Savio Pereira,Match Report,,10,5,14.0,0,0,2019,Vasco da Gama
35,2019-12-02,20:00,Série A,Matchweek 36,Mon,Home,W,1,0,Cruzeiro,0.6,1.2,42.0,19796.0,Leandro Castán,4-3-3,Wilton Sampaio,Match Report,,6,1,25.1,0,0,2019,Vasco da Gama
