,date,time,comp,round,day,venue,result,gf,ga,opponent,poss,attendance,captain,formation,referee,match report,notes,sh,sot,dist,pk,pkatt,season,team
36,2017-11-26,17:00,Série A,Matchweek 37,Sun,Away,W,1,0,Cruzeiro,33.0,14930.0,Martín Silva,4-2-3-1,Raphael Claus,Match Report,,9,4,,0,0,2017,Vasco da Gama
37,2017-12-03,17:00,Série A,Matchweek 38,Sun,Home,W,2,1,Ponte Preta,50.0,22076.0,Nenê,4-2-3-1,Rafael Traci,Match Report,,14,8,,0,1,2017,Vasco da Gama
4,2017-05-13,19:00,Série A,Matchweek 1,Sat,Away,D,1,1,Corinthians,33.0,31470.0,Andrei Girotto,4-2-3-1,Elmo Alves Resende Cunha,Match Report,,15,1,,0,0,2017,Chapecoense
6,2017-05-20,19:00,Série A,Matchweek 2,Sat,Home,W,1,0,Palmeiras,45.0,10323.0,Wellington Paulista,4-1-4-1,André Luiz de Freitas Castro,Match Report,,11,4,,0,0,2017,Chapecoense
8,2017-05-29,20:00,Série A,Matchweek 3,Mon,Home,W,2,0,Avaí,57.0,6188.0,Wellington Paulista,4-1-4-1,Marcelo de Lima Henrique,Match Report,,22,4,,0,0,2017,Chapecoense
9,2017-06-04,19:00,Série A,Matchweek 4,Sun,Away,W,2,0,Cruzeiro,39.0,16591.0,Wellington Paulista,4-1-4-1,Claudio Francisco Lima e Silva,Match Report,,10,5,,0,0,2017,Chapecoense
10,2017-06-08,20:00,Série A,Matchweek 5,Thu,Home,L,3,6,Grêmio,48.0,14403.0,Wellington Paulista,4-1-4-1,Rodolpho Toski Marques,Match Report,,18,7,,1,1,2017,Chapecoense
11,2017-06-11,16:00,Série A,Matchweek 6,Sun,Away,L,2,3,Ponte Preta,65.0,4105.0,Wellington Paulista,4-1-4-1,Dewson Fernando Freitas da Silva,Match Report,,17,7,,0,0,2017,Chapecoense
12,2017-06-14,21:45,Série A,Matchweek 7,Wed,Home,W,2,1,Vasco da Gama,51.0,10003.0,Wellington Paulista,4-2-3-1,Jailson Macêdo Freitas,Match Report,,16,10,,0,0,2017,Chapecoense
13,2017-06-18,16:00,Série A,Matchweek 8,Sun,Home,L,0,2,Botafogo (RJ),59.0,11603.0,Wellington Paulista,4-1-4-1,Marcelo Aparecido Ribeiro De Souza,Match Report,,21,6,,0,0,2017,Chapecoense
14,2017-06-22,21:00,Série A,Matchweek 9,Thu,Away,L,1,5,Flamengo,48.0,14632.0,Wellington Paulista,4-1-4-1,Leandro Bizzio Marinho,Match Report,,12,2,,0,0,2017,Chapecoense
15,2017-06-25,19:00,Série A,Matchweek 10,Sun,Home,L,0,1,Atlético Mineiro,67.0,9013.0,Wellington Paulista,4-1-4-1,Joao Batista de Arruda,Match Report,,14,1,,0,0,2017,Chapecoense
17,2017-07-03,20:00,Série A,Matchweek 11,Mon,Away,D,3,3,Fluminense,31.0,7536.0,Wellington Paulista,4-1-4-1,Eduardo Tomaz De Aquino Valadão,Match Report,,23,7,,0,0,2017,Chapecoense
18,2017-07-09,11:00,Série A,Matchweek 12,Sun,Home,D,1,1,Ath Paranaense,44.0,9689.0,Wellington Paulista,4-1-4-1,Caio Max Augusto Vieira,Match Report,,25,6,,0,0,2017,Chapecoense
19,2017-07-13,19:30,Série A,Matchweek 13,Thu,Away,L,0,3,Sport Recife,47.0,25861.0,Wellington Paulista,4-1-4-1,Dyorgines José Padovani Andrade,Match Report,,9,1,,0,0,2017,Chapecoense
20,2017-07-16,16:00,Série A,Matchweek 14,Sun,Home,W,2,0,São Paulo,33.0,10742.0,Douglas Grolli,4-1-4-1,Wagner do Nascimento Magalhaes,Match Report,,15,5,,0,0,2017,Chapecoense
21,2017-07-19,19:30,Série A,Matchweek 15,Wed,Away,L,0,1,Santos,41.0,5533.0,Douglas Grolli,4-1-4-1,Elmo Alves Resende Cunha,Match Report,,18,5,,0,0,2017,Chapecoense
22,2017-07-22,16:00,Série A,Matchweek 16,Sat,Away,W,2,1,Vitória,33.0,5433.0,Douglas Grolli,4-1-4-1,Marcelo de Lima Henrique,Match Report,,15,7,,1,1,2017,Chapecoense
24,2017-07-30,11:00,Série A,Matchweek 17,Sun,Home,L,1,2,Atl Goianiense,50.0,9744.0,Andrei Girotto,4-1-4-1,Marcelo Aparecido Ribeiro De Souza,Match Report,,15,7,,0,0,2017,Chapecoense
25,2017-08-02,19:30,Série A,Matchweek 18,Wed,Home,D,1,1,Bahia,48.0,3466.0,Douglas Grolli,4-2-3-1,Flavio Rodrigues De Souza,Match Report,,7,4,,0,0,2017,Chapecoense
26,2017-08-06,16:00,Série A,Matchweek 19,Sun,Away,L,0,2,Coritiba,51.0,12103.0,Douglas Grolli,4-4-1-1,Wilton Sampaio,Match Report,,8,2,,0,0,2017,Chapecoense
27,2017-08-20,19:00,Série A,Matchweek 21,Sun,Away,W,2,0,Palmeiras,29.0,21261.0,Douglas Grolli,4-1-4-1,Dyorgines José Padovani Andrade,Match Report,,13,5,,0,0,2017,Chapecoense
28,2017-08-23,19:30,Série A,Matchweek 20,Wed,Home,L,0,1,Corinthians,35.0,15831.0,Douglas Grolli,4-2-3-1,Paulo Roberto Alves Júnior,Match Report,,13,4,,0,0,2017,Chapecoense
29,2017-08-27,19:00,Série A,Matchweek 22,Sun,Away,L,0,1,Avaí,59.0,5955.0,Douglas Grolli,4-2-3-1,Braulio da Silva Machado,Match Report,,13,3,,0,0,2017,Chapecoense
30,2017-09-10,19:00,Série A,Matchweek 23,Sun,Home,L,1,2,Cruzeiro,55.0,9676.0,Douglas Grolli,4-2-3-1,Leandro Bizzio Marinho,Match Report,,15,6,,0,0,2017,Chapecoense
32,2017-09-17,16:00,Série A,Matchweek 24,Sun,Away,W,1,0,Grêmio,23.0,14618.0,Douglas Grolli,4-1-4-1,Marcelo de Lima Henrique,Match Report,,8,5,,0,0,2017,Chapecoense
34,2017-09-24,16:00,Série A,Matchweek 25,Sun,Home,W,1,0,Ponte Preta,43.0,9980.0,Moisés Ribeiro,4-1-4-1,Jean Pierre Goncalves Lima,Match Report,,12,4,,0,0,2017,Chapecoense
35,2017-09-30,16:00,Série A,Matchweek 26,Sat,Away,D,1,1,Vasco da Gama,34.0,,Moisés Ribeiro,4-1-4-1,Wilton Sampaio,Match Report,,13,5,,0,0,2017,Chapecoense
36,2017-10-11,19:30,Série A,Matchweek 27,Wed,Away,L,1,2,Botafogo (RJ),36.0,7613.0,Alan Ruschel,4-1-4-1,Leandro Pedro Vuaden,Match Report,,5,2,,0,0,2017,Chapecoense
37,2017-10-15,17:00,Série A,Matchweek 28,Sun,Home,L,0,1,Flamengo,44.0,10484.0,Jandrei,4-1-4-1,Dewson Fernando Freitas da Silva,Match Report,,14,4,,0,0,2017,Chapecoense
38,2017-10-18,21:00,Série A,Matchweek 29,Wed,Away,W,3,2,Atlético Mineiro,49.0,11927.0,Wellington Paulista,4-1-4-1,Vinicius Gonçalves Dias Araujo,Match Report,,17,7,,0,0,2017,Chapecoense
39,2017-10-22,19:00,Série A,Matchweek 30,Sun,Home,W,2,0,Fluminense,33.0,10010.0,Wellington Paulista,4-1-4-1,Claudio Francisco Lima e Silva,Match Report,,9,3,,0,0,2017,Chapecoense
40,2017-10-28,21:00,Série A,Matchweek 31,Sat,Away,D,0,0,Ath Paranaense,38.0,9774.0,Wellington Paulista,4-4-2,Jailson Macêdo Freitas,Match Report,,6,2,,0,0,2017,Chapecoense
41,2017-11-05,19:00,Série A,Matchweek 32,Sun,Home,D,1,1,Sport Recife,42.0,10654.0,Douglas Grolli,4-1-4-1,Ricardo Marques Ribeiro,Match Report,,9,5,,1,1,2017,Chapecoense
42,2017-11-09,20:00,Série A,Matchweek 33,Thu,Away,D,2,2,São Paulo,32.0,35037.0,Wellington Paulista,4-4-1-1,Marcelo de Lima Henrique,Match Report,,6,2,,1,1,2017,Chapecoense
43,2017-11-13,20:00,Série A,Matchweek 34,Mon,Home,W,2,0,Santos,44.0,11301.0,Wellington Paulista,4-2-3-1,Jailson Macêdo Freitas,Match Report,,12,5,,1,1,2017,Chapecoense
44,2017-11-16,20:00,Série A,Matchweek 35,Thu,Home,W,2,1,Vitória,51.0,7546.0,Wellington Paulista,4-1-4-1,Anderson Daronco,Match Report,,8,3,,0,0,2017,Chapecoense
45,2017-11-19,17:00,Série A,Matchweek 36,Sun,Away,D,1,1,Atl Goianiense,40.0,2280.0,Amaral,4-2-3-1,Dewson Fernando Freitas da Silva,Match Report,,15,5,,0,0,2017,Chapecoense
46,2017-11-26,18:00,Série A,Matchweek 37,Sun,Away,W,1,0,Bahia,39.0,35437.0,Wellington Paulista,4-2-3-1,Pericles Bassols Pegado Cortez,Match Report,,9,4,,0,0,2017,Chapecoense
47,2017-12-03,17:00,Série A,Matchweek 38,Sun,Home,W,2,1,Coritiba,48.0,12913.0,Wellington Paulista,4-1-4-1,Luiz Flavio De Oliveira,Match Report,,14,8,,0,0,2017,Chapecoense
5,2017-05-13,16:00,Série A,Matchweek 1,Sat,Away,D,1,1,Flamengo,58.0,50220.0,Victor Leandro Bagy,4-3-2-1,Jailson Macêdo Freitas,Match Report,,15,4,,0,0,2017,Atletico Mineiro
7,2017-05-21,16:00,Série A,Matchweek 2,Sun,Home,L,1,2,Fluminense,60.0,16145.0,Victor Leandro Bagy,4-2-3-1,Jean Pierre Goncalves Lima,Match Report,,19,3,,0,0,2017,Atletico Mineiro
8,2017-05-28,11:00,Série A,Matchweek 3,Sun,Home,D,2,2,Ponte Preta,67.0,19553.0,Victor Leandro Bagy,4-2-3-1,Wagner do Nascimento Magalhaes,Match Report,,10,7,,0,0,2017,Atletico Mineiro
9,2017-06-04,16:00,Série A,Matchweek 4,Sun,Away,D,0,0,Palmeiras,47.0,34240.0,Victor Leandro Bagy,4-2-3-1,Marcelo de Lima Henrique,Match Report,,9,3,,0,0,2017,Atletico Mineiro
10,2017-06-07,19:30,Série A,Matchweek 5,Wed,Home,W,1,0,Avaí,54.0,12648.0,Victor Leandro Bagy,4-2-3-1,Bruno Arleu de Araujo,Match Report,,6,4,,0,0,2017,Atletico Mineiro
11,2017-06-11,16:00,Série A,Matchweek 6,Sun,Away,L,0,2,Vitória,58.0,6812.0,Victor Leandro Bagy,4-2-3-1,Raphael Claus,Match Report,,9,1,,0,0,2017,Atletico Mineiro
12,2017-06-14,19:30,Série A,Matchweek 7,Wed,Home,L,0,1,Ath Paranaense,69.0,10924.0,Leonardo Silva,4-2-3-1,Pericles Bassols Pegado Cortez,Match Report,,25,3,,0,0,2017,Atletico Mineiro
13,2017-06-18,16:00,Série A,Matchweek 8,Sun,Away,W,2,1,São Paulo,41.0,22704.0,Leonardo Silva,4-4-2,Braulio da Silva Machado,Match Report,,8,3,,0,0,2017,Atletico Mineiro
14,2017-06-21,21:45,Série A,Matchweek 9,Wed,Home,D,2,2,Sport Recife,52.0,12027.0,Leonardo Silva,4-2-3-1,Wilton Sampaio,Match Report,,5,2,,0,0,2017,Atletico Mineiro
15,2017-06-25,19:00,Série A,Matchweek 10,Sun,Away,W,1,0,Chapecoense,33.0,9013.0,Rafael Carioca,4-2-3-1,Joao Batista de Arruda,Match Report,,5,3,,0,0,2017,Atletico Mineiro
16,2017-07-02,16:00,Série A,Matchweek 11,Sun,Home,W,3,1,Cruzeiro,47.0,17251.0,Leonardo Silva,4-2-3-1,Anderson Daronco,Match Report,,11,4,,0,0,2017,Atletico Mineiro
18,2017-07-09,19:00,Série A,Matchweek 12,Sun,Away,D,1,1,Botafogo (RJ),44.0,9630.0,Victor Leandro Bagy,4-2-3-1,Wilton Sampaio,Match Report,,9,6,,0,1,2017,Atletico Mineiro
19,2017-07-12,19:30,Série A,Matchweek 13,Wed,Home,L,0,1,Santos,63.0,12949.0,Victor Leandro Bagy,4-2-3-1,Marcelo de Lima Henrique,Match Report,,24,7,,0,1,2017,Atletico Mineiro
20,2017-07-16,16:00,Série A,Matchweek 14,Sun,Away,W,2,1,Atl Goianiense,57.0,5235.0,Victor Leandro Bagy,4-2-3-1,Pablo Dos Santos Alves,Match Report,,5,2,,0,0,2017,Atletico Mineiro
21,2017-07-19,21:45,Série A,Matchweek 15,Wed,Home,L,0,2,Bahia,69.0,12177.0,Victor Leandro Bagy,4-2-3-1,Marcelo Aparecido Ribeiro De Souza,Match Report,,25,10,,0,0,2017,Atletico Mineiro
22,2017-07-23,19:00,Série A,Matchweek 16,Sun,Home,L,1,2,Vasco da Gama,58.0,12497.0,Fábio Santos,4-2-3-1,Raphael Claus,Match Report,,13,3,,0,0,2017,Atletico Mineiro
23,2017-07-30,16:00,Série A,Matchweek 17,Sun,Away,W,2,0,Coritiba,49.0,11564.0,Leonardo Silva,4-2-3-1,Wagner do Nascimento Magalhaes,Match Report,,9,6,,1,2,2017,Atletico Mineiro
24,2017-08-02,21:00,Série A,Matchweek 18,Wed,Home,L,0,2,Corinthians,58.0,45283.0,Leonardo Silva,4-2-3-1,Anderson Daronco,Match Report,,16,4,,0,0,2017,Atletico Mineiro
25,2017-08-06,16:00,Série A,Matchweek 19,Sun,Away,L,0,2,Grêmio,38.0,22702.0,Victor Leandro Bagy,4-1-4-1,Flavio Rodrigues De Souza,Match Report,,10,4,,0,0,2017,Atletico Mineiro
27,2017-08-13,16:00,Série A,Matchweek 20,Sun,Home,W,2,0,Flamengo,52.0,11031.0,Leonardo Silva,4-2-3-1,Elmo Alves Resende Cunha,Match Report,,20,6,,1,1,2017,Atletico Mineiro
28,2017-08-21,20:00,Série A,Matchweek 21,Mon,Away,L,1,2,Fluminense,50.0,10412.0,Leonardo Silva,4-1-4-1,Vinicius Gonçalves Dias Araujo,Match Report,,15,7,,0,0,2017,Atletico Mineiro
29,2017-08-27,16:00,Série A,Matchweek 22,Sun,Away,W,2,1,Ponte Preta,58.0,5779.0,Leonardo Silva,4-2-3-1,Rodolpho Toski Marques,Match Report,,16,6,,0,0,2017,Atletico Mineiro
30,2017-09-09,16:00,Série A,Matchweek 23,Sat,Home,D,1,1,Palmeiras,61.0,25672.0,Leonardo Silva,4-2-3-1,Leandro Pedro Vuaden,Match Report,,21,6,,1,2,2017,Atletico Mineiro
31,2017-09-17,11:00,Série A,Matchweek 24,Sun,Away,D,1,1,Avaí,67.0,9201.0,Leonardo Silva,4-2-3-1,André Luiz de Freitas Castro,Match Report,,17,4,,0,0,2017,Atletico Mineiro
32,2017-09-24,19:00,Série A,Matchweek 25,Sun,Home,L,1,3,Vitória,67.0,10865.0,Leonardo Silva,4-2-3-1,Wilton Sampaio,Match Report,,9,4,,0,0,2017,Atletico Mineiro
33,2017-10-01,19:00,Série A,Matchweek 26,Sun,Away,W,2,0,Ath Paranaense,37.0,11418.0,Leonardo Silva,4-2-3-1,Wagner Reway,Match Report,,6,3,,0,0,2017,Atletico Mineiro
34,2017-10-11,21:45,Série A,Matchweek 27,Wed,Home,W,1,0,São Paulo,47.0,17606.0,Fred,4-2-3-1,Heber Roberto Lopes,Match Report,,25,7,,1,1,2017,Atletico Mineiro
35,2017-10-15,16:00,Série A,Matchweek 28,Sun,Away,D,1,1,Sport Recife,53.0,20273.0,Fred,4-2-3-1,Leandro Bizzio Marinho,Match Report,,13,2,,0,0,2017,Atletico Mineiro
36,2017-10-18,21:00,Série A,Matchweek 29,Wed,Home,L,2,3,Chapecoense,51.0,11927.0,Fred,4-2-3-1,Vinicius Gonçalves Dias Araujo,Match Report,,4,2,,0,0,2017,Atletico Mineiro
37,2017-10-22,17:00,Série A,Matchweek 30,Sun,Away,W,3,1,Cruzeiro,41.0,35921.0,Leonardo Silva,4-2-3-1,Wagner do Nascimento Magalhaes,Match Report,,14,5,,0,0,2017,Atletico Mineiro
38,2017-10-29,17:00,Série A,Matchweek 31,Sun,Home,D,0,0,Botafogo (RJ),60.0,17086.0,Leonardo Silva,4-4-1-1,Sandro Ricci,Match Report,,15,1,,0,0,2017,Atletico Mineiro
39,2017-11-04,17:00,Série A,Matchweek 32,Sat,Away,L,1,3,Santos,50.0,11418.0,Leonardo Silva,4-2-3-1,Wilton Sampaio,Match Report,,14,4,,0,0,2017,Atletico Mineiro
40,2017-11-09,20:00,Série A,Matchweek 33,Thu,Home,W,3,2,Atl Goianiense,54.0,8204.0,Leonardo Silva,4-2-3-1,Rodolpho Toski Marques,Match Report,,12,5,,1,1,2017,Atletico Mineiro
41,2017-11-12,17:00,Série A,Matchweek 34,Sun,Away,D,2,2,Bahia,44.0,29769.0,Victor Leandro Bagy,4-2-3-1,Raphael Claus,Match Report,,11,6,,0,0,2017,Atletico Mineiro
42,2017-11-15,21:45,Série A,Matchweek 35,Wed,Away,D,1,1,Vasco da Gama,46.0,12059.0,Leonardo Silva,4-2-3-1,Flavio Rodrigues De Souza,Match Report,,12,5,,0,0,2017,Atletico Mineiro
43,2017-11-19,19:00,Série A,Matchweek 36,Sun,Home,W,3,0,Coritiba,49.0,8184.0,Leonardo Silva,4-2-3-1,Sandro Ricci,Match Report,,10,6,,0,0,2017,Atletico Mineiro
44,2017-11-26,17:00,Série A,Matchweek 37,Sun,Away,D,2,2,Corinthians,43.0,46030.0,Leonardo Silva,4-2-3-1,Wagner do Nascimento Magalhaes,Match Report,,9,3,,0,0,2017,Atletico Mineiro
45,2017-12-03,17:00,Série A,Matchweek 38,Sun,Home,W,4,3,Grêmio,63.0,19116.0,Leonardo Silva,4-2-3-1,Marcelo Aparecido Ribeiro De Souza,Match Report,,22,9,,0,0,2017,Atletico Mineiro
8,2017-05-14,19:00,Série A,Matchweek 1,Sun,Away,L,0,2,Grêmio,48.0,18551.0,Bruno Silva,4-3-2-1,Braulio da Silva Machado,Match Report,,8,0,,0,0,2017,Botafogo RJ
10,2017-05-21,18:00,Série A,Matchweek 2,Sun,Home,W,2,0,Ponte Preta,40.0,9160.0,Joel Carli,4-4-1-1,Rafael Traci,Match Report,,11,6,,0,0,2017,Botafogo RJ
12,2017-05-28,19:00,Série A,Matchweek 3,Sun,Home,W,1,0,Bahia,48.0,7886.0,Bruno Silva,4-2-3-1,Rodolpho Toski Marques,Match Report,,10,4,,0,0,2017,Botafogo RJ
13,2017-06-04,11:00,Série A,Matchweek 4,Sun,Away,D,0,0,Flamengo,35.0,10577.0,Joel Carli,4-1-4-1,Dewson Fernando Freitas da Silva,Match Report,,4,1,,0,0,2017,Botafogo RJ
14,2017-06-07,21:00,Série A,Matchweek 5,Wed,Away,L,0,1,Santos,39.0,14486.0,Joel Carli,4-4-1-1,Jailson Macêdo Freitas,Match Report,,8,2,,0,0,2017,Botafogo RJ
15,2017-06-11,11:00,Série A,Matchweek 6,Sun,Home,D,2,2,Coritiba,53.0,14866.0,Joel Carli,4-3-1-2,Flavio Rodrigues De Souza,Match Report,,13,6,,0,0,2017,Botafogo RJ
16,2017-06-14,19:30,Série A,Matchweek 7,Wed,Away,D,2,2,Vitória,46.0,8877.0,Joel Carli,4-4-1-1,Anderson Daronco,Match Report,,16,8,,0,0,2017,Botafogo RJ
17,2017-06-18,16:00,Série A,Matchweek 8,Sun,Away,W,2,0,Chapecoense,41.0,11603.0,Joel Carli,4-1-4-1,Marcelo Aparecido Ribeiro De Souza,Match Report,,7,4,,0,0,2017,Botafogo RJ
18,2017-06-21,21:00,Série A,Matchweek 9,Wed,Home,W,3,1,Vasco da Gama,44.0,15048.0,Victor Luis,4-2-3-1,Leandro Pedro Vuaden,Match Report,,6,3,,0,0,2017,Botafogo RJ
19,2017-06-26,20:00,Série A,Matchweek 10,Mon,Home,L,0,2,Avaí,73.0,22819.0,Rodrigo Lindoso,4-1-4-1,Caio Max Augusto Vieira,Match Report,,30,9,,0,0,2017,Botafogo RJ
20,2017-07-02,16:00,Série A,Matchweek 11,Sun,Away,L,0,1,Corinthians,34.0,40341.0,Dudu Cearense,4-1-4-1,Rodolpho Toski Marques,Match Report,,4,0,,0,0,2017,Botafogo RJ
22,2017-07-09,19:00,Série A,Matchweek 12,Sun,Home,D,1,1,Atlético Mineiro,56.0,9630.0,Joel Carli,4-2-3-1,Wilton Sampaio,Match Report,,11,3,,0,1,2017,Botafogo RJ
23,2017-07-12,21:00,Série A,Matchweek 13,Wed,Away,W,1,0,Fluminense,43.0,14851.0,Joel Carli,4-4-1-1,Wagner Reway,Match Report,,16,5,,0,0,2017,Botafogo RJ
24,2017-07-17,20:00,Série A,Matchweek 14,Mon,Home,W,2,1,Sport Recife,43.0,17313.0,Joel Carli,4-4-1-1,Ricardo Marques Ribeiro,Match Report,,11,6,,0,0,2017,Botafogo RJ
25,2017-07-20,21:00,Série A,Matchweek 15,Thu,Away,D,0,0,Ath Paranaense,40.0,15134.0,Joel Carli,4-2-3-1,Anderson Daronco,Match Report,,9,1,,0,0,2017,Botafogo RJ
26,2017-07-23,19:00,Série A,Matchweek 16,Sun,Away,D,1,1,Atl Goianiense,49.0,5462.0,Jefferson,4-2-3-1,Caio Max Augusto Vieira,Match Report,,12,4,,0,0,2017,Botafogo RJ
27,2017-07-29,16:00,Série A,Matchweek 17,Sat,Home,L,3,4,São Paulo,36.0,17139.0,Joel Carli,4-2-3-1,André Luiz de Freitas Castro,Match Report,,8,4,,0,0,2017,Botafogo RJ
28,2017-08-02,21:45,Série A,Matchweek 18,Wed,Home,L,1,2,Palmeiras,55.0,7517.0,Joel Carli,4-2-3-1,Rafael Traci,Match Report,,12,3,,0,0,2017,Botafogo RJ
29,2017-08-06,16:00,Série A,Matchweek 19,Sun,Away,D,0,0,Cruzeiro,39.0,22691.0,Rodrigo Lindoso,4-2-3-1,Claudio Francisco Lima e Silva,Match Report,,7,1,,0,0,2017,Botafogo RJ
31,2017-08-13,19:00,Série A,Matchweek 20,Sun,Home,W,1,0,Grêmio,38.0,6352.0,Emerson,4-2-3-1,Wagner Reway,Match Report,,13,7,,0,0,2017,Botafogo RJ
32,2017-08-20,16:00,Série A,Matchweek 21,Sun,Away,L,1,2,Ponte Preta,49.0,3208.0,Joel Carli,4-2-3-1,Dewson Fernando Freitas da Silva,Match Report,,14,1,,1,1,2017,Botafogo RJ
33,2017-08-27,16:00,Série A,Matchweek 22,Sun,Away,W,2,1,Bahia,61.0,22585.0,Joel Carli,4-2-3-1,Heber Roberto Lopes,Match Report,,13,4,,0,0,2017,Botafogo RJ
34,2017-09-10,19:00,Série A,Matchweek 23,Sun,Home,W,2,0,Flamengo,43.0,6311.0,Roger,4-2-3-1,Ricardo Marques Ribeiro,Match Report,,16,5,,0,0,2017,Botafogo RJ
36,2017-09-16,19:00,Série A,Matchweek 24,Sat,Home,W,2,0,Santos,50.0,5780.0,Gatito Fernández,4-2-3-1,Igor Junior Benevenuto,Match Report,,15,8,,0,0,2017,Botafogo RJ
38,2017-09-24,16:00,Série A,Matchweek 25,Sun,Away,W,3,2,Coritiba,49.0,8315.0,Joel Carli,4-2-3-1,Braulio da Silva Machado,Match Report,,10,6,,0,0,2017,Botafogo RJ
39,2017-10-01,16:00,Série A,Matchweek 26,Sun,Home,L,2,3,Vitória,54.0,14780.0,Joel Carli,4-2-3-1,Eduardo Tomaz De Aquino Valadão,Match Report,,11,5,,1,1,2017,Botafogo RJ
40,2017-10-11,19:30,Série A,Matchweek 27,Wed,Home,W,2,1,Chapecoense,64.0,7613.0,Joel Carli,4-2-3-1,Leandro Pedro Vuaden,Match Report,,12,2,,0,0,2017,Botafogo RJ
41,2017-10-14,19:00,Série A,Matchweek 28,Sat,Away,L,0,1,Vasco da Gama,61.0,31406.0,Joel Carli,4-2-3-1,Vinicius Gonçalves Dias Araujo,Match Report,,14,2,,0,0,2017,Botafogo RJ
42,2017-10-18,21:45,Série A,Matchweek 29,Wed,Away,D,1,1,Avaí,60.0,5156.0,Bruno Silva,4-4-1-1,Rafael Traci,Match Report,,10,2,,0,0,2017,Botafogo RJ
43,2017-10-23,20:00,Série A,Matchweek 30,Mon,Home,W,2,1,Corinthians,39.0,8466.0,Joel Carli,4-4-1-1,Rodrigo Batista Raposo,Match Report,,17,6,,0,0,2017,Botafogo RJ
44,2017-10-29,17:00,Série A,Matchweek 31,Sun,Away,D,0,0,Atlético Mineiro,40.0,17086.0,Joel Carli,4-4-2,Sandro Ricci,Match Report,,9,1,,0,0,2017,Botafogo RJ
45,2017-11-04,19:00,Série A,Matchweek 32,Sat,Home,L,1,2,Fluminense,42.0,11776.0,Gatito Fernández,4-4-1-1,Luiz Flavio De Oliveira,Match Report,,6,3,,0,0,2017,Botafogo RJ
46,2017-11-08,20:00,Série A,Matchweek 33,Wed,Away,W,2,1,Sport Recife,37.0,24119.0,Joel Carli,4-4-1-1,Wilton Sampaio,Match Report,,6,3,,0,0,2017,Botafogo RJ
47,2017-11-11,17:00,Série A,Matchweek 34,Sat,Home,L,0,1,Ath Paranaense,57.0,8399.0,Joel Carli,4-4-1-1,Anderson Daronco,Match Report,,14,4,,0,0,2017,Botafogo RJ
48,2017-11-16,20:00,Série A,Matchweek 35,Thu,Home,L,1,2,Atl Goianiense,65.0,10076.0,Joel Carli,4-2-3-1,Claudio Francisco Lima e Silva,Match Report,,19,3,,0,0,2017,Botafogo RJ
49,2017-11-19,17:00,Série A,Matchweek 36,Sun,Away,D,0,0,São Paulo,36.0,25711.0,Joel Carli,4-2-3-1,Wilton Sampaio,Match Report,,11,4,,0,0,2017,Botafogo RJ
50,2017-11-27,20:00,Série A,Matchweek 37,Mon,Away,L,0,2,Palmeiras,37.0,23562.0,Joel Carli,4-2-3-1,Elmo Alves Resende Cunha,Match Report,,14,4,,0,0,2017,Botafogo RJ
51,2017-12-03,17:00,Série A,Matchweek 38,Sun,Home,D,2,2,Cruzeiro,44.0,20636.0,Joel Carli,4-1-4-1,Leandro Bizzio Marinho,Match Report,,14,7,,0,0,2017,Botafogo RJ
9,2017-05-14,16:00,Série A,Matchweek 1,Sun,Away,L,2,6,Bahia,60.0,8127.0,Wéverton,3-4-1-2,Flavio Rodrigues De Souza,Match Report,,12,5,,0,0,2017,Athletico Paranaense
11,2017-05-21,16:00,Série A,Matchweek 2,Sun,Home,L,0,2,Grêmio,60.0,17244.0,Wéverton,4-2-3-1,Marcelo Aparecido Ribeiro De Souza,Match Report,,17,1,,0,0,2017,Athletico Paranaense
12,2017-05-28,16:00,Série A,Matchweek 3,Sun,Home,D,1,1,Flamengo,44.0,19923.0,Wéverton,4-2-3-1,Braulio da Silva Machado,Match Report,,13,6,,0,0,2017,Athletico Paranaense
13,2017-06-03,16:00,Série A,Matchweek 4,Sat,Away,L,0,1,Coritiba,51.0,15442.0,Wéverton,4-2-3-1,Raphael Claus,Match Report,,9,2,,0,0,2017,Athletico Paranaense
14,2017-06-06,20:00,Série A,Matchweek 5,Tue,Away,D,1,1,Fluminense,46.0,14843.0,Paulo André,4-1-4-1,Igor Junior Benevenuto,Match Report,,7,1,,0,0,2017,Athletico Paranaense
15,2017-06-11,19:00,Série A,Matchweek 6,Sun,Home,L,0,2,Santos,57.0,18112.0,Paulo André,4-1-4-1,Marcelo de Lima Henrique,Match Report,,15,2,,0,0,2017,Athletico Paranaense
16,2017-06-14,19:30,Série A,Matchweek 7,Wed,Away,W,1,0,Atlético Mineiro,31.0,10924.0,Thiago Heleno,4-1-4-1,Pericles Bassols Pegado Cortez,Match Report,,7,2,,0,0,2017,Athletico Paranaense
17,2017-06-17,16:00,Série A,Matchweek 8,Sat,Away,W,1,0,Atl Goianiense,34.0,4420.0,Wéverton,4-2-3-1,Bruno Arleu de Araujo,Match Report,,9,4,,0,0,2017,Athletico Paranaense
18,2017-06-21,21:45,Série A,Matchweek 9,Wed,Home,W,1,0,São Paulo,34.0,19150.0,Wéverton,4-1-4-1,Wagner do Nascimento Magalhaes,Match Report,,11,6,,0,0,2017,Athletico Paranaense
