,date,time,comp,round,day,venue,result,gf,ga,opponent,xg,xga,poss,attendance,captain,formation,referee,match report,notes,sh,sot,dist,fk,pk,pkatt,season,team
48,2021-12-05,16:00,Série A,Matchweek 37,Sun,Home,W,4,3,Bragantino,1.6,2.5,61,61573.0,Júnior Alonso,4-2-3-1,Rodolpho Toski Marques,Match Report,,13,6,18.3,0.0,0,0,2021,Atletico Mineiro
49,2021-12-09,21:30,Série A,Matchweek 38,Thu,Away,L,3,4,Grêmio,1.0,2.1,62,33577.0,Nathan Silva,4-2-3-1,Raphael Claus,Match Report,,13,7,20.7,1.0,0,0,2021,Atletico Mineiro
6,2021-05-30,16:00,Série A,Matchweek 1,Sun,Home,W,1,0,Palmeiras,2.5,0.9,62,,Diego,4-2-3-1,Anderson Daronco,Match Report,,14,9,14.3,1.0,0,0,2021,Flamengo
7,2021-06-13,16:00,Série A,Matchweek 3,Sun,Home,W,2,0,América (MG),1.9,0.6,64,,Diego,4-2-3-1,Ramon Abatti Abel,Match Report,,20,6,18.6,0.0,0,0,2021,Flamengo
8,2021-06-19,21:00,Série A,Matchweek 5,Sat,Home,L,2,3,Bragantino,2.6,0.8,68,,Diego,4-2-3-1,Braulio da Silva Machado,Match Report,,20,9,17.0,1.0,0,0,2021,Flamengo
9,2021-06-23,19:00,Série A,Matchweek 6,Wed,Home,W,2,1,Fortaleza,2.1,0.9,63,,Diego,4-4-2,Anderson Daronco,Match Report,,19,6,19.7,0.0,0,0,2021,Flamengo
10,2021-06-27,11:00,Série A,Matchweek 7,Sun,Away,L,0,1,Juventude,0.8,0.4,64,,Diego,4-4-2,Thiago Luis Scarascati,Match Report,,13,2,17.0,0.0,0,0,2021,Flamengo
11,2021-07-01,19:00,Série A,Matchweek 8,Thu,Away,W,2,0,Cuiabá,1.5,0.3,56,,Diego,4-4-2,Rodolpho Toski Marques,Match Report,,12,5,20.4,0.0,0,0,2021,Flamengo
12,2021-07-04,16:00,Série A,Matchweek 9,Sun,Home,L,0,1,Fluminense,1.3,2.1,66,,Diego Alves,4-4-2,Luiz Flávio de Oliveira,Match Report,,21,4,21.9,0.0,0,0,2021,Flamengo
13,2021-07-07,19:00,Série A,Matchweek 10,Wed,Away,L,1,2,Atlético Mineiro,1.2,1.8,50,,Diego Alves,4-1-2-1-2◆,Paulo Roberto Alves Júnior,Match Report,,16,6,19.3,0.0,0,0,2021,Flamengo
14,2021-07-11,18:15,Série A,Matchweek 11,Sun,Home,W,2,1,Chapecoense,2.1,2.0,70,,Everton Ribeiro,4-2-2-2,Paulo Cesar Zanovelli da Silva,Match Report,,24,7,19.4,0.0,0,0,2021,Flamengo
16,2021-07-18,18:15,Série A,Matchweek 12,Sun,Away,W,5,0,Bahia,2.9,1.0,64,,Diego,4-2-3-1,Wilton Sampaio,Match Report,,15,9,17.9,1.0,1,1,2021,Flamengo
18,2021-07-25,16:00,Série A,Matchweek 13,Sun,Home,W,5,1,São Paulo,2.3,1.9,57,,Diego,4-2-3-1,Felipe Fernandes de Lima,Match Report,,12,8,15.8,1.0,0,0,2021,Flamengo
19,2021-08-01,16:00,Série A,Matchweek 14,Sun,Away,W,3,1,Corinthians,1.3,1.0,64,,Diego,4-2-3-1,Leandro Pedro Vuaden,Match Report,,17,7,18.1,0.0,0,0,2021,Flamengo
20,2021-08-08,18:15,Série A,Matchweek 15,Sun,Home,L,0,4,Internacional,1.5,1.7,63,,Diego,4-2-2-2,Paulo Roberto Alves Júnior,Match Report,,11,7,18.3,0.0,0,0,2021,Flamengo
22,2021-08-15,16:00,Série A,Matchweek 16,Sun,Home,W,2,0,Sport Recife,2.0,0.1,64,,Everton Ribeiro,4-4-2,Raphael Claus,Match Report,,17,9,17.7,0.0,0,0,2021,Flamengo
24,2021-08-22,16:00,Série A,Matchweek 17,Sun,Away,D,1,1,Ceará,1.9,1.5,62,,Diego,4-2-3-1,Leandro Pedro Vuaden,Match Report,,18,5,19.4,0.0,0,0,2021,Flamengo
25,2021-08-28,19:00,Série A,Matchweek 18,Sat,Away,W,4,0,Santos,4.5,0.4,50,,Diego,4-2-3-1,Braulio da Silva Machado,Match Report,,17,10,16.4,2.0,1,1,2021,Flamengo
26,2021-09-12,16:00,Série A,Matchweek 20,Sun,Away,W,3,1,Palmeiras,0.7,0.6,42,,Everton Ribeiro,4-2-3-1,Wilton Pereira Sampaio,Match Report,,11,4,18.9,0.0,0,0,2021,Flamengo
27,2021-09-19,20:30,Série A,Matchweek 21,Sun,Home,L,0,1,Grêmio,0.7,1.4,62,,Everton Ribeiro,4-2-3-1,Marielson Alves Silva,Match Report,,9,1,18.6,0.0,0,0,2021,Flamengo
29,2021-09-26,11:00,Série A,Matchweek 22,Sun,Away,D,1,1,América (MG),1.0,1.0,57,,Diego,4-3-3,Anderson Daronco,Match Report,,9,5,20.6,1.0,0,0,2021,Flamengo
31,2021-10-03,16:00,Série A,Matchweek 23,Sun,Home,W,3,0,Ath Paranaense,2.1,0.6,71,,Everton Ribeiro,4-4-2,Savio Pereira,Match Report,,11,4,18.1,0.0,0,0,2021,Flamengo
32,2021-10-06,20:30,Série A,Matchweek 24,Wed,Away,D,1,1,Bragantino,1.2,1.0,56,2708.0,Willian Arão,4-2-3-1,Ramon Abatti Abel,Match Report,,11,3,20.6,0.0,0,0,2021,Flamengo
33,2021-10-09,19:00,Série A,Matchweek 25,Sat,Away,W,3,0,Fortaleza,1.6,0.8,60,4052.0,Willian Arão,4-2-3-1,Felipe Fernandes de Lima,Match Report,,13,6,21.8,1.0,0,0,2021,Flamengo
34,2021-10-13,19:00,Série A,Matchweek 26,Wed,Home,W,3,1,Juventude,1.7,0.6,63,8197.0,Diego Alves,4-2-3-1,André Luiz de Freitas Castro,Match Report,,14,6,21.1,2.0,0,0,2021,Flamengo
35,2021-10-17,20:30,Série A,Matchweek 27,Sun,Home,D,0,0,Cuiabá,1.0,0.2,69,9437.0,Everton Ribeiro,4-2-3-1,Flavio Rodrigues De Souza,Match Report,,16,4,14.9,1.0,0,0,2021,Flamengo
36,2021-10-23,19:00,Série A,Matchweek 28,Sat,Away,L,1,3,Fluminense,1.0,2.1,71,10029.0,Diego,4-2-3-1,Vinicius Gonçalves Dias Araujo,Match Report,,16,3,23.7,3.0,0,0,2021,Flamengo
37,2021-10-30,19:00,Série A,Matchweek 29,Sat,Home,W,1,0,Atlético Mineiro,0.9,0.7,38,20000.0,Everton Ribeiro,4-2-3-1,Anderson Daronco,Match Report,,8,3,20.6,0.0,0,0,2021,Flamengo
38,2021-11-02,16:00,Série A,Matchweek 4,Tue,Away,D,2,2,Ath Paranaense,1.5,1.9,42,,Everton Ribeiro,4-4-2,Marielson Alves Silva,Match Report,,13,6,19.4,1.0,0,0,2021,Flamengo
39,2021-11-05,21:30,Série A,Matchweek 19,Fri,Home,W,2,0,Atl Goianiense,1.4,0.6,52,18527.0,Everton Ribeiro,4-4-2,Rodolpho Toski Marques,Match Report,,23,7,17.9,0.0,0,0,2021,Flamengo
40,2021-11-08,20:00,Série A,Matchweek 30,Mon,Away,D,2,2,Chapecoense,2.5,1.3,59,3834.0,Everton Ribeiro,4-4-2,Denis Ribeiro Serafim,Match Report,,21,9,19.1,3.0,0,0,2021,Flamengo
41,2021-11-11,19:00,Série A,Matchweek 31,Thu,Home,W,3,0,Bahia,2.4,0.2,68,3488.0,Diego,4-2-3-1,André Luiz de Freitas Castro,Match Report,,16,5,21.3,2.0,1,1,2021,Flamengo
42,2021-11-14,16:00,Série A,Matchweek 32,Sun,Away,W,4,0,São Paulo,2.5,0.3,59,47855.0,Everton Ribeiro,4-4-2,Leandro Pedro Vuaden,Match Report,,15,7,18.6,0.0,0,0,2021,Flamengo
43,2021-11-17,21:30,Série A,Matchweek 33,Wed,Home,W,1,0,Corinthians,1.7,0.3,57,49897.0,Diego,4-3-3,Anderson Daronco,Match Report,,22,6,20.1,1.0,0,0,2021,Flamengo
44,2021-11-20,21:30,Série A,Matchweek 34,Sat,Away,W,2,1,Internacional,1.4,2.3,48,22000.0,Everton Ribeiro,4-2-3-1,Savio Pereira,Match Report,,15,8,16.9,0.0,0,0,2021,Flamengo
45,2021-11-23,21:00,Série A,Matchweek 2,Tue,Away,D,2,2,Grêmio,1.5,2.0,49,,Diego,4-2-3-1,Braulio da Silva Machado,Match Report,,12,6,17.7,1.0,0,0,2021,Flamengo
47,2021-11-30,20:00,Série A,Matchweek 36,Tue,Home,W,2,1,Ceará,2.1,1.4,51,46481.0,Diego,4-2-3-1,Caio Max Augusto Vieira,Match Report,,15,5,18.5,1.0,0,0,2021,Flamengo
48,2021-12-03,20:00,Série A,Matchweek 35,Fri,Away,D,1,1,Sport Recife,2.5,1.5,52,10733.0,Diego,4-2-2-2,Leandro Pedro Vuaden,Match Report,,22,7,19.2,0.0,0,0,2021,Flamengo
49,2021-12-06,20:00,Série A,Matchweek 37,Mon,Home,L,0,1,Santos,1.5,0.9,63,41930.0,Everton Ribeiro,4-4-2,Anderson Daronco,Match Report,,8,4,22.9,0.0,0,1,2021,Flamengo
50,2021-12-09,21:30,Série A,Matchweek 38,Thu,Away,L,0,2,Atl Goianiense,1.3,1.2,48,11728.0,Renê,3-4-3,Paulo Roberto Alves Júnior,Match Report,,12,6,20.5,1.0,0,0,2021,Flamengo
6,2021-05-30,16:00,Série A,Matchweek 1,Sun,Away,L,0,1,Flamengo,0.9,2.5,38,,Felipe Melo,3-5-2,Anderson Daronco,Match Report,,12,5,22.9,1.0,0,0,2021,Palmeiras
7,2021-06-06,18:15,Série A,Matchweek 2,Sun,Home,W,3,1,Chapecoense,2.7,0.6,65,,Luiz Adriano,4-3-3,Leo Simão Holanda,Match Report,,17,4,15.6,1.0,0,0,2021,Palmeiras
8,2021-06-12,19:00,Série A,Matchweek 3,Sat,Home,D,1,1,Corinthians,0.9,0.7,52,,Felipe Melo,4-3-3,Flavio Rodrigues De Souza,Match Report,,12,3,22.0,0.0,0,0,2021,Palmeiras
9,2021-06-16,21:30,Série A,Matchweek 4,Wed,Away,W,3,0,Juventude,1.0,0.7,57,,Felipe Melo,4-1-4-1,Marielson Alves Silva,Match Report,,13,5,19.5,0.0,0,0,2021,Palmeiras
10,2021-06-20,11:00,Série A,Matchweek 5,Sun,Home,W,2,1,América (MG),1.4,1.5,57,,Felipe Melo,4-1-4-1,Jefferson Ferreira de Moraes,Match Report,,15,6,17.4,0.0,0,0,2021,Palmeiras
11,2021-06-23,19:00,Série A,Matchweek 6,Wed,Away,L,1,3,Bragantino,1.0,2.8,53,,Felipe Melo,3-5-2,Luiz Flávio de Oliveira,Match Report,,17,5,20.5,0.0,0,0,2021,Palmeiras
12,2021-06-27,20:00,Série A,Matchweek 7,Sun,Home,W,3,2,Bahia,1.4,2.0,57,,Luiz Adriano,4-2-3-1,Denis Ribeiro Serafim,Match Report,,19,8,20.1,3.0,0,0,2021,Palmeiras
13,2021-06-30,19:00,Série A,Matchweek 8,Wed,Away,W,2,1,Internacional,2.6,1.9,34,,Jailson,4-2-3-1,Paulo Roberto Alves Júnior,Match Report,,14,6,13.9,0.0,0,0,2021,Palmeiras
14,2021-07-04,16:00,Série A,Matchweek 9,Sun,Away,W,1,0,Sport Recife,1.6,1.0,51,,Felipe Melo,4-2-3-1,Caio Max Augusto Vieira,Match Report,,14,5,21.3,2.0,0,0,2021,Palmeiras
15,2021-07-07,19:00,Série A,Matchweek 10,Wed,Home,W,2,0,Grêmio,2.1,0.8,47,,Gustavo Gómez,4-2-3-1,Felipe Fernandes de Lima,Match Report,,18,6,18.2,1.0,0,0,2021,Palmeiras
16,2021-07-10,16:30,Série A,Matchweek 11,Sat,Home,W,3,2,Santos,2.0,1.9,36,,Felipe Melo,4-2-2-2,Braulio da Silva Machado,Match Report,,14,7,19.0,1.0,0,0,2021,Palmeiras
18,2021-07-18,16:00,Série A,Matchweek 12,Sun,Away,W,3,0,Atl Goianiense,1.6,0.8,42,,Felipe Melo,4-2-3-1,Denis Ribeiro Serafim,Match Report,,15,6,17.0,0.0,0,0,2021,Palmeiras
20,2021-07-24,19:00,Série A,Matchweek 13,Sat,Home,W,1,0,Fluminense,0.7,1.2,50,,Felipe Melo,4-2-3-1,Savio Pereira,Match Report,,10,1,22.7,0.0,0,0,2021,Palmeiras
21,2021-07-31,19:00,Série A,Matchweek 14,Sat,Away,D,0,0,São Paulo,0.4,0.7,47,,Felipe Melo,4-2-3-1,Luiz Flávio de Oliveira,Match Report,,7,3,22.1,0.0,0,0,2021,Palmeiras
22,2021-08-07,21:00,Série A,Matchweek 15,Sat,Home,L,2,3,Fortaleza,2.0,2.0,62,,Willian,4-2-3-1,Wilton Sampaio,Match Report,,20,2,18.8,0.0,0,0,2021,Palmeiras
24,2021-08-14,19:00,Série A,Matchweek 16,Sat,Away,L,0,2,Atlético Mineiro,0.1,1.8,33,,Felipe Melo,4-2-3-1,Bruno Arleu de Araujo,Match Report,,1,1,21.4,0.0,0,0,2021,Palmeiras
26,2021-08-22,11:00,Série A,Matchweek 17,Sun,Home,L,0,2,Cuiabá,3.7,0.9,65,,Wéverton,4-2-3-1,Anderson Daronco,Match Report,,31,7,16.1,1.0,0,0,2021,Palmeiras
27,2021-08-28,21:00,Série A,Matchweek 18,Sat,Home,W,2,1,Ath Paranaense,0.9,0.4,49,,Gustavo Gómez,4-2-3-1,Leandro Pedro Vuaden,Match Report,,16,3,23.8,1.0,0,0,2021,Palmeiras
28,2021-09-12,16:00,Série A,Matchweek 20,Sun,Home,L,1,3,Flamengo,0.6,0.7,58,,Gustavo Gómez,4-2-3-1,Wilton Pereira Sampaio,Match Report,,12,5,24.0,3.0,0,0,2021,Palmeiras
29,2021-09-18,17:00,Série A,Matchweek 21,Sat,Away,W,2,0,Chapecoense,1.7,0.5,47,,Felipe Melo,4-2-3-1,Paulo Roberto Alves Júnior,Match Report,,13,7,17.7,0.0,0,0,2021,Palmeiras
31,2021-09-25,19:00,Série A,Matchweek 22,Sat,Away,L,1,2,Corinthians,1.2,0.8,51,,Gustavo Gómez,4-2-3-1,Raphael Claus,Match Report,,16,5,17.3,1.0,0,0,2021,Palmeiras
33,2021-10-03,18:15,Série A,Matchweek 23,Sun,Home,D,1,1,Juventude,1.6,0.8,72,,Gustavo Gómez,4-1-4-1,Marcelo de Lima Henrique,Match Report,,15,3,18.3,1.0,0,0,2021,Palmeiras
34,2021-10-06,21:30,Série A,Matchweek 24,Wed,Away,L,1,2,América (MG),1.3,3.1,39,854.0,Felipe Melo,3-4-3,Leandro Pedro Vuaden,Match Report,,14,5,18.6,0.0,0,0,2021,Palmeiras
35,2021-10-09,21:00,Série A,Matchweek 25,Sat,Home,L,2,4,Bragantino,1.7,0.8,55,8884.0,Jailson,3-5-2,Rafael Traci,Match Report,,19,5,17.5,0.0,1,1,2021,Palmeiras
36,2021-10-12,21:30,Série A,Matchweek 26,Tue,Away,D,0,0,Bahia,0.4,1.2,48,4509.0,Felipe Melo,4-4-2,Ramon Abatti Abel,Match Report,,9,2,25.1,0.0,0,0,2021,Palmeiras
37,2021-10-17,16:00,Série A,Matchweek 27,Sun,Home,W,1,0,Internacional,1.8,1.2,52,11111.0,Felipe Melo,4-4-2,Braulio da Silva Machado,Match Report,,15,2,20.7,2.0,1,1,2021,Palmeiras
38,2021-10-20,19:00,Série A,Matchweek 19,Wed,Away,W,2,1,Ceará,1.3,0.9,53,6204.0,Felipe Melo,4-2-3-1,André Luiz de Freitas Castro,Match Report,,12,5,16.2,1.0,0,0,2021,Palmeiras
39,2021-10-25,21:30,Série A,Matchweek 28,Mon,Home,W,2,1,Sport Recife,3.3,0.6,65,13367.0,Felipe Melo,4-2-3-1,Wagner do Nascimento Magalhaes,Match Report,,37,15,18.8,1.0,0,0,2021,Palmeiras
40,2021-10-31,16:00,Série A,Matchweek 29,Sun,Away,W,3,1,Grêmio,1.5,0.8,50,13799.0,Felipe Melo,4-2-3-1,Savio Pereira,Match Report,,10,4,23.3,4.0,1,1,2021,Palmeiras
41,2021-11-07,16:00,Série A,Matchweek 30,Sun,Away,W,2,0,Santos,1.8,0.9,51,13465.0,Gustavo Gómez,4-2-3-1,Raphael Claus,Match Report,,15,6,24.8,1.0,0,0,2021,Palmeiras
42,2021-11-10,20:30,Série A,Matchweek 31,Wed,Home,W,4,0,Atl Goianiense,2.3,0.6,50,19165.0,Marcos Rocha,4-2-3-1,Anderson Daronco,Match Report,,13,6,19.4,0.0,1,1,2021,Palmeiras
43,2021-11-14,18:15,Série A,Matchweek 32,Sun,Away,L,1,2,Fluminense,1.0,0.9,48,7969.0,Felipe Melo,4-2-3-1,Caio Max Augusto Vieira,Match Report,,11,4,21.7,1.0,0,0,2021,Palmeiras
44,2021-11-17,20:30,Série A,Matchweek 33,Wed,Home,L,0,2,São Paulo,1.1,1.2,56,35572.0,Willian,4-1-4-1,Marcelo de Lima Henrique,Match Report,,16,4,16.1,1.0,0,0,2021,Palmeiras
45,2021-11-20,19:00,Série A,Matchweek 34,Sat,Away,L,0,1,Fortaleza,0.8,1.0,66,18139.0,Gustavo Gómez,4-1-4-1,Ramon Abatti Abel,Match Report,,13,3,18.9,1.0,0,0,2021,Palmeiras
46,2021-11-23,21:30,Série A,Matchweek 35,Tue,Home,D,2,2,Atlético Mineiro,1.8,1.4,43,17744.0,Marcos Rocha,3-4-3,Anderson Daronco,Match Report,,10,6,25.8,1.0,0,1,2021,Palmeiras
48,2021-11-30,21:00,Série A,Matchweek 36,Tue,Away,W,3,1,Cuiabá,1.8,1.9,41,26612.0,Gabriel Menino,3-4-3,Paulo Roberto Alves Júnior,Match Report,,13,5,16.9,0.0,0,0,2021,Palmeiras
49,2021-12-06,19:00,Série A,Matchweek 37,Mon,Away,D,0,0,Ath Paranaense,0.2,1.8,29,18232.0,Vinicius Silvestre,3-4-3,Wagner do Nascimento Magalhaes,Match Report,,4,0,15.8,0.0,0,0,2021,Palmeiras
50,2021-12-09,21:30,Série A,Matchweek 38,Thu,Home,W,1,0,Ceará,2.0,3.2,33,5304.0,Vinicius Silvestre,3-4-1-2,Savio Pereira,Match Report,,12,2,17.4,0.0,0,0,2021,Palmeiras
0,2021-05-30,11:00,Série A,Matchweek 1,Sun,Away,W,2,1,Atlético Mineiro,0.9,1.7,46,,Wellington Paulista,3-5-2,Caio Max Augusto Vieira,Match Report,,18,5,23.0,1.0,0,0,2021,Fortaleza
1,2021-06-06,16:00,Série A,Matchweek 2,Sun,Home,W,5,1,Internacional,2.9,0.5,51,,Guilherme Tinga,3-4-1-2,Paulo Roberto Alves Júnior,Match Report,,14,8,16.5,1.0,0,0,2021,Fortaleza
2,2021-06-13,20:30,Série A,Matchweek 3,Sun,Home,W,1,0,Sport Recife,1.7,0.3,58,,Guilherme Tinga,3-4-1-2,Braulio da Silva Machado,Match Report,,12,6,25.7,0.0,1,1,2021,Fortaleza
3,2021-06-17,19:00,Série A,Matchweek 4,Thu,Away,D,0,0,Atl Goianiense,0.2,0.6,45,,Wellington Paulista,3-4-1-2,Douglas Schwengber da Silva,Match Report,,5,1,25.1,2.0,0,0,2021,Fortaleza
